tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,CPT1A,PlasmaB,CR→AR,CR,AR,0.17657296,0.23092102,30.799999237060547,↑,0.4,NS,7/9,3,3
Liver,CTLA4,Myeloid,NL→IT,NL,IT,0.004892666,0.039808303,713.5999755859375,↑,0.11471,NS,26/36,6,6
Liver,CTLA4,Myeloid,NL→IA,NL,IA,0.004892666,0.0042355144,-13.399999618530272,↓,0.907569,NS,8/30,6,5
Liver,CTLA4,Myeloid,NL→AR,NL,AR,0.004892666,0.033961866,594.0999755859375,↑,0.203092,NS,12/18,6,3
Liver,CTLA4,Myeloid,NL→CR,NL,CR,0.004892666,0.0062353313,27.399999618530277,↑,0.887537,NS,8/18,6,3
Liver,CTLA4,Myeloid,IT→IA,IT,IA,0.039808303,0.0042355144,-89.4000015258789,↓,0.068894,†,23/30,6,5
Liver,CTLA4,Myeloid,IA→AR,IA,AR,0.0042355144,0.033961866,701.7999877929688,↑,0.171857,NS,10/15,5,3
Liver,CTLA4,Myeloid,CR→AR,CR,AR,0.0062353313,0.033961866,444.7000122070313,↑,0.506555,NS,6/9,3,3
Liver,CTLA4,CD4_T,NL→IT,NL,IT,0.104760885,0.28403524,171.10000610351562,↑,0.004329,**,35/36,6,6
Liver,CTLA4,CD4_T,NL→IA,NL,IA,0.104760885,0.27564973,163.10000610351562,↑,0.030303,*,27/30,6,5
Liver,CTLA4,CD4_T,NL→AR,NL,AR,0.104760885,0.24493365,133.8000030517578,↑,0.095238,†,16/18,6,3
Liver,CTLA4,CD4_T,NL→CR,NL,CR,0.104760885,0.11920372,13.800000190734863,↑,1.0,NS,9/18,6,3
Liver,CTLA4,CD4_T,IT→IA,IT,IA,0.28403524,0.27564973,-3.0,↓,0.930736,NS,16/30,6,5
Liver,CTLA4,CD4_T,IA→AR,IA,AR,0.27564973,0.24493365,-11.100000381469728,↓,0.785714,NS,9/15,5,3
Liver,CTLA4,CD4_T,CR→AR,CR,AR,0.11920372,0.24493365,105.5,↑,0.4,NS,7/9,3,3
Liver,CTLA4,CD8_T,NL→IT,NL,IT,0.038592245,0.13803601,257.70001220703125,↑,0.064935,†,30/36,6,6
Liver,CTLA4,CD8_T,NL→IA,NL,IA,0.038592245,0.26390964,583.7999877929688,↑,0.017316,*,28/30,6,5
Liver,CTLA4,CD8_T,NL→AR,NL,AR,0.038592245,0.22023284,470.7000122070313,↑,0.02381,*,18/18,6,3
Liver,CTLA4,CD8_T,NL→CR,NL,CR,0.038592245,0.031605933,-18.100000381469727,↓,0.904762,NS,10/18,6,3
Liver,CTLA4,CD8_T,IT→IA,IT,IA,0.13803601,0.26390964,91.1999969482422,↑,0.246753,NS,22/30,6,5
Liver,CTLA4,CD8_T,IA→AR,IA,AR,0.26390964,0.22023284,-16.5,↓,1.0,NS,8/15,5,3
Liver,CTLA4,CD8_T,CR→AR,CR,AR,0.031605933,0.22023284,596.7999877929688,↑,0.1,NS,9/9,3,3
Liver,CTLA4,NK,NL→IT,NL,IT,0.008058407,0.022431197,178.39999389648438,↑,0.294552,NS,24/36,6,6
Liver,CTLA4,NK,NL→IA,NL,IA,0.008058407,0.039623704,391.7000122070313,↑,0.035344,*,27/30,6,5
Liver,CTLA4,NK,NL→AR,NL,AR,0.008058407,0.02246481,178.8000030517578,↑,0.091925,†,16/18,6,3
Liver,CTLA4,NK,NL→CR,NL,CR,0.008058407,0.01126644,39.79999923706055,↑,0.693641,NS,10/18,6,3
Liver,CTLA4,NK,IT→IA,IT,IA,0.022431197,0.039623704,76.5999984741211,↑,0.329004,NS,21/30,6,5
Liver,CTLA4,NK,IA→AR,IA,AR,0.039623704,0.02246481,-43.29999923706055,↓,0.785714,NS,9/15,5,3
Liver,CTLA4,NK,CR→AR,CR,AR,0.01126644,0.02246481,99.4000015258789,↑,0.4,NS,7/9,3,3
Liver,CTLA4,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5
Liver,CTLA4,B,NL→IA,NL,IA,0.0,0.02658254,99999.0,↑,0.048406,*,18/30,6,5
Liver,CTLA4,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CTLA4,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CTLA4,B,IT→IA,IT,IA,0.0,0.02658254,99999.0,↑,0.072006,†,15/25,5,5
Liver,CTLA4,B,IA→AR,IA,AR,0.02658254,0.0,-100.0,↓,0.171857,NS,9/15,5,3
Liver,CTLA4,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,CTLA4,PlasmaB,NL→IT,NL,IT,0.0015355186,0.0,-100.0,↓,0.222994,NS,10/30,6,5
Liver,CTLA4,PlasmaB,NL→IA,NL,IA,0.0015355186,0.07511665,4791.89990234375,↑,0.597048,NS,12/30,6,5
Liver,CTLA4,PlasmaB,NL→AR,NL,AR,0.0015355186,0.011157866,626.7000122070312,↑,0.878088,NS,6/18,6,3
Liver,CTLA4,PlasmaB,NL→CR,NL,CR,0.0015355186,0.020967206,1265.5,↑,0.878088,NS,6/18,6,3
Liver,CTLA4,PlasmaB,IT→IA,IT,IA,0.0,0.07511665,99999.0,↑,0.179712,NS,10/25,5,5
Liver,CTLA4,PlasmaB,IA→AR,IA,AR,0.07511665,0.011157866,-85.0999984741211,↓,0.732678,NS,6/15,5,3
Liver,CTLA4,PlasmaB,CR→AR,CR,AR,0.020967206,0.011157866,-46.79999923706055,↓,1.0,NS,3/9,3,3
Liver,CXCL13,Myeloid,NL→IT,NL,IT,0.0,0.00090313045,99999.0,↑,0.404657,NS,6/36,6,6
Liver,CXCL13,Myeloid,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5
Liver,CXCL13,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,Myeloid,IT→IA,IT,IA,0.00090313045,0.0,-100.0,↓,0.465209,NS,5/30,6,5
Liver,CXCL13,Myeloid,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Liver,CXCL13,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,CXCL13,CD4_T,NL→IT,NL,IT,0.0,0.015953396,99999.0,↑,0.009622,**,30/36,6,6
Liver,CXCL13,CD4_T,NL→IA,NL,IA,0.0,0.03733606,99999.0,↑,0.015024,*,24/30,6,5
Liver,CXCL13,CD4_T,NL→AR,NL,AR,0.0,0.040838715,99999.0,↑,0.009116,**,18/18,6,3
Liver,CXCL13,CD4_T,NL→CR,NL,CR,0.0,0.006215414,99999.0,↑,0.009116,**,18/18,6,3
Liver,CXCL13,CD4_T,IT→IA,IT,IA,0.015953396,0.03733606,134.0,↑,0.272229,NS,21/30,6,5
Liver,CXCL13,CD4_T,IA→AR,IA,AR,0.03733606,0.040838715,9.399999618530272,↑,0.785714,NS,9/15,5,3
Liver,CXCL13,CD4_T,CR→AR,CR,AR,0.006215414,0.040838715,557.0999755859375,↑,0.1,NS,9/9,3,3
Liver,CXCL13,CD8_T,NL→IT,NL,IT,0.000563663,0.04230233,7404.89990234375,↑,0.024992,*,30/36,6,6
Liver,CXCL13,CD8_T,NL→IA,NL,IA,0.000563663,0.07291578,12836.099609375,↑,0.006736,**,30/30,6,5
Liver,CXCL13,CD8_T,NL→AR,NL,AR,0.000563663,0.01697244,2911.10009765625,↑,0.02189,*,18/18,6,3
Liver,CXCL13,CD8_T,NL→CR,NL,CR,0.000563663,0.008894046,1477.9000244140625,↑,0.02189,*,18/18,6,3
Liver,CXCL13,CD8_T,IT→IA,IT,IA,0.04230233,0.07291578,72.4000015258789,↑,0.662338,NS,18/30,6,5
Liver,CXCL13,CD8_T,IA→AR,IA,AR,0.07291578,0.01697244,-76.69999694824219,↓,0.392857,NS,11/15,5,3
Liver,CXCL13,CD8_T,CR→AR,CR,AR,0.008894046,0.01697244,90.8000030517578,↑,0.4,NS,7/9,3,3
Liver,CXCL13,NK,NL→IT,NL,IT,0.0,0.0002475029,99999.0,↑,0.404657,NS,6/36,6,6
Liver,CXCL13,NK,NL→IA,NL,IA,0.0,0.004393288,99999.0,↑,0.048406,*,18/30,6,5
Liver,CXCL13,NK,NL→AR,NL,AR,0.0,0.001183495,99999.0,↑,0.238593,NS,6/18,6,3
Liver,CXCL13,NK,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,NK,IT→IA,IT,IA,0.0002475029,0.004393288,1675.0,↑,0.11275,NS,18/30,6,5
Liver,CXCL13,NK,IA→AR,IA,AR,0.004393288,0.001183495,-73.0999984741211,↓,0.525234,NS,8/15,5,3
Liver,CXCL13,NK,CR→AR,CR,AR,0.0,0.001183495,99999.0,↑,0.504985,NS,3/9,3,3
Liver,CXCL13,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5
Liver,CXCL13,B,NL→IA,NL,IA,0.0,0.0038117885,99999.0,↑,0.36131,NS,6/30,6,5
Liver,CXCL13,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,B,IT→IA,IT,IA,0.0,0.0038117885,99999.0,↑,0.423711,NS,5/25,5,5
Liver,CXCL13,B,IA→AR,IA,AR,0.0038117885,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Liver,CXCL13,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,CXCL13,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5
Liver,CXCL13,PlasmaB,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5
Liver,CXCL13,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,CXCL13,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5
Liver,CXCL13,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Liver,CXCL13,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,CXCR6,Myeloid,NL→IT,NL,IT,0.0027236415,0.0042666798,56.70000076293945,↑,0.445976,NS,15/36,6,6
Liver,CXCR6,Myeloid,NL→IA,NL,IA,0.0027236415,0.026950195,889.5,↑,0.486034,NS,11/30,6,5
Liver,CXCR6,Myeloid,NL→AR,NL,AR,0.0027236415,0.0015071118,-44.70000076293945,↓,0.859684,NS,3/18,6,3
Liver,CXCR6,Myeloid,NL→CR,NL,CR,0.0027236415,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,CXCR6,Myeloid,IT→IA,IT,IA,0.0042666798,0.026950195,531.5999755859375,↑,0.842187,NS,9/30,6,5
Liver,CXCR6,Myeloid,IA→AR,IA,AR,0.026950195,0.0015071118,-94.4000015258789,↓,1.0,NS,5/15,5,3
Liver,CXCR6,Myeloid,CR→AR,CR,AR,0.0,0.0015071118,99999.0,↑,0.504985,NS,3/9,3,3
Liver,CXCR6,CD4_T,NL→IT,NL,IT,0.7084315,0.4949402,-30.100000381469727,↓,0.393939,NS,24/36,6,6
Liver,CXCR6,CD4_T,NL→IA,NL,IA,0.7084315,0.35107416,-50.400001525878906,↓,0.030303,*,27/30,6,5
Liver,CXCR6,CD4_T,NL→AR,NL,AR,0.7084315,0.6278073,-11.399999618530272,↓,0.904762,NS,10/18,6,3
Liver,CXCR6,CD4_T,NL→CR,NL,CR,0.7084315,0.4814702,-32.0,↓,0.261905,NS,14/18,6,3
Liver,CXCR6,CD4_T,IT→IA,IT,IA,0.4949402,0.35107416,-29.100000381469727,↓,0.246753,NS,22/30,6,5
Liver,CXCR6,CD4_T,IA→AR,IA,AR,0.35107416,0.6278073,78.80000305175781,↑,0.071429,†,14/15,5,3
Liver,CXCR6,CD4_T,CR→AR,CR,AR,0.4814702,0.6278073,30.399999618530277,↑,0.2,NS,8/9,3,3
Liver,CXCR6,CD8_T,NL→IT,NL,IT,0.82722217,0.7142358,-13.699999809265137,↓,0.588745,NS,22/36,6,6
Liver,CXCR6,CD8_T,NL→IA,NL,IA,0.82722217,0.6511095,-21.299999237060547,↓,0.662338,NS,18/30,6,5
Liver,CXCR6,CD8_T,NL→AR,NL,AR,0.82722217,0.82901484,0.2000000029802322,↑,0.904762,NS,8/18,6,3
Liver,CXCR6,CD8_T,NL→CR,NL,CR,0.82722217,0.6881382,-16.799999237060547,↓,0.547619,NS,12/18,6,3
Liver,CXCR6,CD8_T,IT→IA,IT,IA,0.7142358,0.6511095,-8.800000190734863,↓,0.662338,NS,18/30,6,5
Liver,CXCR6,CD8_T,IA→AR,IA,AR,0.6511095,0.82901484,27.299999237060547,↑,1.0,NS,7/15,5,3
Liver,CXCR6,CD8_T,CR→AR,CR,AR,0.6881382,0.82901484,20.5,↑,1.0,NS,5/9,3,3
Liver,CXCR6,NK,NL→IT,NL,IT,0.31619588,0.39532074,25.0,↑,0.937229,NS,19/36,6,6
Liver,CXCR6,NK,NL→IA,NL,IA,0.31619588,0.39403853,24.600000381469727,↑,0.428571,NS,20/30,6,5
Liver,CXCR6,NK,NL→AR,NL,AR,0.31619588,0.3832309,21.200000762939453,↑,0.261905,NS,14/18,6,3
Liver,CXCR6,NK,NL→CR,NL,CR,0.31619588,0.532769,68.5,↑,0.047619,*,17/18,6,3
Liver,CXCR6,NK,IT→IA,IT,IA,0.39532074,0.39403853,-0.3000000119209289,↓,1.0,NS,15/30,6,5
Liver,CXCR6,NK,IA→AR,IA,AR,0.39403853,0.3832309,-2.700000047683716,↓,0.785714,NS,9/15,5,3
Liver,CXCR6,NK,CR→AR,CR,AR,0.532769,0.3832309,-28.100000381469727,↓,0.2,NS,8/9,3,3
Liver,CXCR6,B,NL→IT,NL,IT,0.0015157616,0.0044191093,191.5,↑,0.352972,NS,12/30,6,5
Liver,CXCR6,B,NL→IA,NL,IA,0.0015157616,0.0096715065,538.0999755859375,↑,0.169289,NS,17/30,6,5
Liver,CXCR6,B,NL→AR,NL,AR,0.0015157616,0.0072888043,380.8999938964844,↑,0.595883,NS,6/18,6,3
Liver,CXCR6,B,NL→CR,NL,CR,0.0015157616,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,CXCR6,B,IT→IA,IT,IA,0.0044191093,0.0096715065,118.9000015258789,↑,0.655836,NS,12/25,5,5
Liver,CXCR6,B,IA→AR,IA,AR,0.0096715065,0.0072888043,-24.600000381469727,↓,0.750751,NS,7/15,5,3
Liver,CXCR6,B,CR→AR,CR,AR,0.0,0.0072888043,99999.0,↑,0.504985,NS,3/9,3,3
Liver,CXCR6,PlasmaB,NL→IT,NL,IT,0.02665277,0.0060512805,-77.30000305175781,↓,0.341314,NS,14/30,6,5
Liver,CXCR6,PlasmaB,NL→IA,NL,IA,0.02665277,0.07775561,191.6999969482422,↑,0.842187,NS,12/30,6,5
Liver,CXCR6,PlasmaB,NL→AR,NL,AR,0.02665277,0.0,-100.0,↓,0.219768,NS,9/18,6,3
Liver,CXCR6,PlasmaB,NL→CR,NL,CR,0.02665277,0.021287372,-20.100000381469727,↓,1.0,NS,7/18,6,3
Liver,CXCR6,PlasmaB,IT→IA,IT,IA,0.0060512805,0.07775561,1184.9000244140625,↑,0.440686,NS,10/25,5,5
Liver,CXCR6,PlasmaB,IA→AR,IA,AR,0.07775561,0.0,-100.0,↓,0.329114,NS,6/15,5,3
Liver,CXCR6,PlasmaB,CR→AR,CR,AR,0.021287372,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Liver,DNMT1,Myeloid,NL→IT,NL,IT,0.1585823,0.3571641,125.1999969482422,↑,0.002165,**,36/36,6,6
Liver,DNMT1,Myeloid,NL→IA,NL,IA,0.1585823,0.23736706,49.70000076293945,↑,0.329004,NS,21/30,6,5
Liver,DNMT1,Myeloid,NL→AR,NL,AR,0.1585823,0.27841213,75.5999984741211,↑,0.095238,†,16/18,6,3
Liver,DNMT1,Myeloid,NL→CR,NL,CR,0.1585823,0.2624758,65.5,↑,0.166667,NS,15/18,6,3
Liver,DNMT1,Myeloid,IT→IA,IT,IA,0.3571641,0.23736706,-33.5,↓,0.246753,NS,22/30,6,5
Liver,DNMT1,Myeloid,IA→AR,IA,AR,0.23736706,0.27841213,17.299999237060547,↑,1.0,NS,7/15,5,3
Liver,DNMT1,Myeloid,CR→AR,CR,AR,0.2624758,0.27841213,6.099999904632568,↑,0.4,NS,7/9,3,3
Liver,DNMT1,CD4_T,NL→IT,NL,IT,0.26885027,0.33445492,24.399999618530277,↑,0.132035,NS,28/36,6,6
Liver,DNMT1,CD4_T,NL→IA,NL,IA,0.26885027,0.3034412,12.899999618530272,↑,0.428571,NS,20/30,6,5
Liver,DNMT1,CD4_T,NL→AR,NL,AR,0.26885027,0.3614092,34.400001525878906,↑,0.166667,NS,15/18,6,3
Liver,DNMT1,CD4_T,NL→CR,NL,CR,0.26885027,0.30697945,14.199999809265137,↑,0.547619,NS,12/18,6,3
Liver,DNMT1,CD4_T,IT→IA,IT,IA,0.33445492,0.3034412,-9.300000190734863,↓,0.536797,NS,19/30,6,5
Liver,DNMT1,CD4_T,IA→AR,IA,AR,0.3034412,0.3614092,19.100000381469727,↑,0.392857,NS,11/15,5,3
Liver,DNMT1,CD4_T,CR→AR,CR,AR,0.30697945,0.3614092,17.700000762939453,↑,0.4,NS,7/9,3,3
Liver,DNMT1,CD8_T,NL→IT,NL,IT,0.25741896,0.30609876,18.899999618530277,↑,0.484848,NS,23/36,6,6
Liver,DNMT1,CD8_T,NL→IA,NL,IA,0.25741896,0.29690194,15.300000190734863,↑,0.329004,NS,21/30,6,5
Liver,DNMT1,CD8_T,NL→AR,NL,AR,0.25741896,0.35424957,37.59999847412109,↑,0.261905,NS,14/18,6,3
Liver,DNMT1,CD8_T,NL→CR,NL,CR,0.25741896,0.32760265,27.299999237060547,↑,0.380952,NS,13/18,6,3
Liver,DNMT1,CD8_T,IT→IA,IT,IA,0.30609876,0.29690194,-3.0,↓,0.329004,NS,21/30,6,5
Liver,DNMT1,CD8_T,IA→AR,IA,AR,0.29690194,0.35424957,19.299999237060547,↑,0.25,NS,12/15,5,3
Liver,DNMT1,CD8_T,CR→AR,CR,AR,0.32760265,0.35424957,8.100000381469727,↑,1.0,NS,5/9,3,3
Liver,DNMT1,NK,NL→IT,NL,IT,0.32894316,0.4340904,32.0,↑,0.24026,NS,26/36,6,6
Liver,DNMT1,NK,NL→IA,NL,IA,0.32894316,0.33738142,2.5999999046325684,↑,0.792208,NS,17/30,6,5
Liver,DNMT1,NK,NL→AR,NL,AR,0.32894316,0.40017614,21.700000762939453,↑,0.380952,NS,13/18,6,3
Liver,DNMT1,NK,NL→CR,NL,CR,0.32894316,0.40685463,23.700000762939453,↑,0.380952,NS,13/18,6,3
Liver,DNMT1,NK,IT→IA,IT,IA,0.4340904,0.33738142,-22.299999237060547,↓,0.246753,NS,22/30,6,5
Liver,DNMT1,NK,IA→AR,IA,AR,0.33738142,0.40017614,18.600000381469727,↑,0.392857,NS,11/15,5,3
Liver,DNMT1,NK,CR→AR,CR,AR,0.40685463,0.40017614,-1.600000023841858,↓,1.0,NS,5/9,3,3
Liver,DNMT1,B,NL→IT,NL,IT,0.098190844,0.13569078,38.20000076293945,↑,0.407016,NS,19/30,6,5
Liver,DNMT1,B,NL→IA,NL,IA,0.098190844,0.15376237,56.59999847412109,↑,0.410248,NS,20/30,6,5
Liver,DNMT1,B,NL→AR,NL,AR,0.098190844,0.17081212,74.0,↑,0.243305,NS,14/18,6,3
Liver,DNMT1,B,NL→CR,NL,CR,0.098190844,0.11910093,21.299999237060547,↑,1.0,NS,9/18,6,3
Liver,DNMT1,B,IT→IA,IT,IA,0.13569078,0.15376237,13.300000190734863,↑,0.84127,NS,14/25,5,5
Liver,DNMT1,B,IA→AR,IA,AR,0.15376237,0.17081212,11.100000381469728,↑,0.785714,NS,9/15,5,3
Liver,DNMT1,B,CR→AR,CR,AR,0.11910093,0.17081212,43.400001525878906,↑,0.4,NS,7/9,3,3
Liver,DNMT1,PlasmaB,NL→IT,NL,IT,0.09394324,0.24564216,161.5,↑,0.082251,†,25/30,6,5
Liver,DNMT1,PlasmaB,NL→IA,NL,IA,0.09394324,0.31655154,237.0,↑,0.008658,**,29/30,6,5
Liver,DNMT1,PlasmaB,NL→AR,NL,AR,0.09394324,0.1180011,25.600000381469727,↑,0.547619,NS,12/18,6,3
Liver,DNMT1,PlasmaB,NL→CR,NL,CR,0.09394324,0.22857028,143.3000030517578,↑,0.047619,*,17/18,6,3
Liver,DNMT1,PlasmaB,IT→IA,IT,IA,0.24564216,0.31655154,28.899999618530277,↑,0.547619,NS,16/25,5,5
Liver,DNMT1,PlasmaB,IA→AR,IA,AR,0.31655154,0.1180011,-62.70000076293945,↓,0.035714,*,15/15,5,3
Liver,DNMT1,PlasmaB,CR→AR,CR,AR,0.22857028,0.1180011,-48.400001525878906,↓,0.1,NS,9/9,3,3
Liver,DNMT3A,Myeloid,NL→IT,NL,IT,0.005829836,0.032779433,462.2999877929688,↑,0.104415,NS,24/36,6,6
Liver,DNMT3A,Myeloid,NL→IA,NL,IA,0.005829836,0.026143426,348.3999938964844,↑,0.19562,NS,18/30,6,5
Liver,DNMT3A,Myeloid,NL→AR,NL,AR,0.005829836,0.014819905,154.1999969482422,↑,0.878088,NS,6/18,6,3
Liver,DNMT3A,Myeloid,NL→CR,NL,CR,0.005829836,0.029865565,412.2999877929688,↑,0.02189,*,18/18,6,3
Liver,DNMT3A,Myeloid,IT→IA,IT,IA,0.032779433,0.026143426,-20.200000762939453,↓,0.513081,NS,17/30,6,5
Liver,DNMT3A,Myeloid,IA→AR,IA,AR,0.026143426,0.014819905,-43.29999923706055,↓,0.750751,NS,7/15,5,3
Liver,DNMT3A,Myeloid,CR→AR,CR,AR,0.029865565,0.014819905,-50.400001525878906,↓,0.657905,NS,6/9,3,3
Liver,DNMT3A,CD4_T,NL→IT,NL,IT,0.06032011,0.056304168,-6.699999809265137,↓,0.937229,NS,19/36,6,6
Liver,DNMT3A,CD4_T,NL→IA,NL,IA,0.06032011,0.05248002,-13.0,↓,0.662338,NS,18/30,6,5
Liver,DNMT3A,CD4_T,NL→AR,NL,AR,0.06032011,0.07328371,21.5,↑,0.380952,NS,13/18,6,3
Liver,DNMT3A,CD4_T,NL→CR,NL,CR,0.06032011,0.07167665,18.799999237060547,↑,0.714286,NS,11/18,6,3
Liver,DNMT3A,CD4_T,IT→IA,IT,IA,0.056304168,0.05248002,-6.800000190734863,↓,0.536797,NS,19/30,6,5
Liver,DNMT3A,CD4_T,IA→AR,IA,AR,0.05248002,0.07328371,39.59999847412109,↑,0.142857,NS,13/15,5,3
Liver,DNMT3A,CD4_T,CR→AR,CR,AR,0.07167665,0.07328371,2.200000047683716,↑,0.7,NS,6/9,3,3
Liver,DNMT3A,CD8_T,NL→IT,NL,IT,0.06870103,0.072822444,6.0,↑,0.818182,NS,20/36,6,6
Liver,DNMT3A,CD8_T,NL→IA,NL,IA,0.06870103,0.090232335,31.299999237060547,↑,0.246753,NS,22/30,6,5
Liver,DNMT3A,CD8_T,NL→AR,NL,AR,0.06870103,0.08041716,17.100000381469727,↑,0.547619,NS,12/18,6,3
Liver,DNMT3A,CD8_T,NL→CR,NL,CR,0.06870103,0.06864352,-0.1000000014901161,↓,1.0,NS,9/18,6,3
Liver,DNMT3A,CD8_T,IT→IA,IT,IA,0.072822444,0.090232335,23.899999618530277,↑,0.177489,NS,23/30,6,5
Liver,DNMT3A,CD8_T,IA→AR,IA,AR,0.090232335,0.08041716,-10.899999618530272,↓,0.392857,NS,11/15,5,3
Liver,DNMT3A,CD8_T,CR→AR,CR,AR,0.06864352,0.08041716,17.200000762939453,↑,0.7,NS,6/9,3,3
Liver,DNMT3A,NK,NL→IT,NL,IT,0.074208595,0.120678045,62.59999847412109,↑,0.393939,NS,24/36,6,6
Liver,DNMT3A,NK,NL→IA,NL,IA,0.074208595,0.08694838,17.200000762939453,↑,0.662338,NS,18/30,6,5
Liver,DNMT3A,NK,NL→AR,NL,AR,0.074208595,0.087415345,17.799999237060547,↑,0.547619,NS,12/18,6,3
Liver,DNMT3A,NK,NL→CR,NL,CR,0.074208595,0.12883583,73.5999984741211,↑,0.047619,*,17/18,6,3
Liver,DNMT3A,NK,IT→IA,IT,IA,0.120678045,0.08694838,-28.0,↓,0.662338,NS,18/30,6,5
Liver,DNMT3A,NK,IA→AR,IA,AR,0.08694838,0.087415345,0.5,↑,1.0,NS,7/15,5,3
Liver,DNMT3A,NK,CR→AR,CR,AR,0.12883583,0.087415345,-32.099998474121094,↓,0.2,NS,8/9,3,3
Liver,DNMT3A,B,NL→IT,NL,IT,0.06752273,0.08884695,31.600000381469727,↑,0.536797,NS,19/30,6,5
Liver,DNMT3A,B,NL→IA,NL,IA,0.06752273,0.026418898,-60.900001525878906,↓,0.464192,NS,19/30,6,5
Liver,DNMT3A,B,NL→AR,NL,AR,0.06752273,0.041144308,-39.09999847412109,↓,0.904762,NS,10/18,6,3
Liver,DNMT3A,B,NL→CR,NL,CR,0.06752273,0.051477164,-23.799999237060547,↓,1.0,NS,9/18,6,3
Liver,DNMT3A,B,IT→IA,IT,IA,0.08884695,0.026418898,-70.30000305175781,↓,0.150794,NS,20/25,5,5
Liver,DNMT3A,B,IA→AR,IA,AR,0.026418898,0.041144308,55.70000076293945,↑,0.571429,NS,10/15,5,3
Liver,DNMT3A,B,CR→AR,CR,AR,0.051477164,0.041144308,-20.100000381469727,↓,0.7,NS,6/9,3,3
Liver,DNMT3A,PlasmaB,NL→IT,NL,IT,0.011194917,0.09501603,748.7000122070312,↑,0.011644,*,29/30,6,5
Liver,DNMT3A,PlasmaB,NL→IA,NL,IA,0.011194917,0.046689034,317.1000061035156,↑,0.103604,NS,22/30,6,5
Liver,DNMT3A,PlasmaB,NL→AR,NL,AR,0.011194917,0.11735674,948.2999877929688,↑,0.043114,*,17/18,6,3
Liver,DNMT3A,PlasmaB,NL→CR,NL,CR,0.011194917,0.047928,328.1000061035156,↑,0.043114,*,17/18,6,3
Liver,DNMT3A,PlasmaB,IT→IA,IT,IA,0.09501603,0.046689034,-50.900001525878906,↓,0.222222,NS,19/25,5,5
Liver,DNMT3A,PlasmaB,IA→AR,IA,AR,0.046689034,0.11735674,151.39999389648438,↑,0.25,NS,12/15,5,3
Liver,DNMT3A,PlasmaB,CR→AR,CR,AR,0.047928,0.11735674,144.89999389648438,↑,0.4,NS,7/9,3,3
Liver,DNMT3B,Myeloid,NL→IT,NL,IT,0.0,0.00019652887,99999.0,↑,0.404657,NS,6/36,6,6
Liver,DNMT3B,Myeloid,NL→IA,NL,IA,0.0,0.00026496628,99999.0,↑,0.36131,NS,6/30,6,5
Liver,DNMT3B,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,DNMT3B,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,DNMT3B,Myeloid,IT→IA,IT,IA,0.00019652887,0.00026496628,34.79999923706055,↑,0.892295,NS,6/30,6,5
