tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,ID3,B,NL→CR,NL,CR,0.74540305,0.7812991,4.800000190734863,↑,0.714286,NS,11/18,6,3
Liver,ID3,B,IT→IA,IT,IA,0.77000177,0.83635676,8.600000381469727,↑,0.547619,NS,16/25,5,5
Liver,ID3,B,IA→AR,IA,AR,0.83635676,0.7710435,-7.800000190734863,↓,0.785714,NS,9/15,5,3
Liver,ID3,B,CR→AR,CR,AR,0.7812991,0.7710435,-1.2999999523162842,↓,1.0,NS,5/9,3,3
Liver,ID3,PlasmaB,NL→IT,NL,IT,0.14063112,0.059768118,-57.5,↓,0.792208,NS,17/30,6,5
Liver,ID3,PlasmaB,NL→IA,NL,IA,0.14063112,0.13447392,-4.400000095367432,↓,0.854805,NS,13/30,6,5
Liver,ID3,PlasmaB,NL→AR,NL,AR,0.14063112,0.23033595,63.79999923706055,↑,0.714286,NS,11/18,6,3
Liver,ID3,PlasmaB,NL→CR,NL,CR,0.14063112,0.05884466,-58.20000076293945,↓,0.904762,NS,8/18,6,3
Liver,ID3,PlasmaB,IT→IA,IT,IA,0.059768118,0.13447392,125.0,↑,0.309524,NS,18/25,5,5
Liver,ID3,PlasmaB,IA→AR,IA,AR,0.13447392,0.23033595,71.30000305175781,↑,0.785714,NS,9/15,5,3
Liver,ID3,PlasmaB,CR→AR,CR,AR,0.05884466,0.23033595,291.3999938964844,↑,0.7,NS,6/9,3,3
Liver,IDO1,Myeloid,NL→IT,NL,IT,0.13313319,0.3689612,177.10000610351562,↑,0.132035,NS,28/36,6,6
Liver,IDO1,Myeloid,NL→IA,NL,IA,0.13313319,0.14904127,11.899999618530272,↑,0.536797,NS,19/30,6,5
Liver,IDO1,Myeloid,NL→AR,NL,AR,0.13313319,0.15290077,14.800000190734863,↑,0.904762,NS,10/18,6,3
Liver,IDO1,Myeloid,NL→CR,NL,CR,0.13313319,0.17681761,32.79999923706055,↑,0.380952,NS,13/18,6,3
Liver,IDO1,Myeloid,IT→IA,IT,IA,0.3689612,0.14904127,-59.59999847412109,↓,0.177489,NS,23/30,6,5
Liver,IDO1,Myeloid,IA→AR,IA,AR,0.14904127,0.15290077,2.5999999046325684,↑,1.0,NS,8/15,5,3
Liver,IDO1,Myeloid,CR→AR,CR,AR,0.17681761,0.15290077,-13.5,↓,1.0,NS,5/9,3,3
Liver,IDO1,CD4_T,NL→IT,NL,IT,0.0008951779,0.0011642174,30.100000381469727,↑,0.655306,NS,15/36,6,6
Liver,IDO1,CD4_T,NL→IA,NL,IA,0.0008951779,0.0006562088,-26.700000762939453,↓,1.0,NS,9/30,6,5
Liver,IDO1,CD4_T,NL→AR,NL,AR,0.0008951779,0.00077993196,-12.899999618530272,↓,1.0,NS,5/18,6,3
Liver,IDO1,CD4_T,NL→CR,NL,CR,0.0008951779,0.0,-100.0,↓,0.376759,NS,6/18,6,3
Liver,IDO1,CD4_T,IT→IA,IT,IA,0.0011642174,0.0006562088,-43.59999847412109,↓,0.550313,NS,14/30,6,5
Liver,IDO1,CD4_T,IA→AR,IA,AR,0.0006562088,0.00077993196,18.899999618530277,↑,1.0,NS,5/15,5,3
Liver,IDO1,CD4_T,CR→AR,CR,AR,0.0,0.00077993196,99999.0,↑,0.504985,NS,3/9,3,3
Liver,IDO1,CD8_T,NL→IT,NL,IT,0.00010809415,0.0014981218,1285.9000244140625,↑,0.46195,NS,12/36,6,6
Liver,IDO1,CD8_T,NL→IA,NL,IA,0.00010809415,0.00025607683,136.89999389648438,↑,0.486034,NS,11/30,6,5
Liver,IDO1,CD8_T,NL→AR,NL,AR,0.00010809415,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,IDO1,CD8_T,NL→CR,NL,CR,0.00010809415,0.00028587788,164.5,↑,0.595883,NS,6/18,6,3
Liver,IDO1,CD8_T,IT→IA,IT,IA,0.0014981218,0.00025607683,-82.9000015258789,↓,0.915796,NS,10/30,6,5
Liver,IDO1,CD8_T,IA→AR,IA,AR,0.00025607683,0.0,-100.0,↓,0.329114,NS,6/15,5,3
Liver,IDO1,CD8_T,CR→AR,CR,AR,0.00028587788,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Liver,IDO1,NK,NL→IT,NL,IT,0.00024353761,0.002347184,863.7999877929688,↑,0.252951,NS,17/36,6,6
Liver,IDO1,NK,NL→IA,NL,IA,0.00024353761,0.0002377242,-2.400000095367432,↓,1.0,NS,5/30,6,5
Liver,IDO1,NK,NL→AR,NL,AR,0.00024353761,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,IDO1,NK,NL→CR,NL,CR,0.00024353761,0.0011115274,356.3999938964844,↑,0.219768,NS,11/18,6,3
Liver,IDO1,NK,IT→IA,IT,IA,0.002347184,0.0002377242,-89.9000015258789,↓,0.341314,NS,14/30,6,5
Liver,IDO1,NK,IA→AR,IA,AR,0.0002377242,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Liver,IDO1,NK,CR→AR,CR,AR,0.0011115274,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Liver,IDO1,B,NL→IT,NL,IT,0.0062466487,0.021159574,238.6999969482422,↑,0.150962,NS,21/30,6,5
Liver,IDO1,B,NL→IA,NL,IA,0.0062466487,0.005827756,-6.699999809265137,↓,0.915796,NS,8/30,6,5
Liver,IDO1,B,NL→AR,NL,AR,0.0062466487,0.0,-100.0,↓,0.376759,NS,6/18,6,3
Liver,IDO1,B,NL→CR,NL,CR,0.0062466487,0.00680336,8.899999618530273,↑,0.4795,NS,10/18,6,3
Liver,IDO1,B,IT→IA,IT,IA,0.021159574,0.005827756,-72.5,↓,0.332112,NS,16/25,5,5
Liver,IDO1,B,IA→AR,IA,AR,0.005827756,0.0,-100.0,↓,0.329114,NS,6/15,5,3
Liver,IDO1,B,CR→AR,CR,AR,0.00680336,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Liver,IDO1,PlasmaB,NL→IT,NL,IT,0.02706568,0.0,-100.0,↓,0.104062,NS,15/30,6,5
Liver,IDO1,PlasmaB,NL→IA,NL,IA,0.02706568,0.0,-100.0,↓,0.104062,NS,15/30,6,5
Liver,IDO1,PlasmaB,NL→AR,NL,AR,0.02706568,0.0,-100.0,↓,0.219768,NS,9/18,6,3
Liver,IDO1,PlasmaB,NL→CR,NL,CR,0.02706568,0.0,-100.0,↓,0.219768,NS,9/18,6,3
Liver,IDO1,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5
Liver,IDO1,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Liver,IDO1,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,IGFBP7,Myeloid,NL→IT,NL,IT,0.23893897,0.28297293,18.399999618530277,↑,0.24026,NS,26/36,6,6
Liver,IGFBP7,Myeloid,NL→IA,NL,IA,0.23893897,0.2933247,22.799999237060547,↑,0.428571,NS,20/30,6,5
Liver,IGFBP7,Myeloid,NL→AR,NL,AR,0.23893897,0.19728486,-17.399999618530273,↓,0.714286,NS,11/18,6,3
Liver,IGFBP7,Myeloid,NL→CR,NL,CR,0.23893897,0.29319128,22.700000762939453,↑,0.261905,NS,14/18,6,3
Liver,IGFBP7,Myeloid,IT→IA,IT,IA,0.28297293,0.2933247,3.700000047683716,↑,0.662338,NS,12/30,6,5
Liver,IGFBP7,Myeloid,IA→AR,IA,AR,0.2933247,0.19728486,-32.70000076293945,↓,0.25,NS,12/15,5,3
Liver,IGFBP7,Myeloid,CR→AR,CR,AR,0.29319128,0.19728486,-32.70000076293945,↓,0.2,NS,8/9,3,3
Liver,IGFBP7,CD4_T,NL→IT,NL,IT,0.00016626924,0.0037156874,2134.699951171875,↑,0.016711,*,30/36,6,6
Liver,IGFBP7,CD4_T,NL→IA,NL,IA,0.00016626924,0.00096972997,483.2000122070313,↑,0.11275,NS,18/30,6,5
Liver,IGFBP7,CD4_T,NL→AR,NL,AR,0.00016626924,0.00071220216,328.29998779296875,↑,0.125047,NS,12/18,6,3
Liver,IGFBP7,CD4_T,NL→CR,NL,CR,0.00016626924,0.0014701243,784.2000122070312,↑,0.125047,NS,12/18,6,3
Liver,IGFBP7,CD4_T,IT→IA,IT,IA,0.0037156874,0.00096972997,-73.9000015258789,↓,0.407016,NS,19/30,6,5
Liver,IGFBP7,CD4_T,IA→AR,IA,AR,0.00096972997,0.00071220216,-26.600000381469727,↓,0.541193,NS,9/15,5,3
Liver,IGFBP7,CD4_T,CR→AR,CR,AR,0.0014701243,0.00071220216,-51.59999847412109,↓,0.824778,NS,5/9,3,3
Liver,IGFBP7,CD8_T,NL→IT,NL,IT,0.0007372461,0.0044960342,509.7999877929688,↑,0.494156,NS,18/36,6,6
Liver,IGFBP7,CD8_T,NL→IA,NL,IA,0.0007372461,0.0011676537,58.400001525878906,↑,0.575062,NS,17/30,6,5
Liver,IGFBP7,CD8_T,NL→AR,NL,AR,0.0007372461,0.0014368914,94.9000015258789,↑,0.511482,NS,12/18,6,3
Liver,IGFBP7,CD8_T,NL→CR,NL,CR,0.0007372461,0.0021627946,193.3999938964844,↑,0.280713,NS,12/18,6,3
Liver,IGFBP7,CD8_T,IT→IA,IT,IA,0.0044960342,0.0011676537,-74.0,↓,0.851762,NS,15/30,6,5
Liver,IGFBP7,CD8_T,IA→AR,IA,AR,0.0011676537,0.0014368914,23.100000381469727,↑,0.785714,NS,9/15,5,3
Liver,IGFBP7,CD8_T,CR→AR,CR,AR,0.0021627946,0.0014368914,-33.599998474121094,↓,0.7,NS,6/9,3,3
Liver,IGFBP7,NK,NL→IT,NL,IT,0.21345298,0.32771567,53.5,↑,0.309524,NS,25/36,6,6
Liver,IGFBP7,NK,NL→IA,NL,IA,0.21345298,0.30813676,44.400001525878906,↑,0.792208,NS,17/30,6,5
Liver,IGFBP7,NK,NL→AR,NL,AR,0.21345298,0.2515912,17.899999618530273,↑,0.547619,NS,12/18,6,3
Liver,IGFBP7,NK,NL→CR,NL,CR,0.21345298,0.28168568,32.0,↑,0.547619,NS,12/18,6,3
Liver,IGFBP7,NK,IT→IA,IT,IA,0.32771567,0.30813676,-6.0,↓,0.930736,NS,16/30,6,5
Liver,IGFBP7,NK,IA→AR,IA,AR,0.30813676,0.2515912,-18.399999618530277,↓,1.0,NS,8/15,5,3
Liver,IGFBP7,NK,CR→AR,CR,AR,0.28168568,0.2515912,-10.699999809265137,↓,0.7,NS,6/9,3,3
Liver,IGFBP7,B,NL→IT,NL,IT,0.0009878769,0.0013629504,38.0,↑,0.892295,NS,6/30,6,5
Liver,IGFBP7,B,NL→IA,NL,IA,0.0009878769,0.0,-100.0,↓,0.465209,NS,5/30,6,5
Liver,IGFBP7,B,NL→AR,NL,AR,0.0009878769,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,IGFBP7,B,NL→CR,NL,CR,0.0009878769,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,IGFBP7,B,IT→IA,IT,IA,0.0013629504,0.0,-100.0,↓,0.423711,NS,5/25,5,5
Liver,IGFBP7,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Liver,IGFBP7,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,IGFBP7,PlasmaB,NL→IT,NL,IT,0.0,0.006597113,99999.0,↑,0.13638,NS,12/30,6,5
Liver,IGFBP7,PlasmaB,NL→IA,NL,IA,0.0,0.00097457913,99999.0,↑,0.36131,NS,6/30,6,5
Liver,IGFBP7,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,IGFBP7,PlasmaB,NL→CR,NL,CR,0.0,0.004846745,99999.0,↑,0.238593,NS,6/18,6,3
Liver,IGFBP7,PlasmaB,IT→IA,IT,IA,0.006597113,0.00097457913,-85.19999694824219,↓,0.440686,NS,10/25,5,5
Liver,IGFBP7,PlasmaB,IA→AR,IA,AR,0.00097457913,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Liver,IGFBP7,PlasmaB,CR→AR,CR,AR,0.004846745,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Liver,IKZF2,Myeloid,NL→IT,NL,IT,0.005207553,0.009431155,81.0999984741211,↑,0.788821,NS,14/36,6,6
Liver,IKZF2,Myeloid,NL→IA,NL,IA,0.005207553,0.0031239288,-40.0,↓,0.915796,NS,10/30,6,5
Liver,IKZF2,Myeloid,NL→AR,NL,AR,0.005207553,0.0,-100.0,↓,0.376759,NS,6/18,6,3
Liver,IKZF2,Myeloid,NL→CR,NL,CR,0.005207553,0.011291034,116.8000030517578,↑,0.4795,NS,10/18,6,3
Liver,IKZF2,Myeloid,IT→IA,IT,IA,0.009431155,0.0031239288,-66.9000015258789,↓,0.690487,NS,13/30,6,5
Liver,IKZF2,Myeloid,IA→AR,IA,AR,0.0031239288,0.0,-100.0,↓,0.329114,NS,6/15,5,3
Liver,IKZF2,Myeloid,CR→AR,CR,AR,0.011291034,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Liver,IKZF2,CD4_T,NL→IT,NL,IT,0.18527187,0.18171842,-1.899999976158142,↓,0.818182,NS,20/36,6,6
Liver,IKZF2,CD4_T,NL→IA,NL,IA,0.18527187,0.12086581,-34.79999923706055,↓,0.246753,NS,22/30,6,5
Liver,IKZF2,CD4_T,NL→AR,NL,AR,0.18527187,0.13423552,-27.5,↓,0.714286,NS,11/18,6,3
Liver,IKZF2,CD4_T,NL→CR,NL,CR,0.18527187,0.1643982,-11.300000190734863,↓,0.904762,NS,10/18,6,3
Liver,IKZF2,CD4_T,IT→IA,IT,IA,0.18171842,0.12086581,-33.5,↓,0.662338,NS,18/30,6,5
Liver,IKZF2,CD4_T,IA→AR,IA,AR,0.12086581,0.13423552,11.100000381469728,↑,0.392857,NS,11/15,5,3
Liver,IKZF2,CD4_T,CR→AR,CR,AR,0.1643982,0.13423552,-18.299999237060547,↓,1.0,NS,4/9,3,3
Liver,IKZF2,CD8_T,NL→IT,NL,IT,0.17923956,0.14417715,-19.600000381469727,↓,0.484848,NS,23/36,6,6
Liver,IKZF2,CD8_T,NL→IA,NL,IA,0.17923956,0.13197367,-26.399999618530277,↓,0.428571,NS,20/30,6,5
Liver,IKZF2,CD8_T,NL→AR,NL,AR,0.17923956,0.12705089,-29.100000381469727,↓,0.380952,NS,13/18,6,3
Liver,IKZF2,CD8_T,NL→CR,NL,CR,0.17923956,0.13572685,-24.299999237060547,↓,0.547619,NS,12/18,6,3
Liver,IKZF2,CD8_T,IT→IA,IT,IA,0.14417715,0.13197367,-8.5,↓,0.792208,NS,17/30,6,5
Liver,IKZF2,CD8_T,IA→AR,IA,AR,0.13197367,0.12705089,-3.700000047683716,↓,1.0,NS,8/15,5,3
Liver,IKZF2,CD8_T,CR→AR,CR,AR,0.13572685,0.12705089,-6.400000095367432,↓,1.0,NS,4/9,3,3
Liver,IKZF2,NK,NL→IT,NL,IT,0.10475331,0.08055238,-23.100000381469727,↓,0.588745,NS,22/36,6,6
Liver,IKZF2,NK,NL→IA,NL,IA,0.10475331,0.11002598,5.0,↑,1.0,NS,15/30,6,5
Liver,IKZF2,NK,NL→AR,NL,AR,0.10475331,0.17620522,68.19999694824219,↑,0.261905,NS,14/18,6,3
Liver,IKZF2,NK,NL→CR,NL,CR,0.10475331,0.14127494,34.900001525878906,↑,0.261905,NS,14/18,6,3
Liver,IKZF2,NK,IT→IA,IT,IA,0.08055238,0.11002598,36.59999847412109,↑,0.930736,NS,14/30,6,5
Liver,IKZF2,NK,IA→AR,IA,AR,0.11002598,0.17620522,60.09999847412109,↑,0.142857,NS,13/15,5,3
Liver,IKZF2,NK,CR→AR,CR,AR,0.14127494,0.17620522,24.700000762939453,↑,0.7,NS,6/9,3,3
Liver,IKZF2,B,NL→IT,NL,IT,0.028476885,0.025648247,-9.899999618530272,↓,0.851762,NS,12/30,6,5
Liver,IKZF2,B,NL→IA,NL,IA,0.028476885,0.033003464,15.899999618530272,↑,0.851762,NS,15/30,6,5
Liver,IKZF2,B,NL→AR,NL,AR,0.028476885,0.017713152,-37.79999923706055,↓,0.671373,NS,8/18,6,3
Liver,IKZF2,B,NL→CR,NL,CR,0.028476885,0.046973344,65.0,↑,0.511482,NS,12/18,6,3
Liver,IKZF2,B,IT→IA,IT,IA,0.025648247,0.033003464,28.700000762939453,↑,1.0,NS,12/25,5,5
Liver,IKZF2,B,IA→AR,IA,AR,0.033003464,0.017713152,-46.29999923706055,↓,0.359397,NS,10/15,5,3
Liver,IKZF2,B,CR→AR,CR,AR,0.046973344,0.017713152,-62.29999923706055,↓,0.375825,NS,7/9,3,3
Liver,IKZF2,PlasmaB,NL→IT,NL,IT,0.026244583,0.039466925,50.400001525878906,↑,0.213259,NS,20/30,6,5
Liver,IKZF2,PlasmaB,NL→IA,NL,IA,0.026244583,0.05367879,104.5,↑,0.751099,NS,11/30,6,5
Liver,IKZF2,PlasmaB,NL→AR,NL,AR,0.026244583,0.048018858,83.0,↑,1.0,NS,5/18,6,3
Liver,IKZF2,PlasmaB,NL→CR,NL,CR,0.026244583,0.050123453,91.0,↑,0.4795,NS,10/18,6,3
Liver,IKZF2,PlasmaB,IT→IA,IT,IA,0.039466925,0.05367879,36.0,↑,0.746476,NS,9/25,5,5
Liver,IKZF2,PlasmaB,IA→AR,IA,AR,0.05367879,0.048018858,-10.5,↓,1.0,NS,5/15,5,3
Liver,IKZF2,PlasmaB,CR→AR,CR,AR,0.050123453,0.048018858,-4.199999809265137,↓,1.0,NS,4/9,3,3
Liver,IL15RA,Myeloid,NL→IT,NL,IT,0.04771091,0.039537247,-17.100000381469727,↓,0.748349,NS,20/36,6,6
Liver,IL15RA,Myeloid,NL→IA,NL,IA,0.04771091,0.045224033,-5.199999809265137,↓,1.0,NS,15/30,6,5
Liver,IL15RA,Myeloid,NL→AR,NL,AR,0.04771091,0.026176766,-45.09999847412109,↓,0.436661,NS,12/18,6,3
Liver,IL15RA,Myeloid,NL→CR,NL,CR,0.04771091,0.03796618,-20.399999618530277,↓,1.0,NS,9/18,6,3
Liver,IL15RA,Myeloid,IT→IA,IT,IA,0.039537247,0.045224033,14.399999618530272,↑,0.464192,NS,19/30,6,5
Liver,IL15RA,Myeloid,IA→AR,IA,AR,0.045224033,0.026176766,-42.09999847412109,↓,0.652783,NS,9/15,5,3
Liver,IL15RA,Myeloid,CR→AR,CR,AR,0.03796618,0.026176766,-31.100000381469727,↓,0.7,NS,6/9,3,3
Liver,IL15RA,CD4_T,NL→IT,NL,IT,0.059744123,0.04837207,-19.0,↓,0.699134,NS,21/36,6,6
Liver,IL15RA,CD4_T,NL→IA,NL,IA,0.059744123,0.03316166,-44.5,↓,0.125541,NS,24/30,6,5
Liver,IL15RA,CD4_T,NL→AR,NL,AR,0.059744123,0.058447916,-2.200000047683716,↓,1.0,NS,9/18,6,3
Liver,IL15RA,CD4_T,NL→CR,NL,CR,0.059744123,0.07146608,19.600000381469727,↑,0.714286,NS,11/18,6,3
Liver,IL15RA,CD4_T,IT→IA,IT,IA,0.04837207,0.03316166,-31.399999618530277,↓,0.246753,NS,22/30,6,5
Liver,IL15RA,CD4_T,IA→AR,IA,AR,0.03316166,0.058447916,76.30000305175781,↑,0.25,NS,12/15,5,3
Liver,IL15RA,CD4_T,CR→AR,CR,AR,0.07146608,0.058447916,-18.200000762939453,↓,0.7,NS,6/9,3,3
Liver,IL15RA,CD8_T,NL→IT,NL,IT,0.061838537,0.049561456,-19.899999618530277,↓,0.393939,NS,24/36,6,6
Liver,IL15RA,CD8_T,NL→IA,NL,IA,0.061838537,0.038497105,-37.70000076293945,↓,0.082251,†,25/30,6,5
Liver,IL15RA,CD8_T,NL→AR,NL,AR,0.061838537,0.065158054,5.400000095367432,↑,0.714286,NS,11/18,6,3
Liver,IL15RA,CD8_T,NL→CR,NL,CR,0.061838537,0.06811879,10.199999809265137,↑,0.904762,NS,10/18,6,3
Liver,IL15RA,CD8_T,IT→IA,IT,IA,0.049561456,0.038497105,-22.299999237060547,↓,0.329004,NS,21/30,6,5
Liver,IL15RA,CD8_T,IA→AR,IA,AR,0.038497105,0.065158054,69.30000305175781,↑,0.142857,NS,13/15,5,3
Liver,IL15RA,CD8_T,CR→AR,CR,AR,0.06811879,0.065158054,-4.300000190734863,↓,0.7,NS,6/9,3,3
Liver,IL15RA,NK,NL→IT,NL,IT,0.058542896,0.047486443,-18.899999618530277,↓,0.588745,NS,22/36,6,6
Liver,IL15RA,NK,NL→IA,NL,IA,0.058542896,0.046678502,-20.299999237060547,↓,0.428571,NS,20/30,6,5
Liver,IL15RA,NK,NL→AR,NL,AR,0.058542896,0.057632167,-1.600000023841858,↓,0.904762,NS,10/18,6,3
Liver,IL15RA,NK,NL→CR,NL,CR,0.058542896,0.075024895,28.200000762939453,↑,0.261905,NS,14/18,6,3
Liver,IL15RA,NK,IT→IA,IT,IA,0.047486443,0.046678502,-1.7000000476837158,↓,0.930736,NS,14/30,6,5
Liver,IL15RA,NK,IA→AR,IA,AR,0.046678502,0.057632167,23.5,↑,1.0,NS,8/15,5,3
Liver,IL15RA,NK,CR→AR,CR,AR,0.075024895,0.057632167,-23.200000762939453,↓,0.7,NS,6/9,3,3
Liver,IL15RA,B,NL→IT,NL,IT,0.029308653,0.021426061,-26.899999618530277,↓,0.926596,NS,15/30,6,5
Liver,IL15RA,B,NL→IA,NL,IA,0.029308653,0.013994801,-52.29999923706055,↓,0.400394,NS,18/30,6,5
Liver,IL15RA,B,NL→AR,NL,AR,0.029308653,0.05437052,85.5,↑,0.243305,NS,14/18,6,3
Liver,IL15RA,B,NL→CR,NL,CR,0.029308653,0.028038979,-4.300000190734863,↓,1.0,NS,9/18,6,3
Liver,IL15RA,B,IT→IA,IT,IA,0.021426061,0.013994801,-34.70000076293945,↓,0.672336,NS,14/25,5,5
Liver,IL15RA,B,IA→AR,IA,AR,0.013994801,0.05437052,288.5,↑,0.133701,NS,13/15,5,3
Liver,IL15RA,B,CR→AR,CR,AR,0.028038979,0.05437052,93.9000015258789,↑,0.2,NS,8/9,3,3
Liver,IL15RA,PlasmaB,NL→IT,NL,IT,0.0568455,0.035895392,-36.900001525878906,↓,0.360216,NS,20/30,6,5
Liver,IL15RA,PlasmaB,NL→IA,NL,IA,0.0568455,0.015011375,-73.5999984741211,↓,0.053027,†,25/30,6,5
Liver,IL15RA,PlasmaB,NL→AR,NL,AR,0.0568455,0.042575657,-25.100000381469727,↓,0.795418,NS,10/18,6,3
Liver,IL15RA,PlasmaB,NL→CR,NL,CR,0.0568455,0.03294587,-42.0,↓,0.380952,NS,13/18,6,3
Liver,IL15RA,PlasmaB,IT→IA,IT,IA,0.035895392,0.015011375,-58.20000076293945,↓,0.204501,NS,18/25,5,5
Liver,IL15RA,PlasmaB,IA→AR,IA,AR,0.015011375,0.042575657,183.6000061035156,↑,0.359397,NS,10/15,5,3
Liver,IL15RA,PlasmaB,CR→AR,CR,AR,0.03294587,0.042575657,29.200000762939453,↑,1.0,NS,5/9,3,3
Liver,IL2RA,Myeloid,NL→IT,NL,IT,0.0,0.0036220166,99999.0,↑,0.07401,†,18/36,6,6
Liver,IL2RA,Myeloid,NL→IA,NL,IA,0.0,0.018752232,99999.0,↑,0.36131,NS,6/30,6,5
Liver,IL2RA,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,IL2RA,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,IL2RA,Myeloid,IT→IA,IT,IA,0.0036220166,0.018752232,417.7000122070313,↑,0.597048,NS,6/30,6,5
Liver,IL2RA,Myeloid,IA→AR,IA,AR,0.018752232,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Liver,IL2RA,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,IL2RA,CD4_T,NL→IT,NL,IT,0.0981796,0.09092311,-7.400000095367432,↓,0.699134,NS,21/36,6,6
Liver,IL2RA,CD4_T,NL→IA,NL,IA,0.0981796,0.0692219,-29.5,↓,0.329004,NS,21/30,6,5
Liver,IL2RA,CD4_T,NL→AR,NL,AR,0.0981796,0.07701418,-21.600000381469727,↓,0.380952,NS,13/18,6,3
Liver,IL2RA,CD4_T,NL→CR,NL,CR,0.0981796,0.081986636,-16.5,↓,1.0,NS,9/18,6,3
Liver,IL2RA,CD4_T,IT→IA,IT,IA,0.09092311,0.0692219,-23.899999618530277,↓,0.428571,NS,20/30,6,5
Liver,IL2RA,CD4_T,IA→AR,IA,AR,0.0692219,0.07701418,11.300000190734863,↑,0.785714,NS,6/15,5,3
Liver,IL2RA,CD4_T,CR→AR,CR,AR,0.081986636,0.07701418,-6.099999904632568,↓,1.0,NS,5/9,3,3
Liver,IL2RA,CD8_T,NL→IT,NL,IT,0.032297645,0.066398166,105.5999984741211,↑,0.24026,NS,26/36,6,6
Liver,IL2RA,CD8_T,NL→IA,NL,IA,0.032297645,0.021185491,-34.400001525878906,↓,0.536797,NS,19/30,6,5
Liver,IL2RA,CD8_T,NL→AR,NL,AR,0.032297645,0.015728684,-51.29999923706055,↓,0.380952,NS,13/18,6,3
Liver,IL2RA,CD8_T,NL→CR,NL,CR,0.032297645,0.03249414,0.6000000238418579,↑,0.904762,NS,8/18,6,3
Liver,IL2RA,CD8_T,IT→IA,IT,IA,0.066398166,0.021185491,-68.0999984741211,↓,0.051948,†,26/30,6,5
Liver,IL2RA,CD8_T,IA→AR,IA,AR,0.021185491,0.015728684,-25.799999237060547,↓,0.571429,NS,10/15,5,3
Liver,IL2RA,CD8_T,CR→AR,CR,AR,0.03249414,0.015728684,-51.59999847412109,↓,0.4,NS,7/9,3,3
Liver,IL2RA,NK,NL→IT,NL,IT,0.031232834,0.049893904,59.70000076293945,↑,0.309524,NS,25/36,6,6
Liver,IL2RA,NK,NL→IA,NL,IA,0.031232834,0.035729762,14.399999618530272,↑,0.930736,NS,16/30,6,5
Liver,IL2RA,NK,NL→AR,NL,AR,0.031232834,0.035706382,14.300000190734863,↑,1.0,NS,9/18,6,3
Liver,IL2RA,NK,NL→CR,NL,CR,0.031232834,0.08355012,167.5,↑,0.547619,NS,12/18,6,3
Liver,IL2RA,NK,IT→IA,IT,IA,0.049893904,0.035729762,-28.399999618530277,↓,0.464192,NS,19/30,6,5
Liver,IL2RA,NK,IA→AR,IA,AR,0.035729762,0.035706382,-0.1000000014901161,↓,1.0,NS,7/15,5,3
Liver,IL2RA,NK,CR→AR,CR,AR,0.08355012,0.035706382,-57.29999923706055,↓,0.7,NS,6/9,3,3
Liver,IL2RA,B,NL→IT,NL,IT,0.028511435,0.18052034,533.2000122070312,↑,0.007969,**,30/30,6,5
Liver,IL2RA,B,NL→IA,NL,IA,0.028511435,0.0692385,142.8000030517578,↑,0.082139,†,25/30,6,5
Liver,IL2RA,B,NL→AR,NL,AR,0.028511435,0.0984107,245.1999969482422,↑,0.243305,NS,14/18,6,3
Liver,IL2RA,B,NL→CR,NL,CR,0.028511435,0.081253245,185.0,↑,0.516853,NS,12/18,6,3
Liver,IL2RA,B,IT→IA,IT,IA,0.18052034,0.0692385,-61.59999847412109,↓,0.015873,*,24/25,5,5
Liver,IL2RA,B,IA→AR,IA,AR,0.0692385,0.0984107,42.09999847412109,↑,0.571429,NS,10/15,5,3
Liver,IL2RA,B,CR→AR,CR,AR,0.081253245,0.0984107,21.100000381469727,↑,0.7,NS,6/9,3,3
Liver,IL2RA,PlasmaB,NL→IT,NL,IT,0.0,0.022750717,99999.0,↑,0.015024,*,24/30,6,5
