tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,CCND1,CD8_T,IA→AR,IA,AR,0.012637369,0.002839524,-77.5,↓,0.228571,NS,10/12,4,3
Blood,CCND1,CD8_T,CR→AR,CR,AR,0.004156115,0.002839524,-31.700000762939453,↓,0.4,NS,7/9,3,3
Blood,CCND1,NK,NL→IT,NL,IT,0.0043377867,0.002412454,-44.400001525878906,↓,0.397615,NS,7/25,5,5
Blood,CCND1,NK,NL→IA,NL,IA,0.0043377867,0.01818408,319.20001220703125,↑,0.109855,NS,17/20,5,4
Blood,CCND1,NK,NL→AR,NL,AR,0.0043377867,0.0023417233,-46.0,↓,0.230243,NS,3/15,5,3
Blood,CCND1,NK,NL→CR,NL,CR,0.0043377867,0.0035762787,-17.600000381469727,↓,0.230243,NS,3/15,5,3
Blood,CCND1,NK,IT→IA,IT,IA,0.002412454,0.01818408,653.7999877929688,↑,0.111111,NS,17/20,5,4
Blood,CCND1,NK,IA→AR,IA,AR,0.01818408,0.0023417233,-87.0999984741211,↓,0.057143,†,12/12,4,3
Blood,CCND1,NK,CR→AR,CR,AR,0.0035762787,0.0023417233,-34.5,↓,0.1,NS,9/9,3,3
Blood,CCND1,B,NL→IT,NL,IT,0.00332556,0.018858304,467.1000061035156,↑,0.011159,*,25/25,5,5
Blood,CCND1,B,NL→IA,NL,IA,0.00332556,0.03647747,996.9000244140624,↑,0.017943,*,20/20,5,4
Blood,CCND1,B,NL→AR,NL,AR,0.00332556,0.021242285,538.7999877929688,↑,0.032473,*,15/15,5,3
Blood,CCND1,B,NL→CR,NL,CR,0.00332556,0.0124673,274.8999938964844,↑,0.032473,*,15/15,5,3
Blood,CCND1,B,IT→IA,IT,IA,0.018858304,0.03647747,93.4000015258789,↑,0.412698,NS,14/20,5,4
Blood,CCND1,B,IA→AR,IA,AR,0.03647747,0.021242285,-41.79999923706055,↓,0.4,NS,9/12,4,3
Blood,CCND1,B,CR→AR,CR,AR,0.0124673,0.021242285,70.4000015258789,↑,0.4,NS,7/9,3,3
Blood,CCND1,PlasmaB,NL→IT,NL,IT,0.0,0.004063409,99999.0,↑,0.423711,NS,5/25,5,5
Blood,CCND1,PlasmaB,NL→IA,NL,IA,0.0,0.007722984,99999.0,↑,0.13121,NS,10/20,5,4
Blood,CCND1,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,CCND1,PlasmaB,NL→CR,NL,CR,0.0,0.0062479726,99999.0,↑,0.3017,NS,5/15,5,3
Blood,CCND1,PlasmaB,IT→IA,IT,IA,0.004063409,0.007722984,90.0999984741211,↑,0.662427,NS,8/20,5,4
Blood,CCND1,PlasmaB,IA→AR,IA,AR,0.007722984,0.0,-100.0,↓,0.270289,NS,6/12,4,3
Blood,CCND1,PlasmaB,CR→AR,CR,AR,0.0062479726,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Blood,CCR7,Myeloid,NL→IT,NL,IT,0.00071091,0.0065600947,822.7999877929688,↑,0.052412,†,22/25,5,5
Blood,CCR7,Myeloid,NL→IA,NL,IA,0.00071091,0.0664269,9243.900390625,↑,0.029657,*,19/20,5,4
Blood,CCR7,Myeloid,NL→AR,NL,AR,0.00071091,0.0051946673,630.7000122070312,↑,0.305507,NS,9/15,5,3
Blood,CCR7,Myeloid,NL→CR,NL,CR,0.00071091,0.021656623,2946.300048828125,↑,0.026179,*,15/15,5,3
Blood,CCR7,Myeloid,IT→IA,IT,IA,0.0065600947,0.0664269,912.5999755859376,↑,0.412698,NS,14/20,5,4
Blood,CCR7,Myeloid,IA→AR,IA,AR,0.0664269,0.0051946673,-92.1999969482422,↓,0.4,NS,9/12,4,3
Blood,CCR7,Myeloid,CR→AR,CR,AR,0.021656623,0.0051946673,-76.0,↓,0.2,NS,8/9,3,3
Blood,CCR7,CD4_T,NL→IT,NL,IT,0.84562856,1.1051614,30.700000762939453,↑,0.420635,NS,17/25,5,5
Blood,CCR7,CD4_T,NL→IA,NL,IA,0.84562856,1.2722387,50.400001525878906,↑,0.190476,NS,16/20,5,4
Blood,CCR7,CD4_T,NL→AR,NL,AR,0.84562856,1.2999262,53.70000076293945,↑,0.25,NS,12/15,5,3
Blood,CCR7,CD4_T,NL→CR,NL,CR,0.84562856,0.98337466,16.299999237060547,↑,0.392857,NS,11/15,5,3
Blood,CCR7,CD4_T,IT→IA,IT,IA,1.1051614,1.2722387,15.100000381469728,↑,0.730159,NS,12/20,5,4
Blood,CCR7,CD4_T,IA→AR,IA,AR,1.2722387,1.2999262,2.200000047683716,↑,1.0,NS,6/12,4,3
Blood,CCR7,CD4_T,CR→AR,CR,AR,0.98337466,1.2999262,32.20000076293945,↑,0.4,NS,7/9,3,3
Blood,CCR7,CD8_T,NL→IT,NL,IT,0.6129039,1.0247904,67.19999694824219,↑,0.309524,NS,18/25,5,5
Blood,CCR7,CD8_T,NL→IA,NL,IA,0.6129039,0.89291453,45.70000076293945,↑,0.412698,NS,14/20,5,4
Blood,CCR7,CD8_T,NL→AR,NL,AR,0.6129039,0.84005815,37.09999847412109,↑,0.392857,NS,11/15,5,3
Blood,CCR7,CD8_T,NL→CR,NL,CR,0.6129039,0.8606327,40.400001525878906,↑,0.25,NS,12/15,5,3
Blood,CCR7,CD8_T,IT→IA,IT,IA,1.0247904,0.89291453,-12.899999618530272,↓,0.730159,NS,12/20,5,4
Blood,CCR7,CD8_T,IA→AR,IA,AR,0.89291453,0.84005815,-5.900000095367432,↓,0.857143,NS,5/12,4,3
Blood,CCR7,CD8_T,CR→AR,CR,AR,0.8606327,0.84005815,-2.400000095367432,↓,1.0,NS,4/9,3,3
Blood,CCR7,NK,NL→IT,NL,IT,0.024597997,0.037588947,52.79999923706055,↑,0.547619,NS,16/25,5,5
Blood,CCR7,NK,NL→IA,NL,IA,0.024597997,0.08758473,256.1000061035156,↑,0.015873,*,20/20,5,4
Blood,CCR7,NK,NL→AR,NL,AR,0.024597997,0.05140235,109.0,↑,0.142857,NS,13/15,5,3
Blood,CCR7,NK,NL→CR,NL,CR,0.024597997,0.059381742,141.39999389648438,↑,0.035714,*,15/15,5,3
Blood,CCR7,NK,IT→IA,IT,IA,0.037588947,0.08758473,133.0,↑,0.111111,NS,17/20,5,4
Blood,CCR7,NK,IA→AR,IA,AR,0.08758473,0.05140235,-41.29999923706055,↓,0.228571,NS,10/12,4,3
Blood,CCR7,NK,CR→AR,CR,AR,0.059381742,0.05140235,-13.399999618530272,↓,1.0,NS,4/9,3,3
Blood,CCR7,B,NL→IT,NL,IT,0.41391492,0.6417361,55.0,↑,0.222222,NS,19/25,5,5
Blood,CCR7,B,NL→IA,NL,IA,0.41391492,0.9023439,118.0,↑,0.111111,NS,17/20,5,4
Blood,CCR7,B,NL→AR,NL,AR,0.41391492,0.5916495,42.900001525878906,↑,0.392857,NS,11/15,5,3
Blood,CCR7,B,NL→CR,NL,CR,0.41391492,0.5998254,44.900001525878906,↑,0.571429,NS,10/15,5,3
Blood,CCR7,B,IT→IA,IT,IA,0.6417361,0.9023439,40.59999847412109,↑,0.063492,†,18/20,5,4
Blood,CCR7,B,IA→AR,IA,AR,0.9023439,0.5916495,-34.400001525878906,↓,0.057143,†,12/12,4,3
Blood,CCR7,B,CR→AR,CR,AR,0.5998254,0.5916495,-1.399999976158142,↓,1.0,NS,5/9,3,3
Blood,CCR7,PlasmaB,NL→IT,NL,IT,0.06872828,0.09784965,42.400001525878906,↑,0.397615,NS,17/25,5,5
Blood,CCR7,PlasmaB,NL→IA,NL,IA,0.06872828,0.049280427,-28.299999237060547,↓,1.0,NS,8/20,5,4
Blood,CCR7,PlasmaB,NL→AR,NL,AR,0.06872828,0.05795531,-15.699999809265137,↓,1.0,NS,6/15,5,3
Blood,CCR7,PlasmaB,NL→CR,NL,CR,0.06872828,0.17546476,155.3000030517578,↑,0.2217,NS,12/15,5,3
Blood,CCR7,PlasmaB,IT→IA,IT,IA,0.09784965,0.049280427,-49.59999847412109,↓,0.285714,NS,15/20,5,4
Blood,CCR7,PlasmaB,IA→AR,IA,AR,0.049280427,0.05795531,17.600000381469727,↑,1.0,NS,6/12,4,3
Blood,CCR7,PlasmaB,CR→AR,CR,AR,0.17546476,0.05795531,-67.0,↓,0.1,NS,9/9,3,3
Blood,CD160,Myeloid,NL→IT,NL,IT,0.0016207667,0.00057581684,-64.5,↓,0.724082,NS,10/25,5,5
Blood,CD160,Myeloid,NL→IA,NL,IA,0.0016207667,0.0013246528,-18.299999237060547,↓,1.0,NS,7/20,5,4
Blood,CD160,Myeloid,NL→AR,NL,AR,0.0016207667,0.00082878367,-48.900001525878906,↓,1.0,NS,6/15,5,3
Blood,CD160,Myeloid,NL→CR,NL,CR,0.0016207667,0.00045583397,-71.9000015258789,↓,1.0,NS,6/15,5,3
Blood,CD160,Myeloid,IT→IA,IT,IA,0.00057581684,0.0013246528,130.0,↑,0.687322,NS,9/20,5,4
Blood,CD160,Myeloid,IA→AR,IA,AR,0.0013246528,0.00082878367,-37.400001525878906,↓,0.854445,NS,6/12,4,3
Blood,CD160,Myeloid,CR→AR,CR,AR,0.00045583397,0.00082878367,81.80000305175781,↑,0.506555,NS,6/9,3,3
Blood,CD160,CD4_T,NL→IT,NL,IT,0.016914245,0.011597505,-31.399999618530277,↓,1.0,NS,11/25,5,5
Blood,CD160,CD4_T,NL→IA,NL,IA,0.016914245,0.055038355,225.3999938964844,↑,0.389284,NS,14/20,5,4
Blood,CD160,CD4_T,NL→AR,NL,AR,0.016914245,0.014371295,-15.0,↓,1.0,NS,7/15,5,3
Blood,CD160,CD4_T,NL→CR,NL,CR,0.016914245,0.014770324,-12.699999809265137,↓,0.764228,NS,6/15,5,3
Blood,CD160,CD4_T,IT→IA,IT,IA,0.011597505,0.055038355,374.6000061035156,↑,0.190476,NS,16/20,5,4
Blood,CD160,CD4_T,IA→AR,IA,AR,0.055038355,0.014371295,-73.9000015258789,↓,0.628571,NS,8/12,4,3
Blood,CD160,CD4_T,CR→AR,CR,AR,0.014770324,0.014371295,-2.700000047683716,↓,1.0,NS,4/9,3,3
Blood,CD160,CD8_T,NL→IT,NL,IT,0.092745766,0.06528007,-29.600000381469727,↓,1.0,NS,12/25,5,5
Blood,CD160,CD8_T,NL→IA,NL,IA,0.092745766,0.10292969,11.0,↑,0.555556,NS,13/20,5,4
Blood,CD160,CD8_T,NL→AR,NL,AR,0.092745766,0.14051564,51.5,↑,0.392857,NS,11/15,5,3
Blood,CD160,CD8_T,NL→CR,NL,CR,0.092745766,0.04743172,-48.900001525878906,↓,0.785714,NS,9/15,5,3
Blood,CD160,CD8_T,IT→IA,IT,IA,0.06528007,0.10292969,57.70000076293945,↑,0.412698,NS,14/20,5,4
Blood,CD160,CD8_T,IA→AR,IA,AR,0.10292969,0.14051564,36.5,↑,1.0,NS,6/12,4,3
Blood,CD160,CD8_T,CR→AR,CR,AR,0.04743172,0.14051564,196.1999969482422,↑,0.4,NS,7/9,3,3
Blood,CD160,NK,NL→IT,NL,IT,0.23082542,0.33891863,46.79999923706055,↑,0.309524,NS,18/25,5,5
Blood,CD160,NK,NL→IA,NL,IA,0.23082542,0.5080131,120.0999984741211,↑,0.031746,*,19/20,5,4
Blood,CD160,NK,NL→AR,NL,AR,0.23082542,0.3653746,58.29999923706055,↑,0.142857,NS,13/15,5,3
Blood,CD160,NK,NL→CR,NL,CR,0.23082542,0.33845568,46.59999847412109,↑,0.785714,NS,9/15,5,3
Blood,CD160,NK,IT→IA,IT,IA,0.33891863,0.5080131,49.900001525878906,↑,0.190476,NS,16/20,5,4
Blood,CD160,NK,IA→AR,IA,AR,0.5080131,0.3653746,-28.100000381469727,↓,0.4,NS,9/12,4,3
Blood,CD160,NK,CR→AR,CR,AR,0.33845568,0.3653746,8.0,↑,0.7,NS,6/9,3,3
Blood,CD160,B,NL→IT,NL,IT,0.0,0.0006166232,99999.0,↑,0.423711,NS,5/25,5,5
Blood,CD160,B,NL→IA,NL,IA,0.0,0.0014739804,99999.0,↑,0.13121,NS,10/20,5,4
Blood,CD160,B,NL→AR,NL,AR,0.0,0.001500856,99999.0,↑,0.3017,NS,5/15,5,3
Blood,CD160,B,NL→CR,NL,CR,0.0,0.0005991224,99999.0,↑,0.078983,†,10/15,5,3
Blood,CD160,B,IT→IA,IT,IA,0.0006166232,0.0014739804,139.0,↑,0.466854,NS,9/20,5,4
Blood,CD160,B,IA→AR,IA,AR,0.0014739804,0.001500856,1.7999999523162842,↑,1.0,NS,4/12,4,3
Blood,CD160,B,CR→AR,CR,AR,0.0005991224,0.001500856,150.5,↑,1.0,NS,3/9,3,3
Blood,CD160,PlasmaB,NL→IT,NL,IT,0.0,0.003408986,99999.0,↑,0.423711,NS,5/25,5,5
Blood,CD160,PlasmaB,NL→IA,NL,IA,0.0,0.0049938066,99999.0,↑,0.371093,NS,5/20,5,4
Blood,CD160,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,CD160,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,CD160,PlasmaB,IT→IA,IT,IA,0.003408986,0.0049938066,46.5,↑,0.866815,NS,5/20,5,4
Blood,CD160,PlasmaB,IA→AR,IA,AR,0.0049938066,0.0,-100.0,↓,0.563703,NS,3/12,4,3
Blood,CD160,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Blood,CD27,Myeloid,NL→IT,NL,IT,0.0003409765,0.0039241537,1050.9000244140625,↑,0.239317,NS,14/25,5,5
Blood,CD27,Myeloid,NL→IA,NL,IA,0.0003409765,0.007937904,2228.0,↑,0.029657,*,19/20,5,4
Blood,CD27,Myeloid,NL→AR,NL,AR,0.0003409765,0.009394382,2655.10009765625,↑,0.171857,NS,10/15,5,3
Blood,CD27,Myeloid,NL→CR,NL,CR,0.0003409765,0.01124956,3199.199951171875,↑,0.026179,*,15/15,5,3
Blood,CD27,Myeloid,IT→IA,IT,IA,0.0039241537,0.007937904,102.3000030517578,↑,0.389284,NS,14/20,5,4
Blood,CD27,Myeloid,IA→AR,IA,AR,0.007937904,0.009394382,18.299999237060547,↑,0.857143,NS,5/12,4,3
Blood,CD27,Myeloid,CR→AR,CR,AR,0.01124956,0.009394382,-16.5,↓,0.7,NS,6/9,3,3
Blood,CD27,CD4_T,NL→IT,NL,IT,0.7821539,1.0579695,35.29999923706055,↑,0.095238,†,21/25,5,5
Blood,CD27,CD4_T,NL→IA,NL,IA,0.7821539,1.0091405,29.0,↑,0.412698,NS,14/20,5,4
Blood,CD27,CD4_T,NL→AR,NL,AR,0.7821539,1.2130846,55.09999847412109,↑,0.035714,*,15/15,5,3
Blood,CD27,CD4_T,NL→CR,NL,CR,0.7821539,0.7434049,-5.0,↓,1.0,NS,8/15,5,3
Blood,CD27,CD4_T,IT→IA,IT,IA,1.0579695,1.0091405,-4.599999904632568,↓,0.730159,NS,8/20,5,4
Blood,CD27,CD4_T,IA→AR,IA,AR,1.0091405,1.2130846,20.200000762939453,↑,0.628571,NS,8/12,4,3
Blood,CD27,CD4_T,CR→AR,CR,AR,0.7434049,1.2130846,63.20000076293945,↑,0.1,NS,9/9,3,3
Blood,CD27,CD8_T,NL→IT,NL,IT,0.70756865,0.97697604,38.09999847412109,↑,0.309524,NS,18/25,5,5
Blood,CD27,CD8_T,NL→IA,NL,IA,0.70756865,0.95141244,34.5,↑,0.285714,NS,15/20,5,4
Blood,CD27,CD8_T,NL→AR,NL,AR,0.70756865,0.974154,37.70000076293945,↑,0.392857,NS,11/15,5,3
Blood,CD27,CD8_T,NL→CR,NL,CR,0.70756865,0.7729396,9.199999809265137,↑,0.785714,NS,9/15,5,3
Blood,CD27,CD8_T,IT→IA,IT,IA,0.97697604,0.95141244,-2.5999999046325684,↓,0.730159,NS,12/20,5,4
Blood,CD27,CD8_T,IA→AR,IA,AR,0.95141244,0.974154,2.400000095367432,↑,0.857143,NS,7/12,4,3
Blood,CD27,CD8_T,CR→AR,CR,AR,0.7729396,0.974154,26.0,↑,0.7,NS,6/9,3,3
Blood,CD27,NK,NL→IT,NL,IT,0.06023583,0.09963007,65.4000015258789,↑,0.222222,NS,19/25,5,5
Blood,CD27,NK,NL→IA,NL,IA,0.06023583,0.16449063,173.10000610351562,↑,0.111111,NS,17/20,5,4
Blood,CD27,NK,NL→AR,NL,AR,0.06023583,0.14100705,134.10000610351562,↑,0.25,NS,12/15,5,3
Blood,CD27,NK,NL→CR,NL,CR,0.06023583,0.12541525,108.1999969482422,↑,0.25,NS,12/15,5,3
Blood,CD27,NK,IT→IA,IT,IA,0.09963007,0.16449063,65.0999984741211,↑,0.111111,NS,17/20,5,4
Blood,CD27,NK,IA→AR,IA,AR,0.16449063,0.14100705,-14.300000190734863,↓,1.0,NS,6/12,4,3
Blood,CD27,NK,CR→AR,CR,AR,0.12541525,0.14100705,12.399999618530272,↑,1.0,NS,5/9,3,3
Blood,CD27,B,NL→IT,NL,IT,0.39379412,0.4452235,13.100000381469728,↑,0.547619,NS,16/25,5,5
Blood,CD27,B,NL→IA,NL,IA,0.39379412,0.38291723,-2.799999952316284,↓,0.904762,NS,9/20,5,4
Blood,CD27,B,NL→AR,NL,AR,0.39379412,0.5678458,44.20000076293945,↑,0.785714,NS,9/15,5,3
Blood,CD27,B,NL→CR,NL,CR,0.39379412,0.22093238,-43.900001525878906,↓,0.25,NS,12/15,5,3
Blood,CD27,B,IT→IA,IT,IA,0.4452235,0.38291723,-14.0,↓,0.190476,NS,16/20,5,4
Blood,CD27,B,IA→AR,IA,AR,0.38291723,0.5678458,48.29999923706055,↑,0.228571,NS,10/12,4,3
Blood,CD27,B,CR→AR,CR,AR,0.22093238,0.5678458,157.0,↑,0.1,NS,9/9,3,3
Blood,CD27,PlasmaB,NL→IT,NL,IT,1.101549,0.7743358,-29.700000762939453,↓,0.309524,NS,18/25,5,5
Blood,CD27,PlasmaB,NL→IA,NL,IA,1.101549,0.6838728,-37.900001525878906,↓,0.111111,NS,17/20,5,4
Blood,CD27,PlasmaB,NL→AR,NL,AR,1.101549,1.1521183,4.599999904632568,↑,0.785714,NS,6/15,5,3
Blood,CD27,PlasmaB,NL→CR,NL,CR,1.101549,0.69307846,-37.09999847412109,↓,0.25,NS,12/15,5,3
Blood,CD27,PlasmaB,IT→IA,IT,IA,0.7743358,0.6838728,-11.699999809265137,↓,0.730159,NS,12/20,5,4
Blood,CD27,PlasmaB,IA→AR,IA,AR,0.6838728,1.1521183,68.5,↑,0.057143,†,12/12,4,3
Blood,CD27,PlasmaB,CR→AR,CR,AR,0.69307846,1.1521183,66.19999694824219,↑,0.1,NS,9/9,3,3
Blood,CD274,Myeloid,NL→IT,NL,IT,0.0020314024,0.004679681,130.39999389648438,↑,0.131379,NS,20/25,5,5
Blood,CD274,Myeloid,NL→IA,NL,IA,0.0020314024,0.0056580715,178.5,↑,0.096319,†,17/20,5,4
Blood,CD274,Myeloid,NL→AR,NL,AR,0.0020314024,0.0025295292,24.5,↑,0.494525,NS,8/15,5,3
Blood,CD274,Myeloid,NL→CR,NL,CR,0.0020314024,0.0021557584,6.099999904632568,↑,0.203872,NS,12/15,5,3
Blood,CD274,Myeloid,IT→IA,IT,IA,0.004679681,0.0056580715,20.899999618530277,↑,0.904762,NS,11/20,5,4
Blood,CD274,Myeloid,IA→AR,IA,AR,0.0056580715,0.0025295292,-55.29999923706055,↓,0.4,NS,9/12,4,3
Blood,CD274,Myeloid,CR→AR,CR,AR,0.0021557584,0.0025295292,17.299999237060547,↑,0.7,NS,6/9,3,3
Blood,CD274,CD4_T,NL→IT,NL,IT,0.013626265,0.015708346,15.300000190734863,↑,1.0,NS,13/25,5,5
Blood,CD274,CD4_T,NL→IA,NL,IA,0.013626265,0.013105575,-3.799999952316284,↓,0.555556,NS,13/20,5,4
Blood,CD274,CD4_T,NL→AR,NL,AR,0.013626265,0.011143621,-18.200000762939453,↓,0.571429,NS,10/15,5,3
Blood,CD274,CD4_T,NL→CR,NL,CR,0.013626265,0.012462405,-8.5,↓,0.571429,NS,10/15,5,3
Blood,CD274,CD4_T,IT→IA,IT,IA,0.015708346,0.013105575,-16.600000381469727,↓,0.730159,NS,12/20,5,4
Blood,CD274,CD4_T,IA→AR,IA,AR,0.013105575,0.011143621,-15.0,↓,0.857143,NS,7/12,4,3
Blood,CD274,CD4_T,CR→AR,CR,AR,0.012462405,0.011143621,-10.600000381469728,↓,1.0,NS,5/9,3,3
Blood,CD274,CD8_T,NL→IT,NL,IT,0.0023446784,0.008666026,269.6000061035156,↑,0.034454,*,23/25,5,5
Blood,CD274,CD8_T,NL→IA,NL,IA,0.0023446784,0.012578717,436.5,↑,0.061689,†,18/20,5,4
Blood,CD274,CD8_T,NL→AR,NL,AR,0.0023446784,0.0070642983,201.3000030517578,↑,0.12663,NS,13/15,5,3
Blood,CD274,CD8_T,NL→CR,NL,CR,0.0023446784,0.008740651,272.79998779296875,↑,0.12663,NS,13/15,5,3
Blood,CD274,CD8_T,IT→IA,IT,IA,0.008666026,0.012578717,45.09999847412109,↑,0.555556,NS,13/20,5,4
Blood,CD274,CD8_T,IA→AR,IA,AR,0.012578717,0.0070642983,-43.79999923706055,↓,0.628571,NS,8/12,4,3
Blood,CD274,CD8_T,CR→AR,CR,AR,0.008740651,0.0070642983,-19.200000762939453,↓,1.0,NS,5/9,3,3
Blood,CD274,NK,NL→IT,NL,IT,0.008965011,0.007865176,-12.300000190734863,↓,0.834035,NS,11/25,5,5
Blood,CD274,NK,NL→IA,NL,IA,0.008965011,0.009874726,10.100000381469728,↑,1.0,NS,10/20,5,4
Blood,CD274,NK,NL→AR,NL,AR,0.008965011,0.009410529,5.0,↑,0.764228,NS,6/15,5,3
Blood,CD274,NK,NL→CR,NL,CR,0.008965011,0.014906962,66.30000305175781,↑,0.548595,NS,10/15,5,3
Blood,CD274,NK,IT→IA,IT,IA,0.007865176,0.009874726,25.5,↑,0.555556,NS,13/20,5,4
Blood,CD274,NK,IA→AR,IA,AR,0.009874726,0.009410529,-4.699999809265137,↓,1.0,NS,6/12,4,3
Blood,CD274,NK,CR→AR,CR,AR,0.014906962,0.009410529,-36.900001525878906,↓,0.1,NS,9/9,3,3
Blood,CD274,B,NL→IT,NL,IT,0.0008037899,0.004326879,438.2999877929688,↑,0.031141,*,23/25,5,5
Blood,CD274,B,NL→IA,NL,IA,0.0008037899,0.0025825142,221.3000030517578,↑,0.466854,NS,9/20,5,4
Blood,CD274,B,NL→AR,NL,AR,0.0008037899,0.0024256704,201.8000030517578,↑,0.305507,NS,9/15,5,3
Blood,CD274,B,NL→CR,NL,CR,0.0008037899,0.0036739472,357.1000061035156,↑,0.112231,NS,13/15,5,3
Blood,CD274,B,IT→IA,IT,IA,0.004326879,0.0025825142,-40.29999923706055,↓,0.389284,NS,14/20,5,4
Blood,CD274,B,IA→AR,IA,AR,0.0025825142,0.0024256704,-6.099999904632568,↓,1.0,NS,5/12,4,3
Blood,CD274,B,CR→AR,CR,AR,0.0036739472,0.0024256704,-34.0,↓,1.0,NS,5/9,3,3
Blood,CD274,PlasmaB,NL→IT,NL,IT,0.0,0.007842493,99999.0,↑,0.179712,NS,10/25,5,5
Blood,CD274,PlasmaB,NL→IA,NL,IA,0.0,0.0106545035,99999.0,↑,0.04162,*,15/20,5,4
Blood,CD274,PlasmaB,NL→AR,NL,AR,0.0,0.0009041768,99999.0,↑,0.3017,NS,5/15,5,3
Blood,CD274,PlasmaB,NL→CR,NL,CR,0.0,0.0027321612,99999.0,↑,0.078983,†,10/15,5,3
Blood,CD274,PlasmaB,IT→IA,IT,IA,0.007842493,0.0106545035,35.900001525878906,↑,0.608874,NS,11/20,5,4
Blood,CD274,PlasmaB,IA→AR,IA,AR,0.0106545035,0.0009041768,-91.5,↓,0.19909,NS,9/12,4,3
Blood,CD274,PlasmaB,CR→AR,CR,AR,0.0027321612,0.0009041768,-66.9000015258789,↓,0.353679,NS,6/9,3,3
Blood,CD44,Myeloid,NL→IT,NL,IT,0.9494456,1.5996246,68.5,↑,0.015873,*,24/25,5,5
Blood,CD44,Myeloid,NL→IA,NL,IA,0.9494456,1.6088417,69.5,↑,0.031746,*,19/20,5,4
Blood,CD44,Myeloid,NL→AR,NL,AR,0.9494456,1.7602177,85.4000015258789,↑,0.035714,*,15/15,5,3
Blood,CD44,Myeloid,NL→CR,NL,CR,0.9494456,1.6523609,74.0,↑,0.035714,*,15/15,5,3
Blood,CD44,Myeloid,IT→IA,IT,IA,1.5996246,1.6088417,0.6000000238418579,↑,0.904762,NS,11/20,5,4
Blood,CD44,Myeloid,IA→AR,IA,AR,1.6088417,1.7602177,9.399999618530272,↑,0.228571,NS,10/12,4,3
Blood,CD44,Myeloid,CR→AR,CR,AR,1.6523609,1.7602177,6.5,↑,0.4,NS,7/9,3,3
Blood,CD44,CD4_T,NL→IT,NL,IT,0.9348197,1.2852598,37.5,↑,0.031746,*,23/25,5,5
Blood,CD44,CD4_T,NL→IA,NL,IA,0.9348197,1.3497753,44.400001525878906,↑,0.015873,*,20/20,5,4
Blood,CD44,CD4_T,NL→AR,NL,AR,0.9348197,1.3793699,47.59999847412109,↑,0.035714,*,15/15,5,3
Blood,CD44,CD4_T,NL→CR,NL,CR,0.9348197,1.5412108,64.9000015258789,↑,0.035714,*,15/15,5,3
Blood,CD44,CD4_T,IT→IA,IT,IA,1.2852598,1.3497753,5.0,↑,0.730159,NS,12/20,5,4
Blood,CD44,CD4_T,IA→AR,IA,AR,1.3497753,1.3793699,2.200000047683716,↑,0.628571,NS,4/12,4,3
Blood,CD44,CD4_T,CR→AR,CR,AR,1.5412108,1.3793699,-10.5,↓,0.2,NS,8/9,3,3
Blood,CD44,CD8_T,NL→IT,NL,IT,0.7950093,1.0818446,36.09999847412109,↑,0.150794,NS,20/25,5,5
Blood,CD44,CD8_T,NL→IA,NL,IA,0.7950093,1.1982198,50.70000076293945,↑,0.111111,NS,17/20,5,4
Blood,CD44,CD8_T,NL→AR,NL,AR,0.7950093,1.1052185,39.0,↑,0.25,NS,12/15,5,3
Blood,CD44,CD8_T,NL→CR,NL,CR,0.7950093,1.3569288,70.69999694824219,↑,0.071429,†,14/15,5,3
Blood,CD44,CD8_T,IT→IA,IT,IA,1.0818446,1.1982198,10.800000190734863,↑,0.190476,NS,16/20,5,4
Blood,CD44,CD8_T,IA→AR,IA,AR,1.1982198,1.1052185,-7.800000190734863,↓,0.628571,NS,8/12,4,3
Blood,CD44,CD8_T,CR→AR,CR,AR,1.3569288,1.1052185,-18.600000381469727,↓,0.2,NS,8/9,3,3
Blood,CD44,NK,NL→IT,NL,IT,0.41905951,0.68791133,64.19999694824219,↑,0.031746,*,23/25,5,5
Blood,CD44,NK,NL→IA,NL,IA,0.41905951,0.8148788,94.5,↑,0.015873,*,20/20,5,4
Blood,CD44,NK,NL→AR,NL,AR,0.41905951,0.78303885,86.9000015258789,↑,0.071429,†,14/15,5,3
Blood,CD44,NK,NL→CR,NL,CR,0.41905951,0.948791,126.4000015258789,↑,0.035714,*,15/15,5,3
Blood,CD44,NK,IT→IA,IT,IA,0.68791133,0.8148788,18.5,↑,0.285714,NS,15/20,5,4
Blood,CD44,NK,IA→AR,IA,AR,0.8148788,0.78303885,-3.900000095367432,↓,0.857143,NS,7/12,4,3
Blood,CD44,NK,CR→AR,CR,AR,0.948791,0.78303885,-17.5,↓,0.4,NS,7/9,3,3
Blood,CD44,B,NL→IT,NL,IT,0.37995106,0.7501283,97.4000015258789,↑,0.007937,**,25/25,5,5
Blood,CD44,B,NL→IA,NL,IA,0.37995106,0.81629395,114.8000030517578,↑,0.015873,*,20/20,5,4
