tissue,lineage,gene1,gene2,rho,p_value,sig,n,q_global,q_stratified
Liver,CD8_T,ISG15,TOX2,0.635,0.001123,**,23,0.018317842772612006,0.013786984615384617
Liver,CD8_T,ISG15,TYROBP,-0.13,0.553046,NS,23,0.7735959448085045,0.7838911332149201
Liver,CD8_T,JAK1,JCHAIN,-0.066,0.764075,NS,23,0.8948157078329778,0.9033064444444444
Liver,CD8_T,JAK1,LAYN,0.661,0.000592,**,23,0.012037272151898735,0.00929435294117647
Liver,CD8_T,JAK1,LDHA,0.124,0.574461,NS,23,0.7857211465897764,0.7958678437500001
Liver,CD8_T,JAK1,LGALS9,0.029,0.896731,NS,23,0.9566890232131948,0.9676691521298174
Liver,CD8_T,JAK1,LILRB1,0.175,0.424754,NS,23,0.6849042382071513,0.6854473043478261
Liver,CD8_T,JAK1,MEFV,0.118,0.591071,NS,23,0.7975863286286076,0.8083541696658099
Liver,CD8_T,JAK1,MT-CYB,0.313,0.145559,NS,23,0.3901679850704618,0.35795402773497687
Liver,CD8_T,JAK1,MT-ND1,0.191,0.383397,NS,23,0.6500840359096524,0.6468304566596194
Liver,CD8_T,JAK1,MT-ND2,-0.106,0.631127,NS,23,0.8239146659421274,0.8317743121387283
Liver,CD8_T,JAK1,MTOR,0.454,0.029727,*,23,0.15192481963288107,0.13402342372881357
Liver,CD8_T,JAK1,MX1,0.425,0.043275,*,23,0.1906779873853211,0.16642626506024097
Liver,CD8_T,JAK1,PRDM1,0.186,0.396068,NS,23,0.6627928874564459,0.6605271974921629
Liver,CD8_T,JAK1,PYCARD,0.257,0.236646,NS,23,0.5081831327967806,0.48483570731707315
Liver,CD8_T,JAK1,RB1,0.567,0.004766,**,23,0.04671409489795919,0.03728694117647059
Liver,CD8_T,JAK1,RORC,-0.42,0.046034,*,23,0.19784321565995527,0.17368856737588653
Liver,CD8_T,JAK1,RPTOR,0.666,0.000522,**,23,0.011007839736553239,0.00867825
Liver,CD8_T,JAK1,SDHB,0.595,0.002754,**,23,0.03275981052631579,0.025554558139534885
Liver,CD8_T,JAK1,SIGLEC10,0.651,0.000762,**,23,0.014194588007736944,0.010602991304347827
Liver,CD8_T,JAK1,SOCS1,0.212,0.33044,NS,23,0.6044863847325338,0.5912356950672646
Liver,CD8_T,JAK1,SOCS3,0.757,2.9e-05,**,23,0.0015649410112359551,0.0016530000000000002
Liver,CD8_T,JAK1,STAT1,0.479,0.020676,*,23,0.12087846500304321,0.10542778274760384
Liver,CD8_T,JAK1,STAT2,0.575,0.004094,**,23,0.04239883234501348,0.0342095497382199
Liver,CD8_T,JAK1,TAP1,0.786,9e-06,**,23,0.0007234267782426779,0.0009576000000000001
Liver,CD8_T,JAK1,TET2,0.833,1e-06,**,23,0.00013434265734265733,0.000266
Liver,CD8_T,JAK1,TFAM,0.379,0.07414,†,23,0.2664740018709074,0.23247041257367385
Liver,CD8_T,JAK1,TGFB1,0.303,0.159384,NS,23,0.4107494761904762,0.3796669611940298
Liver,CD8_T,JAK1,TGFBR1,0.26,0.23109,NS,23,0.5032842070060084,0.4811929595827901
Liver,CD8_T,JAK1,TGFBR2,0.682,0.00034,**,23,0.008198937421777222,0.006166363636363637
Liver,CD8_T,JAK1,TIGIT,0.694,0.000242,**,23,0.00656647175141243,0.005082000000000001
Liver,CD8_T,JAK1,TOX,0.76,2.6e-05,**,23,0.0014394409221902018,0.001596
Liver,CD8_T,JAK1,TOX2,0.696,0.000228,**,23,0.006357195936139333,0.004984767123287672
Liver,CD8_T,JAK1,TYROBP,-0.178,0.416821,NS,23,0.6788358961512377,0.6809071811668373
Liver,CD8_T,JCHAIN,LAYN,-0.184,0.401304,NS,23,0.6666798145203111,0.6657808565488564
Liver,CD8_T,JCHAIN,LDHA,0.106,0.631127,NS,23,0.8239146659421274,0.8317743121387283
Liver,CD8_T,JCHAIN,LGALS9,-0.464,0.025576,*,23,0.1376689649761838,0.12005675294117649
Liver,CD8_T,JCHAIN,LILRB1,-0.207,0.344426,NS,23,0.6183895220560748,0.6074076198895029
Liver,CD8_T,JCHAIN,MEFV,0.065,0.768689,NS,23,0.8972163788200983,0.9033840440528633
Liver,CD8_T,JCHAIN,MT-CYB,-0.013,0.953611,NS,23,0.9808234779419638,0.9876464347826087
Liver,CD8_T,JCHAIN,MT-ND1,-0.298,0.166631,NS,23,0.42131457501974207,0.3928258138847858
Liver,CD8_T,JCHAIN,MT-ND2,-0.228,0.29484,NS,23,0.5705343947235927,0.5490835939323221
Liver,CD8_T,JCHAIN,MTOR,-0.33,0.124046,NS,23,0.3571116241198502,0.3261571927512356
Liver,CD8_T,JCHAIN,MX1,-0.178,0.416821,NS,23,0.6788358961512377,0.6809071811668373
Liver,CD8_T,JCHAIN,PRDM1,0.384,0.070147,†,23,0.2577154364123159,0.22571494354838711
Liver,CD8_T,JCHAIN,PYCARD,-0.233,0.284224,NS,23,0.5596215295685149,0.5426094545454545
Liver,CD8_T,JCHAIN,RB1,-0.355,0.096726,†,23,0.31141330417295127,0.2786546859205776
Liver,CD8_T,JCHAIN,RORC,0.449,0.031783,*,23,0.15851069911734164,0.1401261546961326
Liver,CD8_T,JCHAIN,RPTOR,0.27,0.213196,NS,23,0.48071694319248826,0.4591913846153846
Liver,CD8_T,JCHAIN,SDHB,-0.258,0.234784,NS,23,0.5063472253505328,0.4835035664516129
Liver,CD8_T,JCHAIN,SIGLEC10,-0.249,0.251644,NS,23,0.5255172388140747,0.5050357537688444
Liver,CD8_T,JCHAIN,SOCS1,0.062,0.777806,NS,23,0.9015585293833716,0.9081041521580103
Liver,CD8_T,JCHAIN,SOCS3,-0.013,0.953611,NS,23,0.9808234779419638,0.9876464347826087
Liver,CD8_T,JCHAIN,STAT1,-0.072,0.743608,NS,23,0.8844934238127671,0.8964514580838324
Liver,CD8_T,JCHAIN,STAT2,-0.176,0.422101,NS,23,0.6834055020225855,0.6846272317073171
Liver,CD8_T,JCHAIN,TAP1,0.016,0.942921,NS,23,0.9764678632418737,0.9876464347826087
Liver,CD8_T,JCHAIN,TET2,-0.087,0.693124,NS,23,0.8585512446650765,0.8717304208037825
Liver,CD8_T,JCHAIN,TFAM,-0.222,0.307899,NS,23,0.5832805136574302,0.5654853901035672
Liver,CD8_T,JCHAIN,TGFB1,-0.07,0.750413,NS,23,0.8882868114602587,0.8964514580838324
Liver,CD8_T,JCHAIN,TGFBR1,0.066,0.764075,NS,23,0.8948157078329778,0.9033064444444444
Liver,CD8_T,JCHAIN,TGFBR2,-0.102,0.644012,NS,23,0.832298320349815,0.8404277612428456
Liver,CD8_T,JCHAIN,TIGIT,-0.455,0.029329,*,23,0.15023698347547973,0.1326036373937677
Liver,CD8_T,JCHAIN,TOX,-0.445,0.033508,*,23,0.16392212579577287,0.14337471313672923
Liver,CD8_T,JCHAIN,TOX2,-0.37,0.082637,†,23,0.2846583121750045,0.25026309677419356
Liver,CD8_T,JCHAIN,TYROBP,-0.102,0.644012,NS,23,0.832298320349815,0.8404277612428456
Liver,CD8_T,LAYN,LDHA,0.161,0.463104,NS,23,0.7125903839807769,0.7214834213592233
Liver,CD8_T,LAYN,LGALS9,0.26,0.230813,NS,23,0.5032842070060084,0.4811929595827901
Liver,CD8_T,LAYN,LILRB1,-0.216,0.321213,NS,23,0.5955854870706291,0.5827358727272727
Liver,CD8_T,LAYN,MEFV,0.14,0.523742,NS,23,0.7528325897493453,0.765469076923077
Liver,CD8_T,LAYN,MT-CYB,0.439,0.036188,*,23,0.17136666026587888,0.14962706735751297
Liver,CD8_T,LAYN,MT-ND1,0.21,0.337333,NS,23,0.6113562808903981,0.5989704560622915
Liver,CD8_T,LAYN,MT-ND2,-0.105,0.635105,NS,23,0.8273548623448838,0.8349485831960461
Liver,CD8_T,LAYN,MTOR,0.229,0.293611,NS,23,0.5698687533845221,0.5490835939323221
Liver,CD8_T,LAYN,MX1,0.46,0.027344,*,23,0.1438011453599781,0.12576663976945246
Liver,CD8_T,LAYN,PRDM1,0.374,0.078355,†,23,0.2753892983900475,0.24141810810810807
Liver,CD8_T,LAYN,PYCARD,0.322,0.133476,NS,23,0.3717737896491737,0.3401995987261147
Liver,CD8_T,LAYN,RB1,0.159,0.467297,NS,23,0.7153181407968128,0.7233811949563531
Liver,CD8_T,LAYN,RORC,-0.407,0.053838,†,23,0.21931574093703626,0.190988
Liver,CD8_T,LAYN,RPTOR,0.34,0.112686,NS,23,0.3383574157549234,0.3106163316062176
Liver,CD8_T,LAYN,SDHB,0.635,0.001134,**,23,0.01838419746835443,0.01381575572519084
Liver,CD8_T,LAYN,SIGLEC10,0.71,0.000146,**,23,0.004590517184942717,0.0039102
Liver,CD8_T,LAYN,SOCS1,0.28,0.195922,NS,23,0.461144026219064,0.4379432941176471
Liver,CD8_T,LAYN,SOCS3,0.598,0.002563,**,23,0.03114216960907944,0.024348500000000002
Liver,CD8_T,LAYN,STAT1,0.646,0.000872,**,23,0.015439623963133642,0.011501752066115704
Liver,CD8_T,LAYN,STAT2,0.628,0.001333,**,23,0.020485590727418065,0.015416434782608696
Liver,CD8_T,LAYN,TAP1,0.723,9.7e-05,**,23,0.0035835903846153845,0.00309624
Liver,CD8_T,LAYN,TET2,0.676,0.000396,**,23,0.009176786489746683,0.0069452307692307695
Liver,CD8_T,LAYN,TFAM,0.201,0.358751,NS,23,0.62986614989958,0.6257645639344263
Liver,CD8_T,LAYN,TGFB1,0.229,0.293611,NS,23,0.5698687533845221,0.5490835939323221
Liver,CD8_T,LAYN,TGFBR1,-0.276,0.202596,NS,23,0.46740538316522573,0.4442440823045268
Liver,CD8_T,LAYN,TGFBR2,0.491,0.017269,*,23,0.10701766419354838,0.09280365100671141
Liver,CD8_T,LAYN,TIGIT,0.767,1.9e-05,**,23,0.0011587587301587303,0.0013184347826086958
Liver,CD8_T,LAYN,TOX,0.585,0.003371,**,23,0.037444793063583816,0.029889533333333333
Liver,CD8_T,LAYN,TOX2,0.662,0.000584,**,23,0.011935344680851064,0.00929435294117647
Liver,CD8_T,LAYN,TYROBP,-0.133,0.545992,NS,23,0.769443391431925,0.7808622719141324
Liver,CD8_T,LDHA,LGALS9,-0.107,0.627922,NS,23,0.8216749228254205,0.8289193647642679
Liver,CD8_T,LDHA,LILRB1,0.117,0.596232,NS,23,0.8012740784889821,0.8119336791808873
Liver,CD8_T,LDHA,MEFV,-0.17,0.438684,NS,23,0.695740388379962,0.6980455274177467
Liver,CD8_T,LDHA,MT-CYB,-0.14,0.523098,NS,23,0.752132001945962,0.765469076923077
Liver,CD8_T,LDHA,MT-ND1,-0.336,0.117032,NS,23,0.34557358622809714,0.31753682828282825
Liver,CD8_T,LDHA,MT-ND2,0.041,0.854377,NS,23,0.9394012024245196,0.9482515243393603
Liver,CD8_T,LDHA,MTOR,-0.328,0.12645,NS,23,0.3605270035618878,0.3276204545454546
Liver,CD8_T,LDHA,MX1,0.318,0.138975,NS,23,0.3800742525266904,0.34820109890109885
Liver,CD8_T,LDHA,PRDM1,0.278,0.199566,NS,23,0.46500805713593996,0.44114589473684207
Liver,CD8_T,LDHA,PYCARD,-0.354,0.097725,†,23,0.3136249371771372,0.2803458527827648
Liver,CD8_T,LDHA,RB1,-0.009,0.967876,NS,23,0.9868831715938644,0.9908467581783195
Liver,CD8_T,LDHA,RORC,0.225,0.301326,NS,23,0.5771726717176753,0.5566530277777778
Liver,CD8_T,LDHA,RPTOR,0.114,0.605668,NS,23,0.8069619254455926,0.8164240945945946
Liver,CD8_T,LDHA,SDHB,0.048,0.826348,NS,23,0.92446840368041,0.9360194520936834
Liver,CD8_T,LDHA,SIGLEC10,0.025,0.910695,NS,23,0.9637929209120449,0.9757183489932886
Liver,CD8_T,LDHA,SOCS1,0.601,0.002433,**,23,0.030135630560928432,0.023677243902439023
Liver,CD8_T,LDHA,SOCS3,0.398,0.059836,†,23,0.23392539601139603,0.20493187982832617
Liver,CD8_T,LDHA,STAT1,0.097,0.660259,NS,23,0.8424145347014678,0.8518782247372676
Liver,CD8_T,LDHA,STAT2,0.024,0.914466,NS,23,0.9656739185669542,0.9762459772575252
Liver,CD8_T,LDHA,TAP1,0.177,0.419456,NS,23,0.6813528375844595,0.6838118243105209
Liver,CD8_T,LDHA,TET2,0.131,0.549917,NS,23,0.7720559240099372,0.7816790169189669
Liver,CD8_T,LDHA,TFAM,-0.168,0.443578,NS,23,0.6991196516817064,0.6995558181818181
Liver,CD8_T,LDHA,TGFB1,0.601,0.002433,**,23,0.030135630560928432,0.023677243902439023
Liver,CD8_T,LDHA,TGFBR1,-0.243,0.26372,NS,23,0.5390278412934795,0.5222048635235732
Liver,CD8_T,LDHA,TGFBR2,-0.225,0.301326,NS,23,0.5771726717176753,0.5566530277777778
Liver,CD8_T,LDHA,TIGIT,-0.01,0.964308,NS,23,0.985281367086589,0.989733484244373
Liver,CD8_T,LDHA,TOX,-0.069,0.753822,NS,23,0.8896470353851824,0.8978357552238806
Liver,CD8_T,LDHA,TOX2,0.024,0.914466,NS,23,0.9656739185669542,0.9762459772575252
Liver,CD8_T,LDHA,TYROBP,0.493,0.016816,*,23,0.1047850068115472,0.09097741016949153
Liver,CD8_T,LGALS9,LILRB1,0.302,0.160815,NS,23,0.41269262156024583,0.38193562500000006
Liver,CD8_T,LGALS9,MEFV,0.287,0.183626,NS,23,0.44461193656387665,0.42139444827586214
Liver,CD8_T,LGALS9,MT-CYB,0.16,0.465619,NS,23,0.7136940872199633,0.7214834213592233
Liver,CD8_T,LGALS9,MT-ND1,0.034,0.879043,NS,23,0.949522801831152,0.9615850774503084
Liver,CD8_T,LGALS9,MT-ND2,-0.004,0.98572,NS,23,0.9949386286975254,0.9961547280757097
Liver,CD8_T,LGALS9,MTOR,0.311,0.148253,NS,23,0.3943664490106545,0.3617917247706422
Liver,CD8_T,LGALS9,MX1,0.213,0.328142,NS,23,0.602152637501194,0.5884434067415729
Liver,CD8_T,LGALS9,PRDM1,-0.385,0.069369,†,23,0.2561799036908881,0.2245698255578093
Liver,CD8_T,LGALS9,PYCARD,0.398,0.059836,†,23,0.23392539601139603,0.20493187982832617
Liver,CD8_T,LGALS9,RB1,0.286,0.186538,NS,23,0.44779749056839474,0.42530664000000007
Liver,CD8_T,LGALS9,RORC,-0.277,0.201236,NS,23,0.4654551517814155,0.4429967668965517
Liver,CD8_T,LGALS9,RPTOR,-0.03,0.893189,NS,23,0.9555635060979005,0.9658059918699187
Liver,CD8_T,LGALS9,SDHB,0.389,0.066321,†,23,0.24938201820317088,0.21914765217391305
Liver,CD8_T,LGALS9,SIGLEC10,0.216,0.322349,NS,23,0.5966282057747835,0.5837234285714284
Liver,CD8_T,LGALS9,SOCS1,-0.306,0.155143,NS,23,0.404513052795874,0.3745964114977307
Liver,CD8_T,LGALS9,SOCS3,-0.064,0.770933,NS,23,0.89787171039709,0.9033840440528633
Liver,CD8_T,LGALS9,STAT1,0.536,0.008444,**,23,0.06804433053691275,0.057104338983050854
Liver,CD8_T,LGALS9,STAT2,0.491,0.017328,*,23,0.10710688803088803,0.09280365100671141
Liver,CD8_T,LGALS9,TAP1,0.229,0.292697,NS,23,0.568496822060459,0.5489358542890717
Liver,CD8_T,LGALS9,TET2,0.117,0.594574,NS,23,0.8007263311601823,0.811059917948718
Liver,CD8_T,LGALS9,TFAM,0.336,0.117032,NS,23,0.34557358622809714,0.31753682828282825
Liver,CD8_T,LGALS9,TGFB1,-0.015,0.946483,NS,23,0.9774693534566175,0.9876464347826087
Liver,CD8_T,LGALS9,TGFBR1,-0.076,0.730055,NS,23,0.877364423182785,0.8874088194973343
Liver,CD8_T,LGALS9,TGFBR2,0.06,0.784696,NS,23,0.9052542056686482,0.9148099459459458
Liver,CD8_T,LGALS9,TIGIT,0.528,0.009662,**,23,0.0740984758483034,0.06372128925619835
Liver,CD8_T,LGALS9,TOX,0.382,0.071724,†,23,0.2619064367990876,0.22757754274353875
Liver,CD8_T,LGALS9,TOX2,0.34,0.11252,NS,23,0.3379117899015163,0.3106163316062176
Liver,CD8_T,LGALS9,TYROBP,0.148,0.49971,NS,23,0.7361119147566118,0.7446658823529412
Liver,CD8_T,LILRB1,MEFV,0.072,0.745637,NS,23,0.8861387198886483,0.8964514580838324
Liver,CD8_T,LILRB1,MT-CYB,-0.249,0.251885,NS,23,0.5255172388140747,0.5050357537688444
Liver,CD8_T,LILRB1,MT-ND1,-0.05,0.819371,NS,23,0.9212871749547129,0.9300968108108107
Liver,CD8_T,LILRB1,MT-ND2,0.044,0.840339,NS,23,0.9320873284642032,0.9431652911392405
Liver,CD8_T,LILRB1,MTOR,0.269,0.214942,NS,23,0.482896826336101,0.46170583041722746
Liver,CD8_T,LILRB1,MX1,-0.009,0.967876,NS,23,0.9868831715938644,0.9908467581783195
Liver,CD8_T,LILRB1,PRDM1,-0.246,0.257759,NS,23,0.5322235757738607,0.5123080498132004
Liver,CD8_T,LILRB1,PYCARD,-0.022,0.921571,NS,23,0.9686125659809607,0.9789267225548903
Liver,CD8_T,LILRB1,RB1,0.472,0.022859,*,23,0.12840475116959063,0.11213109090909092
Liver,CD8_T,LILRB1,RORC,0.007,0.975012,NS,23,0.9900605492890745,0.9924229285714287
Liver,CD8_T,LILRB1,RPTOR,0.305,0.156548,NS,23,0.4064113010810811,0.37684857918552034
Liver,CD8_T,LILRB1,SDHB,0.081,0.713224,NS,23,0.8691192838300571,0.8790003891891892
Liver,CD8_T,LILRB1,SIGLEC10,0.052,0.813694,NS,23,0.9188734677874442,0.9274624273504273
Liver,CD8_T,LILRB1,SOCS1,-0.145,0.50842,NS,23,0.7427571574144486,0.7527257142857142
Liver,CD8_T,LILRB1,SOCS3,-0.042,0.847352,NS,23,0.9360289386464263,0.9450550607966457
Liver,CD8_T,LILRB1,STAT1,-0.084,0.703186,NS,23,0.863954502525737,0.8726942892690513
Liver,CD8_T,LILRB1,STAT2,0.055,0.801989,NS,23,0.9124548596366648,0.9235024848484847
Liver,CD8_T,LILRB1,TAP1,0.023,0.918018,NS,23,0.967201947024952,0.976771152
Liver,CD8_T,LILRB1,TET2,-0.055,0.801941,NS,23,0.9124548596366648,0.9235024848484847
Liver,CD8_T,LILRB1,TFAM,0.125,0.57138,NS,23,0.7836903083952026,0.7950501133391455
Liver,CD8_T,LILRB1,TGFB1,0.259,0.232932,NS,23,0.5044365519107203,0.4815537202072539
Liver,CD8_T,LILRB1,TGFBR1,0.091,0.679953,NS,23,0.8508352345815695,0.8619578935663225
Liver,CD8_T,LILRB1,TGFBR2,0.055,0.801989,NS,23,0.9124548596366648,0.9235024848484847
Liver,CD8_T,LILRB1,TIGIT,0.166,0.449036,NS,23,0.7023212838934891,0.7067667218934911
Liver,CD8_T,LILRB1,TOX,0.353,0.098731,†,23,0.3151746827849784,0.28138335000000003
Liver,CD8_T,LILRB1,TOX2,0.113,0.608827,NS,23,0.8091167248772392,0.8165444470588236
Liver,CD8_T,LILRB1,TYROBP,0.194,0.375906,NS,23,0.6447020896268524,0.6409679230769232
Liver,CD8_T,MEFV,MT-CYB,-0.054,0.806815,NS,23,0.914599809110757,0.9257201581595974
Liver,CD8_T,MEFV,MT-ND1,0.093,0.671747,NS,23,0.8487852944619837,0.85700096882494
Liver,CD8_T,MEFV,MT-ND2,0.064,0.770795,NS,23,0.89787171039709,0.9033840440528633
Liver,CD8_T,MEFV,MTOR,0.26,0.230671,NS,23,0.5032842070060084,0.4811929595827901
Liver,CD8_T,MEFV,MX1,0.599,0.002524,**,23,0.030896671974522293,0.024236263473053896
Liver,CD8_T,MEFV,PRDM1,-0.108,0.624025,NS,23,0.8203753011017587,0.8267478507462687
Liver,CD8_T,MEFV,PYCARD,0.136,0.536648,NS,23,0.7623147536231885,0.7742183047790803
Liver,CD8_T,MEFV,RB1,0.044,0.843219,NS,23,0.9340335955289237,0.9444425133239832
Liver,CD8_T,MEFV,RORC,0.073,0.741468,NS,23,0.8841090112959284,0.896282670704012
Liver,CD8_T,MEFV,RPTOR,0.15,0.493457,NS,23,0.7325272644742937,0.7430109557021678
Liver,CD8_T,MEFV,SDHB,0.482,0.019852,*,23,0.11756373982737363,0.1025365436893204
Liver,CD8_T,MEFV,SIGLEC10,0.363,0.088801,†,23,0.29772356212914486,0.2634319628252788
Liver,CD8_T,MEFV,SOCS1,-0.233,0.28374,NS,23,0.5592991114303303,0.5426094545454545
Liver,CD8_T,MEFV,SOCS3,0.005,0.982476,NS,23,0.993805098778433,0.9955756800000001
Liver,CD8_T,MEFV,STAT1,0.196,0.370495,NS,23,0.6409100429662921,0.6372987771797632
Liver,CD8_T,MEFV,STAT2,0.466,0.024926,*,23,0.13594390328054298,0.1183985
Liver,CD8_T,MEFV,TAP1,0.091,0.679828,NS,23,0.8508352345815695,0.8619578935663225
Liver,CD8_T,MEFV,TET2,0.294,0.174029,NS,23,0.43135310085117357,0.40329460667634254
Liver,CD8_T,MEFV,TFAM,0.388,0.067304,†,23,0.25145413146635553,0.2214787298969072
Liver,CD8_T,MEFV,TGFB1,-0.267,0.218503,NS,23,0.4878732139702464,0.4668417510040161
Liver,CD8_T,MEFV,TGFBR1,0.209,0.338119,NS,23,0.6124461728267019,0.5995976933333333
Liver,CD8_T,MEFV,TGFBR2,0.347,0.104314,NS,23,0.3242155402038505,0.29466397168141595
Liver,CD8_T,MEFV,TIGIT,0.19,0.384236,NS,23,0.6512181558006176,0.6475614107708554
Liver,CD8_T,MEFV,TOX,0.192,0.379624,NS,23,0.6476537348296664,0.6445530893617021
Liver,CD8_T,MEFV,TOX2,0.094,0.669732,NS,23,0.8472398681803226,0.8561659008
Liver,CD8_T,MEFV,TYROBP,-0.216,0.322584,NS,23,0.5966282057747835,0.5837234285714284
Liver,CD8_T,MT-CYB,MT-ND1,0.442,0.03485,*,23,0.16766968601451088,0.14484531250000002
Liver,CD8_T,MT-CYB,MT-ND2,0.497,0.015828,*,23,0.10139103301100365,0.0877135
Liver,CD8_T,MT-CYB,MTOR,-0.069,0.753822,NS,23,0.8896470353851824,0.8978357552238806
Liver,CD8_T,MT-CYB,MX1,0.102,0.644012,NS,23,0.832298320349815,0.8404277612428456
Liver,CD8_T,MT-CYB,PRDM1,0.052,0.812408,NS,23,0.9179608333137278,0.9274624273504273
Liver,CD8_T,MT-CYB,PYCARD,0.481,0.020085,*,23,0.11835979601226994,0.1030728617363344
Liver,CD8_T,MT-CYB,RB1,-0.002,0.99286,NS,23,0.9977721289951352,0.997680225846926
Liver,CD8_T,MT-CYB,RORC,-0.453,0.03013,*,23,0.15304797197250133,0.13507719101123597
Liver,CD8_T,MT-CYB,RPTOR,0.337,0.115892,NS,23,0.3439519870230187,0.31617714871794866
Liver,CD8_T,MT-CYB,SDHB,0.567,0.004766,**,23,0.04671409489795919,0.03728694117647059
Liver,CD8_T,MT-CYB,SIGLEC10,0.41,0.051945,†,23,0.21485638635385276,0.18804933333333332
Liver,CD8_T,MT-CYB,SOCS1,-0.14,0.523098,NS,23,0.752132001945962,0.765469076923077
Liver,CD8_T,MT-CYB,SOCS3,0.181,0.40897,NS,23,0.6727798141805105,0.6708284892086331
Liver,CD8_T,MT-CYB,STAT1,0.158,0.471216,NS,23,0.7177143087290891,0.7245286473988439
Liver,CD8_T,MT-CYB,STAT2,0.353,0.098731,†,23,0.3151746827849784,0.28138335000000003
Liver,CD8_T,MT-CYB,TAP1,0.33,0.124046,NS,23,0.3571116241198502,0.3261571927512356
Liver,CD8_T,MT-CYB,TET2,0.315,0.143457,NS,23,0.38739842943491704,0.3555238695652174
Liver,CD8_T,MT-CYB,TFAM,0.462,0.026294,*,23,0.1398086638074156,0.12199193023255815
Liver,CD8_T,MT-CYB,TGFB1,-0.042,0.847352,NS,23,0.9360289386464263,0.9450550607966457
Liver,CD8_T,MT-CYB,TGFBR1,-0.024,0.914466,NS,23,0.9656739185669542,0.9762459772575252
Liver,CD8_T,MT-CYB,TGFBR2,0.232,0.286328,NS,23,0.5617491021241832,0.545321584725537
Liver,CD8_T,MT-CYB,TIGIT,0.522,0.010667,*,23,0.07912113397683397,0.06837161445783133
Liver,CD8_T,MT-CYB,TOX,0.276,0.202916,NS,23,0.467692774565087,0.4442440823045268
Liver,CD8_T,MT-CYB,TOX2,0.126,0.565239,NS,23,0.779079238699957,0.7906410552147239
Liver,CD8_T,MT-CYB,TYROBP,-0.223,0.305699,NS,23,0.5815212881473414,0.5620917096774193
Liver,CD8_T,MT-ND1,MT-ND2,0.437,0.03718,*,23,0.173787099756691,0.152152
Liver,CD8_T,MT-ND1,MTOR,0.471,0.023185,*,23,0.1294411609997094,0.11213109090909092
Liver,CD8_T,MT-ND1,MX1,-0.037,0.868457,NS,23,0.9459993474686773,0.9572219419889504
Liver,CD8_T,MT-ND1,PRDM1,0.21,0.335063,NS,23,0.6097854578438803,0.5968309687500001
Liver,CD8_T,MT-ND1,PYCARD,-0.006,0.978581,NS,23,0.9922655666772086,0.9941535811584978
Liver,CD8_T,MT-ND1,RB1,0.368,0.084421,†,23,0.28832210328888885,0.25421870943396224
Liver,CD8_T,MT-ND1,RORC,-0.099,0.653742,NS,23,0.8380049321152306,0.8462061897810219
Liver,CD8_T,MT-ND1,RPTOR,0.047,0.829841,NS,23,0.9265717779778151,0.9373150997876858
Liver,CD8_T,MT-ND1,SDHB,0.386,0.068597,†,23,0.2548476052987817,0.22343022857142858
Liver,CD8_T,MT-ND1,SIGLEC10,0.459,0.027533,*,23,0.14459717413887369,0.12627203448275862
Liver,CD8_T,MT-ND1,SOCS1,-0.173,0.430087,NS,23,0.6899132729625919,0.689868192964824
Liver,CD8_T,MT-ND1,SOCS3,0.132,0.546995,NS,23,0.770122458409674,0.7808622719141324
Liver,CD8_T,MT-ND1,STAT1,-0.055,0.801989,NS,23,0.9124548596366648,0.9235024848484847
Liver,CD8_T,MT-ND1,STAT2,0.246,0.257759,NS,23,0.5322235757738607,0.5123080498132004
Liver,CD8_T,MT-ND1,TAP1,0.138,0.529025,NS,23,0.7571271257725816,0.7708112080291972
Liver,CD8_T,MT-ND1,TET2,0.198,0.364707,NS,23,0.6353846174843566,0.6322274136807818
Liver,CD8_T,MT-ND1,TFAM,0.538,0.00816,**,23,0.06663024691882703,0.05565538461538462
Liver,CD8_T,MT-ND1,TGFB1,-0.173,0.430087,NS,23,0.6899132729625919,0.689868192964824
Liver,CD8_T,MT-ND1,TGFBR1,0.122,0.580646,NS,23,0.7905591995747696,0.8009602558340536
Liver,CD8_T,MT-ND1,TGFBR2,0.49,0.017589,*,23,0.10795453384418903,0.0929537880794702
Liver,CD8_T,MT-ND1,TIGIT,0.413,0.050124,†,23,0.20951526631853787,0.1843269677419355
Liver,CD8_T,MT-ND1,TOX,0.43,0.040647,*,23,0.1833888015500235,0.16057577227722775
Liver,CD8_T,MT-ND1,TOX2,0.019,0.932241,NS,23,0.9731387426311227,0.9833817818902841
Liver,CD8_T,MT-ND1,TYROBP,-0.176,0.422101,NS,23,0.6834055020225855,0.6846272317073171
Liver,CD8_T,MT-ND2,MTOR,-0.126,0.565239,NS,23,0.779079238699957,0.7906410552147239
Liver,CD8_T,MT-ND2,MX1,0.044,0.840339,NS,23,0.9320873284642032,0.9431652911392405
Liver,CD8_T,MT-ND2,PRDM1,-0.186,0.396068,NS,23,0.6627928874564459,0.6605271974921629
Liver,CD8_T,MT-ND2,PYCARD,0.07,0.750413,NS,23,0.8882868114602587,0.8964514580838324
Liver,CD8_T,MT-ND2,RB1,0.003,0.989289,NS,23,0.996182576082971,0.9961547280757097
Liver,CD8_T,MT-ND2,RORC,0.1,0.650493,NS,23,0.8362299935091007,0.844054331707317
Liver,CD8_T,MT-ND2,RPTOR,0.103,0.640782,NS,23,0.8296997446923233,0.8382689114754098
Liver,CD8_T,MT-ND2,SDHB,0.328,0.12645,NS,23,0.3605270035618878,0.3276204545454546
