tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,ATP5F1A,CD8_T,CR→AR,CR,AR,0.94473165,1.0317403,9.199999809265137,↑,0.2,NS,8/9,3,3,0.536734693877551
Blood,ATP5F1A,NK,NL→IT,NL,IT,0.6487701,0.793843,22.39999961853028,↑,0.222222,NS,19/25,5,5,0.5513621320754717
Blood,ATP5F1A,NK,NL→IA,NL,IA,0.6487701,0.7706419,18.799999237060547,↑,0.285714,NS,15/20,5,4,0.5367341571428572
Blood,ATP5F1A,NK,NL→AR,NL,AR,0.6487701,0.8503263,31.100000381469727,↑,0.142857,NS,13/15,5,3,0.41745990000000005
Blood,ATP5F1A,NK,NL→CR,NL,CR,0.6487701,0.9215288,42.0,↑,0.035714,*,15/15,5,3,0.20451108695652176
Blood,ATP5F1A,NK,IT→IA,IT,IA,0.793843,0.7706419,-2.900000095367432,↓,0.904762,NS,11/20,5,4,1.0
Blood,ATP5F1A,NK,IA→AR,IA,AR,0.7706419,0.8503263,10.300000190734863,↑,0.4,NS,9/12,4,3,0.9924528301886792
Blood,ATP5F1A,NK,CR→AR,CR,AR,0.9215288,0.8503263,-7.699999809265137,↓,0.4,NS,7/9,3,3,0.8092307692307693
Blood,ATP5F1A,B,NL→IT,NL,IT,0.615697,0.8989937,46.0,↑,0.095238,†,21/25,5,5,0.35782277142857144
Blood,ATP5F1A,B,NL→IA,NL,IA,0.615697,0.8335842,35.400001525878906,↑,0.285714,NS,15/20,5,4,0.6534154956521739
Blood,ATP5F1A,B,NL→AR,NL,AR,0.615697,1.0172027,65.19999694824219,↑,0.071429,†,14/15,5,3,0.3439274909090909
Blood,ATP5F1A,B,NL→CR,NL,CR,0.615697,0.8267253,34.29999923706055,↑,0.571429,NS,10/15,5,3,0.9334523416149068
Blood,ATP5F1A,B,IT→IA,IT,IA,0.8989937,0.8335842,-7.300000190734863,↓,0.555556,NS,13/20,5,4,1.0
Blood,ATP5F1A,B,IA→AR,IA,AR,0.8335842,1.0172027,22.0,↑,0.114286,NS,11/12,4,3,1.0
Blood,ATP5F1A,B,CR→AR,CR,AR,0.8267253,1.0172027,23.0,↑,0.1,NS,9/9,3,3,0.5057692307692309
Blood,ATP5F1A,PlasmaB,NL→IT,NL,IT,1.2778157,1.4207293,11.199999809265137,↑,1.0,NS,13/25,5,5,1.0
Blood,ATP5F1A,PlasmaB,NL→IA,NL,IA,1.2778157,1.1868901,-7.099999904632568,↓,0.904762,NS,11/20,5,4,1.0
Blood,ATP5F1A,PlasmaB,NL→AR,NL,AR,1.2778157,1.491974,16.799999237060547,↑,1.0,NS,7/15,5,3,1.0
Blood,ATP5F1A,PlasmaB,NL→CR,NL,CR,1.2778157,1.3017936,1.899999976158142,↑,0.785714,NS,6/15,5,3,0.9934749134615385
Blood,ATP5F1A,PlasmaB,IT→IA,IT,IA,1.4207293,1.1868901,-16.5,↓,0.412698,NS,14/20,5,4,1.0
Blood,ATP5F1A,PlasmaB,IA→AR,IA,AR,1.1868901,1.491974,25.700000762939453,↑,0.4,NS,9/12,4,3,1.0
Blood,ATP5F1A,PlasmaB,CR→AR,CR,AR,1.3017936,1.491974,14.600000381469728,↑,0.1,NS,9/9,3,3,0.3207317073170732
Blood,ATP5F1B,Myeloid,NL→IT,NL,IT,0.781137,1.2462801,59.5,↑,0.031746,*,23/25,5,5,0.11927425714285715
Blood,ATP5F1B,Myeloid,NL→IA,NL,IA,0.781137,1.2749398,63.20000076293945,↑,0.031746,*,19/20,5,4,0.14909282142857144
Blood,ATP5F1B,Myeloid,NL→AR,NL,AR,0.781137,1.2685546,62.400001525878906,↑,0.071429,†,14/15,5,3,0.2629434050632911
Blood,ATP5F1B,Myeloid,NL→CR,NL,CR,0.781137,1.1493317,47.09999847412109,↑,0.142857,NS,13/15,5,3,0.34155810000000003
Blood,ATP5F1B,Myeloid,IT→IA,IT,IA,1.2462801,1.2749398,2.299999952316284,↑,0.904762,NS,11/20,5,4,1.0
Blood,ATP5F1B,Myeloid,IA→AR,IA,AR,1.2749398,1.2685546,-0.5,↓,1.0,NS,6/12,4,3,1.0
Blood,ATP5F1B,Myeloid,CR→AR,CR,AR,1.1493317,1.2685546,10.399999618530272,↑,0.2,NS,8/9,3,3,0.5977272727272728
Blood,ATP5F1B,CD4_T,NL→IT,NL,IT,0.88243407,0.96650124,9.5,↑,0.547619,NS,16/25,5,5,0.9601586466666666
Blood,ATP5F1B,CD4_T,NL→IA,NL,IA,0.88243407,1.1090262,25.700000762939453,↑,0.190476,NS,16/20,5,4,0.6591472105263159
Blood,ATP5F1B,CD4_T,NL→AR,NL,AR,0.88243407,1.0776063,22.100000381469727,↑,0.142857,NS,13/15,5,3,0.6059901774193549
Blood,ATP5F1B,CD4_T,NL→CR,NL,CR,0.88243407,1.0018982,13.5,↑,0.392857,NS,11/15,5,3,0.7076807602739726
Blood,ATP5F1B,CD4_T,IT→IA,IT,IA,0.96650124,1.1090262,14.699999809265137,↑,0.412698,NS,14/20,5,4,1.0
Blood,ATP5F1B,CD4_T,IA→AR,IA,AR,1.1090262,1.0776063,-2.799999952316284,↓,1.0,NS,6/12,4,3,1.0
Blood,ATP5F1B,CD4_T,CR→AR,CR,AR,1.0018982,1.0776063,7.599999904632568,↑,0.2,NS,8/9,3,3,0.6414634146341464
Blood,ATP5F1B,CD8_T,NL→IT,NL,IT,0.98635024,0.98736733,0.1000000014901161,↑,0.690476,NS,10/25,5,5,0.9557641473684211
Blood,ATP5F1B,CD8_T,NL→IA,NL,IA,0.98635024,1.2001145,21.700000762939453,↑,0.111111,NS,17/20,5,4,0.5126700526315789
Blood,ATP5F1B,CD8_T,NL→AR,NL,AR,0.98635024,1.1508198,16.700000762939453,↑,0.392857,NS,11/15,5,3,0.7947799307692308
Blood,ATP5F1B,CD8_T,NL→CR,NL,CR,0.98635024,1.0440205,5.800000190734863,↑,1.0,NS,7/15,5,3,1.0
Blood,ATP5F1B,CD8_T,IT→IA,IT,IA,0.98736733,1.2001145,21.5,↑,0.111111,NS,17/20,5,4,0.960527203539823
Blood,ATP5F1B,CD8_T,IA→AR,IA,AR,1.2001145,1.1508198,-4.099999904632568,↓,0.857143,NS,7/12,4,3,1.0
Blood,ATP5F1B,CD8_T,CR→AR,CR,AR,1.0440205,1.1508198,10.199999809265137,↑,0.2,NS,8/9,3,3,0.536734693877551
Blood,ATP5F1B,NK,NL→IT,NL,IT,0.8665861,0.9373158,8.199999809265137,↑,0.547619,NS,16/25,5,5,0.8001322055555555
Blood,ATP5F1B,NK,NL→IA,NL,IA,0.8665861,1.1385143,31.39999961853028,↑,0.111111,NS,17/20,5,4,0.3563682073170732
Blood,ATP5F1B,NK,NL→AR,NL,AR,0.8665861,1.0780982,24.39999961853028,↑,0.392857,NS,11/15,5,3,0.6934321543624162
Blood,ATP5F1B,NK,NL→CR,NL,CR,0.8665861,1.1293244,30.299999237060547,↑,0.25,NS,12/15,5,3,0.6032110091743119
Blood,ATP5F1B,NK,IT→IA,IT,IA,0.9373158,1.1385143,21.5,↑,0.063492,†,18/20,5,4,0.9276886666666667
Blood,ATP5F1B,NK,IA→AR,IA,AR,1.1385143,1.0780982,-5.300000190734863,↓,0.4,NS,9/12,4,3,0.9924528301886792
Blood,ATP5F1B,NK,CR→AR,CR,AR,1.1293244,1.0780982,-4.5,↓,0.7,NS,6/9,3,3,0.9113861386138613
Blood,ATP5F1B,B,NL→IT,NL,IT,0.8480228,0.9790104,15.399999618530272,↑,0.420635,NS,17/25,5,5,0.7097833949044586
Blood,ATP5F1B,B,NL→IA,NL,IA,0.8480228,1.0588901,24.89999961853028,↑,0.031746,*,19/20,5,4,0.3630086086956522
Blood,ATP5F1B,B,NL→AR,NL,AR,0.8480228,1.1381044,34.20000076293945,↑,0.035714,*,15/15,5,3,0.23518775000000003
Blood,ATP5F1B,B,NL→CR,NL,CR,0.8480228,1.024271,20.799999237060547,↑,0.142857,NS,13/15,5,3,0.49436040789473695
Blood,ATP5F1B,B,IT→IA,IT,IA,0.9790104,1.0588901,8.199999809265137,↑,0.412698,NS,14/20,5,4,1.0
Blood,ATP5F1B,B,IA→AR,IA,AR,1.0588901,1.1381044,7.5,↑,0.628571,NS,8/12,4,3,1.0
Blood,ATP5F1B,B,CR→AR,CR,AR,1.024271,1.1381044,11.100000381469728,↑,0.4,NS,7/9,3,3,0.8030534351145039
Blood,ATP5F1B,PlasmaB,NL→IT,NL,IT,1.0606058,1.3246176,24.89999961853028,↑,0.015873,*,24/25,5,5,0.16698396000000004
Blood,ATP5F1B,PlasmaB,NL→IA,NL,IA,1.0606058,1.3479153,27.100000381469727,↑,0.285714,NS,15/20,5,4,0.6059901774193549
Blood,ATP5F1B,PlasmaB,NL→AR,NL,AR,1.0606058,1.3622841,28.39999961853028,↑,0.071429,†,14/15,5,3,0.5066470487804878
Blood,ATP5F1B,PlasmaB,NL→CR,NL,CR,1.0606058,1.2888263,21.5,↑,0.035714,*,15/15,5,3,0.20015978723404257
Blood,ATP5F1B,PlasmaB,IT→IA,IT,IA,1.3246176,1.3479153,1.7999999523162842,↑,0.904762,NS,11/20,5,4,1.0
Blood,ATP5F1B,PlasmaB,IA→AR,IA,AR,1.3479153,1.3622841,1.100000023841858,↑,1.0,NS,6/12,4,3,1.0
Blood,ATP5F1B,PlasmaB,CR→AR,CR,AR,1.2888263,1.3622841,5.699999809265137,↑,1.0,NS,5/9,3,3,1.0
Blood,BAK1,Myeloid,NL→IT,NL,IT,0.05264039,0.15584305,196.1000061035156,↑,0.007937,**,25/25,5,5,0.06523221875
Blood,BAK1,Myeloid,NL→IA,NL,IA,0.05264039,0.12877148,144.60000610351562,↑,0.015873,*,20/20,5,4,0.1189677441860465
Blood,BAK1,Myeloid,NL→AR,NL,AR,0.05264039,0.12770484,142.60000610351562,↑,0.035714,*,15/15,5,3,0.17421314814814814
Blood,BAK1,Myeloid,NL→CR,NL,CR,0.05264039,0.14871906,182.5,↑,0.035714,*,15/15,5,3,0.1093896511627907
Blood,BAK1,Myeloid,IT→IA,IT,IA,0.15584305,0.12877148,-17.399999618530273,↓,0.555556,NS,13/20,5,4,1.0
Blood,BAK1,Myeloid,IA→AR,IA,AR,0.12877148,0.12770484,-0.800000011920929,↓,1.0,NS,6/12,4,3,1.0
Blood,BAK1,Myeloid,CR→AR,CR,AR,0.14871906,0.12770484,-14.100000381469728,↓,0.7,NS,6/9,3,3,0.8936893203883495
Blood,BAK1,CD4_T,NL→IT,NL,IT,0.1333717,0.109044984,-18.200000762939453,↓,1.0,NS,12/25,5,5,1.0
Blood,BAK1,CD4_T,NL→IA,NL,IA,0.1333717,0.14162332,6.199999809265137,↑,1.0,NS,10/20,5,4,1.0
Blood,BAK1,CD4_T,NL→AR,NL,AR,0.1333717,0.1088886,-18.39999961853028,↓,1.0,NS,7/15,5,3,1.0
Blood,BAK1,CD4_T,NL→CR,NL,CR,0.1333717,0.13334528,-0.0,↓,0.571429,NS,5/15,5,3,0.894558494047619
Blood,BAK1,CD4_T,IT→IA,IT,IA,0.109044984,0.14162332,29.89999961853028,↑,0.904762,NS,11/20,5,4,1.0
Blood,BAK1,CD4_T,IA→AR,IA,AR,0.14162332,0.1088886,-23.100000381469727,↓,0.857143,NS,7/12,4,3,1.0
Blood,BAK1,CD4_T,CR→AR,CR,AR,0.13334528,0.1088886,-18.299999237060547,↓,0.2,NS,8/9,3,3,0.6414634146341464
Blood,BAK1,CD8_T,NL→IT,NL,IT,0.1159963,0.11631634,0.3000000119209289,↑,1.0,NS,13/25,5,5,1.0
Blood,BAK1,CD8_T,NL→IA,NL,IA,0.1159963,0.17795777,53.400001525878906,↑,0.412698,NS,14/20,5,4,0.8546423149606299
Blood,BAK1,CD8_T,NL→AR,NL,AR,0.1159963,0.123739,6.699999809265137,↑,0.785714,NS,9/15,5,3,0.9840132476190476
Blood,BAK1,CD8_T,NL→CR,NL,CR,0.1159963,0.13560082,16.899999618530273,↑,0.392857,NS,11/15,5,3,0.7768525639097744
Blood,BAK1,CD8_T,IT→IA,IT,IA,0.11631634,0.17795777,53.0,↑,0.190476,NS,16/20,5,4,0.960527203539823
Blood,BAK1,CD8_T,IA→AR,IA,AR,0.17795777,0.123739,-30.5,↓,0.628571,NS,8/12,4,3,1.0
Blood,BAK1,CD8_T,CR→AR,CR,AR,0.13560082,0.123739,-8.699999809265137,↓,1.0,NS,5/9,3,3,1.0
Blood,BAK1,NK,NL→IT,NL,IT,0.11685145,0.12904239,10.399999618530272,↑,0.84127,NS,14/25,5,5,0.9877411160714286
Blood,BAK1,NK,NL→IA,NL,IA,0.11685145,0.17877054,53.0,↑,0.285714,NS,15/20,5,4,0.5367341571428572
Blood,BAK1,NK,NL→AR,NL,AR,0.11685145,0.13444366,15.100000381469728,↑,1.0,NS,8/15,5,3,1.0
Blood,BAK1,NK,NL→CR,NL,CR,0.11685145,0.1621,38.70000076293945,↑,0.25,NS,12/15,5,3,0.6032110091743119
Blood,BAK1,NK,IT→IA,IT,IA,0.12904239,0.17877054,38.5,↑,0.412698,NS,14/20,5,4,0.9521015263157895
Blood,BAK1,NK,IA→AR,IA,AR,0.17877054,0.13444366,-24.799999237060547,↓,0.228571,NS,10/12,4,3,0.9924528301886792
Blood,BAK1,NK,CR→AR,CR,AR,0.1621,0.13444366,-17.100000381469727,↓,0.1,NS,9/9,3,3,0.536734693877551
Blood,BAK1,B,NL→IT,NL,IT,0.04720702,0.079278864,67.9000015258789,↑,0.401965,NS,17/25,5,5,0.7097833949044586
Blood,BAK1,B,NL→IA,NL,IA,0.04720702,0.11249827,138.3000030517578,↑,0.176098,NS,16/20,5,4,0.538657935483871
Blood,BAK1,B,NL→AR,NL,AR,0.04720702,0.09766848,106.9000015258789,↑,0.230243,NS,12/15,5,3,0.581858407079646
Blood,BAK1,B,NL→CR,NL,CR,0.04720702,0.10607633,124.6999969482422,↑,0.230243,NS,12/15,5,3,0.6032110091743119
Blood,BAK1,B,IT→IA,IT,IA,0.079278864,0.11249827,41.900001525878906,↑,0.555556,NS,13/20,5,4,1.0
Blood,BAK1,B,IA→AR,IA,AR,0.11249827,0.09766848,-13.199999809265137,↓,0.628571,NS,4/12,4,3,1.0
Blood,BAK1,B,CR→AR,CR,AR,0.10607633,0.09766848,-7.900000095367432,↓,0.7,NS,6/9,3,3,0.9251256281407034
Blood,BAK1,PlasmaB,NL→IT,NL,IT,0.40167698,0.22062662,-45.09999847412109,↓,0.095238,†,21/25,5,5,0.33396792000000003
Blood,BAK1,PlasmaB,NL→IA,NL,IA,0.40167698,0.27602124,-31.299999237060547,↓,0.285714,NS,15/20,5,4,0.6059901774193549
Blood,BAK1,PlasmaB,NL→AR,NL,AR,0.40167698,0.48815632,21.5,↑,0.392857,NS,11/15,5,3,0.7433193597122303
Blood,BAK1,PlasmaB,NL→CR,NL,CR,0.40167698,0.23493914,-41.5,↓,0.142857,NS,13/15,5,3,0.3954883263157895
Blood,BAK1,PlasmaB,IT→IA,IT,IA,0.22062662,0.27602124,25.100000381469727,↑,1.0,NS,10/20,5,4,1.0
Blood,BAK1,PlasmaB,IA→AR,IA,AR,0.27602124,0.48815632,76.9000015258789,↑,0.228571,NS,10/12,4,3,1.0
Blood,BAK1,PlasmaB,CR→AR,CR,AR,0.23493914,0.48815632,107.8000030517578,↑,0.1,NS,9/9,3,3,0.3207317073170732
Blood,BATF,Myeloid,NL→IT,NL,IT,0.09531076,0.1258401,32.0,↑,0.690476,NS,15/25,5,5,0.8179963423423423
Blood,BATF,Myeloid,NL→IA,NL,IA,0.09531076,0.121907264,27.89999961853028,↑,0.555556,NS,13/20,5,4,0.6892039056603774
Blood,BATF,Myeloid,NL→AR,NL,AR,0.09531076,0.14284736,49.900001525878906,↑,0.571429,NS,10/15,5,3,0.7590193282828283
Blood,BATF,Myeloid,NL→CR,NL,CR,0.09531076,0.1323054,38.79999923706055,↑,0.25,NS,12/15,5,3,0.39848484848484844
Blood,BATF,Myeloid,IT→IA,IT,IA,0.1258401,0.121907264,-3.0999999046325684,↓,1.0,NS,10/20,5,4,1.0
Blood,BATF,Myeloid,IA→AR,IA,AR,0.121907264,0.14284736,17.200000762939453,↑,0.4,NS,9/12,4,3,1.0
Blood,BATF,Myeloid,CR→AR,CR,AR,0.1323054,0.14284736,8.0,↑,0.7,NS,6/9,3,3,0.8936893203883495
Blood,BATF,CD4_T,NL→IT,NL,IT,0.40735778,0.24605688,-39.59999847412109,↓,0.031746,*,23/25,5,5,0.4911292941176471
Blood,BATF,CD4_T,NL→IA,NL,IA,0.40735778,0.278886,-31.5,↓,0.285714,NS,15/20,5,4,0.7514278200000001
Blood,BATF,CD4_T,NL→AR,NL,AR,0.40735778,0.23824696,-41.5,↓,0.035714,*,15/15,5,3,0.42694463636363644
Blood,BATF,CD4_T,NL→CR,NL,CR,0.40735778,0.15194921,-62.70000076293945,↓,0.035714,*,15/15,5,3,0.21347231818181822
Blood,BATF,CD4_T,IT→IA,IT,IA,0.24605688,0.278886,13.300000190734863,↑,0.904762,NS,11/20,5,4,1.0
Blood,BATF,CD4_T,IA→AR,IA,AR,0.278886,0.23824696,-14.600000381469728,↓,0.857143,NS,7/12,4,3,1.0
Blood,BATF,CD4_T,CR→AR,CR,AR,0.15194921,0.23824696,56.79999923706055,↑,0.7,NS,6/9,3,3,0.8523148148148147
Blood,BATF,CD8_T,NL→IT,NL,IT,0.25416154,0.29571903,16.399999618530273,↑,0.690476,NS,15/25,5,5,0.9557641473684211
Blood,BATF,CD8_T,NL→IA,NL,IA,0.25416154,0.3154586,24.100000381469727,↑,0.730159,NS,12/20,5,4,0.9847785487179487
Blood,BATF,CD8_T,NL→AR,NL,AR,0.25416154,0.39530277,55.5,↑,0.142857,NS,13/15,5,3,0.6709176964285716
Blood,BATF,CD8_T,NL→CR,NL,CR,0.25416154,0.15853408,-37.59999847412109,↓,0.392857,NS,11/15,5,3,0.7768525639097744
Blood,BATF,CD8_T,IT→IA,IT,IA,0.29571903,0.3154586,6.699999809265137,↑,0.904762,NS,11/20,5,4,1.0
Blood,BATF,CD8_T,IA→AR,IA,AR,0.3154586,0.39530277,25.299999237060547,↑,0.628571,NS,8/12,4,3,1.0
Blood,BATF,CD8_T,CR→AR,CR,AR,0.15853408,0.39530277,149.3000030517578,↑,0.1,NS,9/9,3,3,0.3925373134328358
Blood,BATF,NK,NL→IT,NL,IT,0.30663416,0.48784336,59.09999847412109,↑,0.095238,†,21/25,5,5,0.41061629508196723
Blood,BATF,NK,NL→IA,NL,IA,0.30663416,0.38641968,26.0,↑,0.285714,NS,15/20,5,4,0.5367341571428572
Blood,BATF,NK,NL→AR,NL,AR,0.30663416,0.5022363,63.79999923706055,↑,0.071429,†,14/15,5,3,0.37571654000000004
Blood,BATF,NK,NL→CR,NL,CR,0.30663416,0.26460844,-13.699999809265137,↓,0.785714,NS,9/15,5,3,0.9392853727272727
Blood,BATF,NK,IT→IA,IT,IA,0.48784336,0.38641968,-20.799999237060547,↓,0.285714,NS,15/20,5,4,0.9521015263157895
Blood,BATF,NK,IA→AR,IA,AR,0.38641968,0.5022363,30.0,↑,0.628571,NS,8/12,4,3,1.0
Blood,BATF,NK,CR→AR,CR,AR,0.26460844,0.5022363,89.80000305175781,↑,0.1,NS,9/9,3,3,0.536734693877551
Blood,BATF,B,NL→IT,NL,IT,0.10192666,0.11460469,12.399999618530272,↑,0.547619,NS,16/25,5,5,0.7913395439560439
Blood,BATF,B,NL→IA,NL,IA,0.10192666,0.08987917,-11.800000190734863,↓,0.555556,NS,13/20,5,4,0.8375787897727274
Blood,BATF,B,NL→AR,NL,AR,0.10192666,0.12930913,26.89999961853028,↑,0.785714,NS,9/15,5,3,0.9435743470319635
Blood,BATF,B,NL→CR,NL,CR,0.10192666,0.046337534,-54.5,↓,0.071429,†,14/15,5,3,0.37093801785714287
Blood,BATF,B,IT→IA,IT,IA,0.11460469,0.08987917,-21.600000381469727,↓,0.285714,NS,15/20,5,4,1.0
Blood,BATF,B,IA→AR,IA,AR,0.08987917,0.12930913,43.900001525878906,↑,0.228571,NS,10/12,4,3,1.0
Blood,BATF,B,CR→AR,CR,AR,0.046337534,0.12930913,179.10000610351562,↑,0.2,NS,8/9,3,3,0.5977272727272728
Blood,BATF,PlasmaB,NL→IT,NL,IT,0.03627478,0.098835945,172.5,↑,0.057008,†,22/25,5,5,0.26901725862068965
Blood,BATF,PlasmaB,NL→IA,NL,IA,0.03627478,0.08130218,124.0999984741211,↑,0.170609,NS,16/20,5,4,0.5111753877551021
Blood,BATF,PlasmaB,NL→AR,NL,AR,0.03627478,0.09852908,171.60000610351562,↑,0.12663,NS,13/15,5,3,0.62618985
Blood,BATF,PlasmaB,NL→CR,NL,CR,0.03627478,0.06125022,68.9000015258789,↑,0.359397,NS,11/15,5,3,0.624798070967742
Blood,BATF,PlasmaB,IT→IA,IT,IA,0.098835945,0.08130218,-17.700000762939453,↓,0.904762,NS,11/20,5,4,1.0
Blood,BATF,PlasmaB,IA→AR,IA,AR,0.08130218,0.09852908,21.200000762939453,↑,1.0,NS,6/12,4,3,1.0
Blood,BATF,PlasmaB,CR→AR,CR,AR,0.06125022,0.09852908,60.900001525878906,↑,0.7,NS,6/9,3,3,0.9251256281407034
Blood,BCL2,Myeloid,NL→IT,NL,IT,0.06617196,0.023821102,-64.0,↓,0.420635,NS,8/25,5,5,0.5744123350515464
Blood,BCL2,Myeloid,NL→IA,NL,IA,0.06617196,0.066593,0.6000000238418579,↑,0.190476,NS,16/20,5,4,0.3603970359712231
Blood,BCL2,Myeloid,NL→AR,NL,AR,0.06617196,0.034648567,-47.59999847412109,↓,0.392857,NS,4/15,5,3,0.5676999505494505
Blood,BCL2,Myeloid,NL→CR,NL,CR,0.06617196,0.04932962,-25.5,↓,0.25,NS,3/15,5,3,0.39848484848484844
Blood,BCL2,Myeloid,IT→IA,IT,IA,0.023821102,0.066593,179.60000610351562,↑,0.904762,NS,11/20,5,4,1.0
Blood,BCL2,Myeloid,IA→AR,IA,AR,0.066593,0.034648567,-48.0,↓,1.0,NS,6/12,4,3,1.0
Blood,BCL2,Myeloid,CR→AR,CR,AR,0.04932962,0.034648567,-29.799999237060547,↓,0.2,NS,8/9,3,3,0.5977272727272728
Blood,BCL2,CD4_T,NL→IT,NL,IT,0.35707596,0.3484101,-2.400000095367432,↓,1.0,NS,13/25,5,5,1.0
Blood,BCL2,CD4_T,NL→IA,NL,IA,0.35707596,0.39280775,10.0,↑,0.555556,NS,13/20,5,4,0.9019211604938272
Blood,BCL2,CD4_T,NL→AR,NL,AR,0.35707596,0.437494,22.5,↑,0.785714,NS,9/15,5,3,0.9611292186046512
Blood,BCL2,CD4_T,NL→CR,NL,CR,0.35707596,0.5132206,43.70000076293945,↑,0.142857,NS,13/15,5,3,0.5218248750000001
Blood,BCL2,CD4_T,IT→IA,IT,IA,0.3484101,0.39280775,12.699999809265137,↑,0.904762,NS,11/20,5,4,1.0
Blood,BCL2,CD4_T,IA→AR,IA,AR,0.39280775,0.437494,11.399999618530272,↑,0.857143,NS,7/12,4,3,1.0
Blood,BCL2,CD4_T,CR→AR,CR,AR,0.5132206,0.437494,-14.800000190734863,↓,0.4,NS,7/9,3,3,0.7356643356643358
Blood,BCL2,CD8_T,NL→IT,NL,IT,0.26616254,0.28104106,5.599999904632568,↑,0.690476,NS,15/25,5,5,0.9557641473684211
Blood,BCL2,CD8_T,NL→IA,NL,IA,0.26616254,0.30980992,16.399999618530273,↑,0.555556,NS,13/20,5,4,0.9131951750000001
Blood,BCL2,CD8_T,NL→AR,NL,AR,0.26616254,0.33425513,25.600000381469727,↑,0.571429,NS,10/15,5,3,0.93928641875
Blood,BCL2,CD8_T,NL→CR,NL,CR,0.26616254,0.41584834,56.20000076293945,↑,0.142857,NS,13/15,5,3,0.5218248750000001
Blood,BCL2,CD8_T,IT→IA,IT,IA,0.28104106,0.30980992,10.199999809265137,↑,0.904762,NS,9/20,5,4,1.0
Blood,BCL2,CD8_T,IA→AR,IA,AR,0.30980992,0.33425513,7.900000095367432,↑,0.628571,NS,8/12,4,3,1.0
Blood,BCL2,CD8_T,CR→AR,CR,AR,0.41584834,0.33425513,-19.600000381469727,↓,0.4,NS,7/9,3,3,0.7108108108108108
Blood,BCL2,NK,NL→IT,NL,IT,0.12109802,0.13110915,8.300000190734863,↑,0.547619,NS,16/25,5,5,0.8001322055555555
Blood,BCL2,NK,NL→IA,NL,IA,0.12109802,0.13438362,11.0,↑,0.730159,NS,12/20,5,4,0.8931712418604651
Blood,BCL2,NK,NL→AR,NL,AR,0.12109802,0.15128775,24.89999961853028,↑,0.571429,NS,10/15,5,3,0.8303084364640884
Blood,BCL2,NK,NL→CR,NL,CR,0.12109802,0.1792414,48.0,↑,0.071429,†,14/15,5,3,0.3354611964285715
Blood,BCL2,NK,IT→IA,IT,IA,0.13110915,0.13438362,2.5,↑,1.0,NS,10/20,5,4,1.0
Blood,BCL2,NK,IA→AR,IA,AR,0.13438362,0.15128775,12.600000381469728,↑,0.857143,NS,7/12,4,3,1.0
Blood,BCL2,NK,CR→AR,CR,AR,0.1792414,0.15128775,-15.600000381469728,↓,0.7,NS,6/9,3,3,0.9113861386138613
Blood,BCL2,B,NL→IT,NL,IT,0.18354008,0.3380975,84.19999694824219,↑,0.007937,**,25/25,5,5,0.23192216666666668
Blood,BCL2,B,NL→IA,NL,IA,0.18354008,0.3403198,85.4000015258789,↑,0.063492,†,18/20,5,4,0.3719963478260869
Blood,BCL2,B,NL→AR,NL,AR,0.18354008,0.40717253,121.8000030517578,↑,0.142857,NS,13/15,5,3,0.46384433333333336
Blood,BCL2,B,NL→CR,NL,CR,0.18354008,0.47938323,161.1999969482422,↑,0.035714,*,15/15,5,3,0.24121820512820516
Blood,BCL2,B,IT→IA,IT,IA,0.3380975,0.3403198,0.699999988079071,↑,1.0,NS,10/20,5,4,1.0
Blood,BCL2,B,IA→AR,IA,AR,0.3403198,0.40717253,19.600000381469727,↑,0.628571,NS,8/12,4,3,1.0
Blood,BCL2,B,CR→AR,CR,AR,0.47938323,0.40717253,-15.100000381469728,↓,1.0,NS,5/9,3,3,1.0
Blood,BCL2,PlasmaB,NL→IT,NL,IT,0.05113567,0.11200142,119.0,↑,0.138792,NS,20/25,5,5,0.40468185714285715
Blood,BCL2,PlasmaB,NL→IA,NL,IA,0.05113567,0.15505159,203.1999969482422,↑,0.105364,NS,17/20,5,4,0.44241320512820514
Blood,BCL2,PlasmaB,NL→AR,NL,AR,0.05113567,0.17703198,246.1999969482422,↑,0.12663,NS,13/15,5,3,0.62618985
Blood,BCL2,PlasmaB,NL→CR,NL,CR,0.05113567,0.24226862,373.7999877929688,↑,0.032473,*,15/15,5,3,0.20015978723404257
Blood,BCL2,PlasmaB,IT→IA,IT,IA,0.11200142,0.15505159,38.400001525878906,↑,0.555556,NS,13/20,5,4,1.0
Blood,BCL2,PlasmaB,IA→AR,IA,AR,0.15505159,0.17703198,14.199999809265137,↑,0.4,NS,9/12,4,3,1.0
Blood,BCL2,PlasmaB,CR→AR,CR,AR,0.24226862,0.17703198,-26.89999961853028,↓,0.1,NS,9/9,3,3,0.3207317073170732
Blood,BCL6,Myeloid,NL→IT,NL,IT,0.11060695,0.18931964,71.19999694824219,↑,0.20869,NS,19/25,5,5,0.3607678148148148
Blood,BCL6,Myeloid,NL→IA,NL,IA,0.11060695,0.16862756,52.5,↑,0.538594,NS,13/20,5,4,0.6892039056603774
Blood,BCL6,Myeloid,NL→AR,NL,AR,0.11060695,0.22492741,103.4000015258789,↑,0.230243,NS,12/15,5,3,0.4297385620915033
