tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,Myeloid,angiogenesis,NL→IT,NL,IT,0.058867,0.021536,-63.4,↓,0.082251,†,25/30,6,5
Liver,Myeloid,angiogenesis,NL→IA,NL,IA,0.058867,0.008782,-85.1,↓,0.035344,*,27/30,6,5
Liver,Myeloid,angiogenesis,NL→AR,NL,AR,0.058867,0.0272,-53.8,↓,0.261905,NS,14/18,6,3
Liver,Myeloid,angiogenesis,NL→CR,NL,CR,0.058867,0.015946,-72.9,↓,0.095238,†,16/18,6,3
Liver,Myeloid,angiogenesis,IT→IA,IT,IA,0.021536,0.008782,-59.2,↓,0.090688,†,20/25,5,5
Liver,Myeloid,angiogenesis,IA→AR,IA,AR,0.008782,0.0272,209.7,↑,0.359397,NS,10/15,5,3
Liver,Myeloid,angiogenesis,CR→AR,CR,AR,0.015946,0.0272,70.6,↑,0.7,NS,6/9,3,3
Liver,CD4_T,angiogenesis,NL→IT,NL,IT,0.016291,0.010828,-33.5,↓,0.132035,NS,28/36,6,6
Liver,CD4_T,angiogenesis,NL→IA,NL,IA,0.016291,0.007337,-55.0,↓,0.008658,**,29/30,6,5
Liver,CD4_T,angiogenesis,NL→AR,NL,AR,0.016291,0.010221,-37.3,↓,0.380952,NS,13/18,6,3
Liver,CD4_T,angiogenesis,NL→CR,NL,CR,0.016291,0.008879,-45.5,↓,0.095238,†,16/18,6,3
Liver,CD4_T,angiogenesis,IT→IA,IT,IA,0.010828,0.007337,-32.2,↓,0.177489,NS,23/30,6,5
Liver,CD4_T,angiogenesis,IA→AR,IA,AR,0.007337,0.010221,39.3,↑,0.571429,NS,10/15,5,3
Liver,CD4_T,angiogenesis,CR→AR,CR,AR,0.008879,0.010221,15.1,↑,1.0,NS,5/9,3,3
Liver,CD8_T,angiogenesis,NL→IT,NL,IT,0.014166,0.011055,-22.0,↓,0.179654,NS,27/36,6,6
Liver,CD8_T,angiogenesis,NL→IA,NL,IA,0.014166,0.007245,-48.9,↓,0.004329,**,30/30,6,5
Liver,CD8_T,angiogenesis,NL→AR,NL,AR,0.014166,0.009045,-36.2,↓,0.095238,†,16/18,6,3
Liver,CD8_T,angiogenesis,NL→CR,NL,CR,0.014166,0.009379,-33.8,↓,0.166667,NS,15/18,6,3
Liver,CD8_T,angiogenesis,IT→IA,IT,IA,0.011055,0.007245,-34.5,↓,0.177489,NS,23/30,6,5
Liver,CD8_T,angiogenesis,IA→AR,IA,AR,0.007245,0.009045,24.8,↑,0.25,NS,12/15,5,3
Liver,CD8_T,angiogenesis,CR→AR,CR,AR,0.009379,0.009045,-3.6,↓,1.0,NS,5/9,3,3
Liver,NK,angiogenesis,NL→IT,NL,IT,0.012662,0.009285,-26.7,↓,0.177489,NS,23/30,6,5
Liver,NK,angiogenesis,NL→IA,NL,IA,0.012662,0.006149,-51.4,↓,0.017316,*,28/30,6,5
Liver,NK,angiogenesis,NL→AR,NL,AR,0.012662,0.00951,-24.9,↓,0.547619,NS,12/18,6,3
Liver,NK,angiogenesis,NL→CR,NL,CR,0.012662,0.010061,-20.5,↓,0.380952,NS,13/18,6,3
Liver,NK,angiogenesis,IT→IA,IT,IA,0.009285,0.006149,-33.8,↓,0.222222,NS,19/25,5,5
Liver,NK,angiogenesis,IA→AR,IA,AR,0.006149,0.00951,54.6,↑,0.392857,NS,11/15,5,3
Liver,NK,angiogenesis,CR→AR,CR,AR,0.010061,0.00951,-5.5,↓,1.0,NS,4/9,3,3
Liver,B,angiogenesis,NL→IT,NL,IT,0.027169,0.027527,1.3,↑,0.536797,NS,11/30,6,5
Liver,B,angiogenesis,NL→IA,NL,IA,0.027169,0.016034,-41.0,↓,0.051948,†,26/30,6,5
Liver,B,angiogenesis,NL→AR,NL,AR,0.027169,0.023277,-14.3,↓,0.547619,NS,12/18,6,3
Liver,B,angiogenesis,NL→CR,NL,CR,0.027169,0.017574,-35.3,↓,0.166667,NS,15/18,6,3
Liver,B,angiogenesis,IT→IA,IT,IA,0.027527,0.016034,-41.8,↓,0.547619,NS,16/25,5,5
Liver,B,angiogenesis,IA→AR,IA,AR,0.016034,0.023277,45.2,↑,0.785714,NS,6/15,5,3
Liver,B,angiogenesis,CR→AR,CR,AR,0.017574,0.023277,32.5,↑,0.7,NS,3/9,3,3
Liver,PlasmaB,angiogenesis,NL→IT,NL,IT,0.006205,0.01263,103.5,↑,1.0,NS,13/30,6,5
Liver,PlasmaB,angiogenesis,NL→IA,NL,IA,0.006205,0.017489,181.8,↑,0.513081,NS,17/30,6,5
Liver,PlasmaB,angiogenesis,NL→AR,NL,AR,0.006205,0.014041,126.3,↑,0.131296,NS,11/12,6,2
Liver,PlasmaB,angiogenesis,NL→CR,NL,CR,0.006205,0.007995,28.8,↑,0.895533,NS,9/18,6,3
Liver,PlasmaB,angiogenesis,IT→IA,IT,IA,0.01263,0.017489,38.5,↑,1.0,NS,11/25,5,5
Liver,PlasmaB,angiogenesis,IA→AR,IA,AR,0.017489,0.014041,-19.7,↓,1.0,NS,5/10,5,2
Liver,PlasmaB,angiogenesis,CR→AR,CR,AR,0.007995,0.014041,75.6,↑,0.4,NS,5/6,3,2
Liver,Myeloid,antigen_presentation,NL→IT,NL,IT,0.549007,0.744429,35.6,↑,0.004329,**,30/30,6,5
Liver,Myeloid,antigen_presentation,NL→IA,NL,IA,0.549007,0.638968,16.4,↑,0.246753,NS,22/30,6,5
Liver,Myeloid,antigen_presentation,NL→AR,NL,AR,0.549007,0.76509,39.4,↑,0.02381,*,18/18,6,3
Liver,Myeloid,antigen_presentation,NL→CR,NL,CR,0.549007,0.721465,31.4,↑,0.02381,*,18/18,6,3
Liver,Myeloid,antigen_presentation,IT→IA,IT,IA,0.744429,0.638968,-14.2,↓,0.547619,NS,16/25,5,5
Liver,Myeloid,antigen_presentation,IA→AR,IA,AR,0.638968,0.76509,19.7,↑,0.392857,NS,11/15,5,3
Liver,Myeloid,antigen_presentation,CR→AR,CR,AR,0.721465,0.76509,6.0,↑,0.7,NS,6/9,3,3
Liver,CD4_T,antigen_presentation,NL→IT,NL,IT,0.259954,0.339532,30.6,↑,0.015152,*,33/36,6,6
Liver,CD4_T,antigen_presentation,NL→IA,NL,IA,0.259954,0.306017,17.7,↑,0.177489,NS,23/30,6,5
Liver,CD4_T,antigen_presentation,NL→AR,NL,AR,0.259954,0.346266,33.2,↑,0.095238,†,16/18,6,3
Liver,CD4_T,antigen_presentation,NL→CR,NL,CR,0.259954,0.341494,31.4,↑,0.095238,†,16/18,6,3
Liver,CD4_T,antigen_presentation,IT→IA,IT,IA,0.339532,0.306017,-9.9,↓,0.329004,NS,21/30,6,5
Liver,CD4_T,antigen_presentation,IA→AR,IA,AR,0.306017,0.346266,13.2,↑,0.25,NS,12/15,5,3
Liver,CD4_T,antigen_presentation,CR→AR,CR,AR,0.341494,0.346266,1.4,↑,1.0,NS,4/9,3,3
Liver,CD8_T,antigen_presentation,NL→IT,NL,IT,0.305388,0.392296,28.5,↑,0.179654,NS,27/36,6,6
Liver,CD8_T,antigen_presentation,NL→IA,NL,IA,0.305388,0.414049,35.6,↑,0.051948,†,26/30,6,5
Liver,CD8_T,antigen_presentation,NL→AR,NL,AR,0.305388,0.458342,50.1,↑,0.095238,†,16/18,6,3
Liver,CD8_T,antigen_presentation,NL→CR,NL,CR,0.305388,0.431791,41.4,↑,0.166667,NS,15/18,6,3
Liver,CD8_T,antigen_presentation,IT→IA,IT,IA,0.392296,0.414049,5.5,↑,0.428571,NS,20/30,6,5
Liver,CD8_T,antigen_presentation,IA→AR,IA,AR,0.414049,0.458342,10.7,↑,0.785714,NS,9/15,5,3
Liver,CD8_T,antigen_presentation,CR→AR,CR,AR,0.431791,0.458342,6.1,↑,1.0,NS,5/9,3,3
Liver,NK,antigen_presentation,NL→IT,NL,IT,0.320976,0.340365,6.0,↑,0.792208,NS,17/30,6,5
Liver,NK,antigen_presentation,NL→IA,NL,IA,0.320976,0.335719,4.6,↑,0.930736,NS,16/30,6,5
Liver,NK,antigen_presentation,NL→AR,NL,AR,0.320976,0.339533,5.8,↑,0.714286,NS,11/18,6,3
Liver,NK,antigen_presentation,NL→CR,NL,CR,0.320976,0.341077,6.3,↑,0.904762,NS,10/18,6,3
Liver,NK,antigen_presentation,IT→IA,IT,IA,0.340365,0.335719,-1.4,↓,1.0,NS,13/25,5,5
Liver,NK,antigen_presentation,IA→AR,IA,AR,0.335719,0.339533,1.1,↑,1.0,NS,8/15,5,3
Liver,NK,antigen_presentation,CR→AR,CR,AR,0.341077,0.339533,-0.5,↓,1.0,NS,4/9,3,3
Liver,B,antigen_presentation,NL→IT,NL,IT,0.711002,0.773795,8.8,↑,0.004329,**,30/30,6,5
Liver,B,antigen_presentation,NL→IA,NL,IA,0.711002,0.747233,5.1,↑,0.329004,NS,21/30,6,5
Liver,B,antigen_presentation,NL→AR,NL,AR,0.711002,0.758378,6.7,↑,0.380952,NS,13/18,6,3
Liver,B,antigen_presentation,NL→CR,NL,CR,0.711002,0.763961,7.4,↑,0.261905,NS,14/18,6,3
Liver,B,antigen_presentation,IT→IA,IT,IA,0.773795,0.747233,-3.4,↓,0.015873,*,24/25,5,5
Liver,B,antigen_presentation,IA→AR,IA,AR,0.747233,0.758378,1.5,↑,0.785714,NS,9/15,5,3
Liver,B,antigen_presentation,CR→AR,CR,AR,0.763961,0.758378,-0.7,↓,0.7,NS,6/9,3,3
Liver,PlasmaB,antigen_presentation,NL→IT,NL,IT,0.311395,0.560538,80.0,↑,0.017316,*,28/30,6,5
Liver,PlasmaB,antigen_presentation,NL→IA,NL,IA,0.311395,0.635745,104.2,↑,0.004329,**,30/30,6,5
Liver,PlasmaB,antigen_presentation,NL→AR,NL,AR,0.311395,0.764929,145.6,↑,0.071429,†,12/12,6,2
Liver,PlasmaB,antigen_presentation,NL→CR,NL,CR,0.311395,0.523526,68.1,↑,0.02381,*,18/18,6,3
Liver,PlasmaB,antigen_presentation,IT→IA,IT,IA,0.560538,0.635745,13.4,↑,0.690476,NS,15/25,5,5
Liver,PlasmaB,antigen_presentation,IA→AR,IA,AR,0.635745,0.764929,20.3,↑,0.380952,NS,8/10,5,2
Liver,PlasmaB,antigen_presentation,CR→AR,CR,AR,0.523526,0.764929,46.1,↑,0.2,NS,6/6,3,2
Liver,Myeloid,apoptosis,NL→IT,NL,IT,0.06701,0.05222,-22.1,↓,0.246753,NS,22/30,6,5
Liver,Myeloid,apoptosis,NL→IA,NL,IA,0.06701,0.063277,-5.6,↓,0.662338,NS,18/30,6,5
Liver,Myeloid,apoptosis,NL→AR,NL,AR,0.06701,0.034918,-47.9,↓,0.261905,NS,14/18,6,3
Liver,Myeloid,apoptosis,NL→CR,NL,CR,0.06701,0.062794,-6.3,↓,0.904762,NS,10/18,6,3
Liver,Myeloid,apoptosis,IT→IA,IT,IA,0.05222,0.063277,21.2,↑,0.420635,NS,17/25,5,5
Liver,Myeloid,apoptosis,IA→AR,IA,AR,0.063277,0.034918,-44.8,↓,0.25,NS,12/15,5,3
Liver,Myeloid,apoptosis,CR→AR,CR,AR,0.062794,0.034918,-44.4,↓,0.2,NS,8/9,3,3
Liver,CD4_T,apoptosis,NL→IT,NL,IT,0.107156,0.082171,-23.3,↓,0.132035,NS,28/36,6,6
Liver,CD4_T,apoptosis,NL→IA,NL,IA,0.107156,0.101431,-5.3,↓,0.329004,NS,21/30,6,5
Liver,CD4_T,apoptosis,NL→AR,NL,AR,0.107156,0.093604,-12.6,↓,0.380952,NS,13/18,6,3
Liver,CD4_T,apoptosis,NL→CR,NL,CR,0.107156,0.096533,-9.9,↓,0.547619,NS,12/18,6,3
Liver,CD4_T,apoptosis,IT→IA,IT,IA,0.082171,0.101431,23.4,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,apoptosis,IA→AR,IA,AR,0.101431,0.093604,-7.7,↓,0.785714,NS,9/15,5,3
Liver,CD4_T,apoptosis,CR→AR,CR,AR,0.096533,0.093604,-3.0,↓,1.0,NS,5/9,3,3
Liver,CD8_T,apoptosis,NL→IT,NL,IT,0.099309,0.090398,-9.0,↓,0.179654,NS,27/36,6,6
Liver,CD8_T,apoptosis,NL→IA,NL,IA,0.099309,0.098141,-1.2,↓,0.536797,NS,19/30,6,5
Liver,CD8_T,apoptosis,NL→AR,NL,AR,0.099309,0.092885,-6.5,↓,0.547619,NS,12/18,6,3
Liver,CD8_T,apoptosis,NL→CR,NL,CR,0.099309,0.090659,-8.7,↓,0.547619,NS,12/18,6,3
Liver,CD8_T,apoptosis,IT→IA,IT,IA,0.090398,0.098141,8.6,↑,0.930736,NS,16/30,6,5
Liver,CD8_T,apoptosis,IA→AR,IA,AR,0.098141,0.092885,-5.4,↓,1.0,NS,7/15,5,3
Liver,CD8_T,apoptosis,CR→AR,CR,AR,0.090659,0.092885,2.5,↑,1.0,NS,5/9,3,3
Liver,NK,apoptosis,NL→IT,NL,IT,0.091934,0.0869,-5.5,↓,0.428571,NS,20/30,6,5
Liver,NK,apoptosis,NL→IA,NL,IA,0.091934,0.090708,-1.3,↓,0.792208,NS,17/30,6,5
Liver,NK,apoptosis,NL→AR,NL,AR,0.091934,0.091782,-0.2,↓,1.0,NS,9/18,6,3
Liver,NK,apoptosis,NL→CR,NL,CR,0.091934,0.088182,-4.1,↓,0.904762,NS,10/18,6,3
Liver,NK,apoptosis,IT→IA,IT,IA,0.0869,0.090708,4.4,↑,1.0,NS,13/25,5,5
Liver,NK,apoptosis,IA→AR,IA,AR,0.090708,0.091782,1.2,↑,0.571429,NS,10/15,5,3
Liver,NK,apoptosis,CR→AR,CR,AR,0.088182,0.091782,4.1,↑,1.0,NS,5/9,3,3
Liver,B,apoptosis,NL→IT,NL,IT,0.070656,0.09306,31.7,↑,0.536797,NS,19/30,6,5
Liver,B,apoptosis,NL→IA,NL,IA,0.070656,0.065725,-7.0,↓,0.428571,NS,20/30,6,5
Liver,B,apoptosis,NL→AR,NL,AR,0.070656,0.077802,10.1,↑,1.0,NS,9/18,6,3
Liver,B,apoptosis,NL→CR,NL,CR,0.070656,0.066641,-5.7,↓,0.547619,NS,12/18,6,3
Liver,B,apoptosis,IT→IA,IT,IA,0.09306,0.065725,-29.4,↓,0.095238,†,21/25,5,5
Liver,B,apoptosis,IA→AR,IA,AR,0.065725,0.077802,18.4,↑,0.785714,NS,9/15,5,3
Liver,B,apoptosis,CR→AR,CR,AR,0.066641,0.077802,16.7,↑,0.7,NS,6/9,3,3
Liver,PlasmaB,apoptosis,NL→IT,NL,IT,0.104379,0.056055,-46.3,↓,0.082251,†,25/30,6,5
Liver,PlasmaB,apoptosis,NL→IA,NL,IA,0.104379,0.097717,-6.4,↓,0.536797,NS,19/30,6,5
Liver,PlasmaB,apoptosis,NL→AR,NL,AR,0.104379,0.058766,-43.7,↓,0.285714,NS,10/12,6,2
Liver,PlasmaB,apoptosis,NL→CR,NL,CR,0.104379,0.073588,-29.5,↓,0.714286,NS,11/18,6,3
Liver,PlasmaB,apoptosis,IT→IA,IT,IA,0.056055,0.097717,74.3,↑,0.055556,†,22/25,5,5
Liver,PlasmaB,apoptosis,IA→AR,IA,AR,0.097717,0.058766,-39.9,↓,0.380952,NS,8/10,5,2
Liver,PlasmaB,apoptosis,CR→AR,CR,AR,0.073588,0.058766,-20.1,↓,0.8,NS,4/6,3,2
Liver,Myeloid,cancer_associated,NL→IT,NL,IT,0.043878,0.04202,-4.2,↓,0.792208,NS,17/30,6,5
Liver,Myeloid,cancer_associated,NL→IA,NL,IA,0.043878,0.015486,-64.7,↓,0.125541,NS,24/30,6,5
Liver,Myeloid,cancer_associated,NL→AR,NL,AR,0.043878,0.032065,-26.9,↓,0.714286,NS,11/18,6,3
Liver,Myeloid,cancer_associated,NL→CR,NL,CR,0.043878,0.022241,-49.3,↓,0.380952,NS,13/18,6,3
Liver,Myeloid,cancer_associated,IT→IA,IT,IA,0.04202,0.015486,-63.1,↓,0.095238,†,21/25,5,5
Liver,Myeloid,cancer_associated,IA→AR,IA,AR,0.015486,0.032065,107.1,↑,0.453356,NS,10/15,5,3
Liver,Myeloid,cancer_associated,CR→AR,CR,AR,0.022241,0.032065,44.2,↑,0.7,NS,6/9,3,3
Liver,CD4_T,cancer_associated,NL→IT,NL,IT,0.008282,0.007599,-8.3,↓,1.0,NS,18/36,6,6
Liver,CD4_T,cancer_associated,NL→IA,NL,IA,0.008282,0.010976,32.5,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,cancer_associated,NL→AR,NL,AR,0.008282,0.006544,-21.0,↓,0.166667,NS,15/18,6,3
Liver,CD4_T,cancer_associated,NL→CR,NL,CR,0.008282,0.008396,1.4,↑,0.904762,NS,8/18,6,3
Liver,CD4_T,cancer_associated,IT→IA,IT,IA,0.007599,0.010976,44.4,↑,0.536797,NS,19/30,6,5
Liver,CD4_T,cancer_associated,IA→AR,IA,AR,0.010976,0.006544,-40.4,↓,0.142857,NS,13/15,5,3
Liver,CD4_T,cancer_associated,CR→AR,CR,AR,0.008396,0.006544,-22.1,↓,0.1,NS,9/9,3,3
Liver,CD8_T,cancer_associated,NL→IT,NL,IT,0.008593,0.011268,31.1,↑,0.937229,NS,17/36,6,6
Liver,CD8_T,cancer_associated,NL→IA,NL,IA,0.008593,0.01179,37.2,↑,0.930736,NS,14/30,6,5
Liver,CD8_T,cancer_associated,NL→AR,NL,AR,0.008593,0.006135,-28.6,↓,0.095238,†,16/18,6,3
Liver,CD8_T,cancer_associated,NL→CR,NL,CR,0.008593,0.006583,-23.4,↓,0.261905,NS,14/18,6,3
Liver,CD8_T,cancer_associated,IT→IA,IT,IA,0.011268,0.01179,4.6,↑,1.0,NS,15/30,6,5
Liver,CD8_T,cancer_associated,IA→AR,IA,AR,0.01179,0.006135,-48.0,↓,0.25,NS,12/15,5,3
Liver,CD8_T,cancer_associated,CR→AR,CR,AR,0.006583,0.006135,-6.8,↓,1.0,NS,5/9,3,3
Liver,NK,cancer_associated,NL→IT,NL,IT,0.009812,0.01572,60.2,↑,0.177489,NS,23/30,6,5
Liver,NK,cancer_associated,NL→IA,NL,IA,0.009812,0.012647,28.9,↑,0.329004,NS,21/30,6,5
Liver,NK,cancer_associated,NL→AR,NL,AR,0.009812,0.006464,-34.1,↓,0.547619,NS,12/18,6,3
Liver,NK,cancer_associated,NL→CR,NL,CR,0.009812,0.01661,69.3,↑,0.261905,NS,14/18,6,3
Liver,NK,cancer_associated,IT→IA,IT,IA,0.01572,0.012647,-19.5,↓,0.84127,NS,14/25,5,5
Liver,NK,cancer_associated,IA→AR,IA,AR,0.012647,0.006464,-48.9,↓,0.25,NS,12/15,5,3
Liver,NK,cancer_associated,CR→AR,CR,AR,0.01661,0.006464,-61.1,↓,0.4,NS,7/9,3,3
Liver,B,cancer_associated,NL→IT,NL,IT,0.017489,0.01391,-20.5,↓,1.0,NS,15/30,6,5
Liver,B,cancer_associated,NL→IA,NL,IA,0.017489,0.014037,-19.7,↓,1.0,NS,15/30,6,5
Liver,B,cancer_associated,NL→AR,NL,AR,0.017489,0.006762,-61.3,↓,0.261905,NS,14/18,6,3
Liver,B,cancer_associated,NL→CR,NL,CR,0.017489,0.016959,-3.0,↓,1.0,NS,9/18,6,3
Liver,B,cancer_associated,IT→IA,IT,IA,0.01391,0.014037,0.9,↑,0.690476,NS,10/25,5,5
Liver,B,cancer_associated,IA→AR,IA,AR,0.014037,0.006762,-51.8,↓,0.071429,†,14/15,5,3
Liver,B,cancer_associated,CR→AR,CR,AR,0.016959,0.006762,-60.1,↓,0.4,NS,7/9,3,3
Liver,PlasmaB,cancer_associated,NL→IT,NL,IT,0.020049,0.005238,-73.9,↓,0.092601,†,23/30,6,5
Liver,PlasmaB,cancer_associated,NL→IA,NL,IA,0.020049,0.019669,-1.9,↓,0.854805,NS,16/30,6,5
Liver,PlasmaB,cancer_associated,NL→AR,NL,AR,0.020049,0.000668,-96.7,↓,0.17981,NS,10/12,6,2
Liver,PlasmaB,cancer_associated,NL→CR,NL,CR,0.020049,0.001666,-91.7,↓,0.119782,NS,15/18,6,3
Liver,PlasmaB,cancer_associated,IT→IA,IT,IA,0.005238,0.019669,275.5,↑,0.161238,NS,18/25,5,5
Liver,PlasmaB,cancer_associated,IA→AR,IA,AR,0.019669,0.000668,-96.6,↓,0.241032,NS,8/10,5,2
Liver,PlasmaB,cancer_associated,CR→AR,CR,AR,0.001666,0.000668,-59.9,↓,0.553617,NS,4/6,3,2
Liver,Myeloid,cell_cycle,NL→IT,NL,IT,0.066001,0.085732,29.9,↑,0.030303,*,27/30,6,5
Liver,Myeloid,cell_cycle,NL→IA,NL,IA,0.066001,0.056651,-14.2,↓,0.536797,NS,19/30,6,5
Liver,Myeloid,cell_cycle,NL→AR,NL,AR,0.066001,0.084265,27.7,↑,0.095238,†,16/18,6,3
Liver,Myeloid,cell_cycle,NL→CR,NL,CR,0.066001,0.059775,-9.4,↓,0.904762,NS,10/18,6,3
Liver,Myeloid,cell_cycle,IT→IA,IT,IA,0.085732,0.056651,-33.9,↓,0.055556,†,22/25,5,5
Liver,Myeloid,cell_cycle,IA→AR,IA,AR,0.056651,0.084265,48.7,↑,0.142857,NS,13/15,5,3
Liver,Myeloid,cell_cycle,CR→AR,CR,AR,0.059775,0.084265,41.0,↑,0.1,NS,9/9,3,3
Liver,CD4_T,cell_cycle,NL→IT,NL,IT,0.055463,0.050209,-9.5,↓,0.093074,†,29/36,6,6
Liver,CD4_T,cell_cycle,NL→IA,NL,IA,0.055463,0.047852,-13.7,↓,0.536797,NS,19/30,6,5
Liver,CD4_T,cell_cycle,NL→AR,NL,AR,0.055463,0.040122,-27.7,↓,0.047619,*,17/18,6,3
Liver,CD4_T,cell_cycle,NL→CR,NL,CR,0.055463,0.046076,-16.9,↓,0.095238,†,16/18,6,3
Liver,CD4_T,cell_cycle,IT→IA,IT,IA,0.050209,0.047852,-4.7,↓,0.792208,NS,17/30,6,5
Liver,CD4_T,cell_cycle,IA→AR,IA,AR,0.047852,0.040122,-16.2,↓,0.571429,NS,10/15,5,3
Liver,CD4_T,cell_cycle,CR→AR,CR,AR,0.046076,0.040122,-12.9,↓,0.4,NS,7/9,3,3
Liver,CD8_T,cell_cycle,NL→IT,NL,IT,0.052301,0.048144,-7.9,↓,0.484848,NS,23/36,6,6
Liver,CD8_T,cell_cycle,NL→IA,NL,IA,0.052301,0.042043,-19.6,↓,0.177489,NS,23/30,6,5
Liver,CD8_T,cell_cycle,NL→AR,NL,AR,0.052301,0.03619,-30.8,↓,0.02381,*,18/18,6,3
Liver,CD8_T,cell_cycle,NL→CR,NL,CR,0.052301,0.038623,-26.2,↓,0.02381,*,18/18,6,3
Liver,CD8_T,cell_cycle,IT→IA,IT,IA,0.048144,0.042043,-12.7,↓,0.662338,NS,18/30,6,5
Liver,CD8_T,cell_cycle,IA→AR,IA,AR,0.042043,0.03619,-13.9,↓,0.571429,NS,10/15,5,3
Liver,CD8_T,cell_cycle,CR→AR,CR,AR,0.038623,0.03619,-6.3,↓,0.7,NS,6/9,3,3
Liver,NK,cell_cycle,NL→IT,NL,IT,0.039924,0.042068,5.4,↑,0.536797,NS,19/30,6,5
Liver,NK,cell_cycle,NL→IA,NL,IA,0.039924,0.039661,-0.7,↓,0.662338,NS,12/30,6,5
Liver,NK,cell_cycle,NL→AR,NL,AR,0.039924,0.036643,-8.2,↓,0.714286,NS,11/18,6,3
Liver,NK,cell_cycle,NL→CR,NL,CR,0.039924,0.03784,-5.2,↓,0.904762,NS,10/18,6,3
Liver,NK,cell_cycle,IT→IA,IT,IA,0.042068,0.039661,-5.7,↓,1.0,NS,12/25,5,5
Liver,NK,cell_cycle,IA→AR,IA,AR,0.039661,0.036643,-7.6,↓,0.392857,NS,11/15,5,3
Liver,NK,cell_cycle,CR→AR,CR,AR,0.03784,0.036643,-3.2,↓,1.0,NS,5/9,3,3
Liver,B,cell_cycle,NL→IT,NL,IT,0.058969,0.090542,53.5,↑,0.017316,*,28/30,6,5
Liver,B,cell_cycle,NL→IA,NL,IA,0.058969,0.062313,5.7,↑,1.0,NS,15/30,6,5
Liver,B,cell_cycle,NL→AR,NL,AR,0.058969,0.057518,-2.5,↓,0.380952,NS,13/18,6,3
Liver,B,cell_cycle,NL→CR,NL,CR,0.058969,0.060755,3.0,↑,0.547619,NS,6/18,6,3
Liver,B,cell_cycle,IT→IA,IT,IA,0.090542,0.062313,-31.2,↓,0.095238,†,21/25,5,5
Liver,B,cell_cycle,IA→AR,IA,AR,0.062313,0.057518,-7.7,↓,0.785714,NS,9/15,5,3
Liver,B,cell_cycle,CR→AR,CR,AR,0.060755,0.057518,-5.3,↓,1.0,NS,4/9,3,3
Liver,PlasmaB,cell_cycle,NL→IT,NL,IT,0.073167,0.093615,27.9,↑,0.428571,NS,20/30,6,5
Liver,PlasmaB,cell_cycle,NL→IA,NL,IA,0.073167,0.085348,16.6,↑,0.662338,NS,18/30,6,5
Liver,PlasmaB,cell_cycle,NL→AR,NL,AR,0.073167,0.054612,-25.4,↓,0.285714,NS,10/12,6,2
Liver,PlasmaB,cell_cycle,NL→CR,NL,CR,0.073167,0.06217,-15.0,↓,0.714286,NS,11/18,6,3
Liver,PlasmaB,cell_cycle,IT→IA,IT,IA,0.093615,0.085348,-8.8,↓,0.547619,NS,16/25,5,5
Liver,PlasmaB,cell_cycle,IA→AR,IA,AR,0.085348,0.054612,-36.0,↓,0.380952,NS,8/10,5,2
Liver,PlasmaB,cell_cycle,CR→AR,CR,AR,0.06217,0.054612,-12.2,↓,0.8,NS,4/6,3,2
Liver,Myeloid,checkpoint,NL→IT,NL,IT,0.021626,0.016585,-23.3,↓,0.662338,NS,18/30,6,5
Liver,Myeloid,checkpoint,NL→IA,NL,IA,0.021626,0.015663,-27.6,↓,0.536797,NS,19/30,6,5
Liver,Myeloid,checkpoint,NL→AR,NL,AR,0.021626,0.023173,7.2,↑,0.714286,NS,11/18,6,3
Liver,Myeloid,checkpoint,NL→CR,NL,CR,0.021626,0.012793,-40.8,↓,0.547619,NS,12/18,6,3
Liver,Myeloid,checkpoint,IT→IA,IT,IA,0.016585,0.015663,-5.6,↓,0.84127,NS,14/25,5,5
Liver,Myeloid,checkpoint,IA→AR,IA,AR,0.015663,0.023173,47.9,↑,0.392857,NS,11/15,5,3
Liver,Myeloid,checkpoint,CR→AR,CR,AR,0.012793,0.023173,81.1,↑,0.1,NS,9/9,3,3
Liver,CD4_T,checkpoint,NL→IT,NL,IT,0.081787,0.092139,12.7,↑,0.393939,NS,24/36,6,6
Liver,CD4_T,checkpoint,NL→IA,NL,IA,0.081787,0.093886,14.8,↑,0.428571,NS,20/30,6,5
Liver,CD4_T,checkpoint,NL→AR,NL,AR,0.081787,0.092656,13.3,↑,0.547619,NS,12/18,6,3
Liver,CD4_T,checkpoint,NL→CR,NL,CR,0.081787,0.068028,-16.8,↓,1.0,NS,9/18,6,3
Liver,CD4_T,checkpoint,IT→IA,IT,IA,0.092139,0.093886,1.9,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,checkpoint,IA→AR,IA,AR,0.093886,0.092656,-1.3,↓,0.785714,NS,9/15,5,3
Liver,CD4_T,checkpoint,CR→AR,CR,AR,0.068028,0.092656,36.2,↑,0.2,NS,8/9,3,3
Liver,CD8_T,checkpoint,NL→IT,NL,IT,0.090449,0.128643,42.2,↑,0.041126,*,31/36,6,6
Liver,CD8_T,checkpoint,NL→IA,NL,IA,0.090449,0.152823,69.0,↑,0.177489,NS,23/30,6,5
Liver,CD8_T,checkpoint,NL→AR,NL,AR,0.090449,0.140984,55.9,↑,0.095238,†,16/18,6,3
