tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,CD4_T,tgfb_signaling,NL→CR,NL,CR,0.087642,0.060516,-31.0,↓,0.095238,†,16/18,6,3
Liver,CD4_T,tgfb_signaling,IT→IA,IT,IA,0.081868,0.088073,7.6,↑,0.792208,NS,17/30,6,5
Liver,CD4_T,tgfb_signaling,IA→AR,IA,AR,0.088073,0.076797,-12.8,↓,0.571429,NS,10/15,5,3
Liver,CD4_T,tgfb_signaling,CR→AR,CR,AR,0.060516,0.076797,26.9,↑,0.7,NS,6/9,3,3
Liver,CD8_T,tgfb_signaling,NL→IT,NL,IT,0.097512,0.084507,-13.3,↓,0.24026,NS,26/36,6,6
Liver,CD8_T,tgfb_signaling,NL→IA,NL,IA,0.097512,0.091645,-6.0,↓,0.792208,NS,13/30,6,5
Liver,CD8_T,tgfb_signaling,NL→AR,NL,AR,0.097512,0.081234,-16.7,↓,0.380952,NS,13/18,6,3
Liver,CD8_T,tgfb_signaling,NL→CR,NL,CR,0.097512,0.063795,-34.6,↓,0.047619,*,17/18,6,3
Liver,CD8_T,tgfb_signaling,IT→IA,IT,IA,0.084507,0.091645,8.4,↑,0.536797,NS,19/30,6,5
Liver,CD8_T,tgfb_signaling,IA→AR,IA,AR,0.091645,0.081234,-11.4,↓,0.785714,NS,9/15,5,3
Liver,CD8_T,tgfb_signaling,CR→AR,CR,AR,0.063795,0.081234,27.3,↑,0.4,NS,7/9,3,3
Liver,NK,tgfb_signaling,NL→IT,NL,IT,0.098243,0.102638,4.5,↑,0.792208,NS,17/30,6,5
Liver,NK,tgfb_signaling,NL→IA,NL,IA,0.098243,0.111658,13.7,↑,0.662338,NS,18/30,6,5
Liver,NK,tgfb_signaling,NL→AR,NL,AR,0.098243,0.093635,-4.7,↓,1.0,NS,9/18,6,3
Liver,NK,tgfb_signaling,NL→CR,NL,CR,0.098243,0.079514,-19.1,↓,0.261905,NS,14/18,6,3
Liver,NK,tgfb_signaling,IT→IA,IT,IA,0.102638,0.111658,8.8,↑,0.547619,NS,16/25,5,5
Liver,NK,tgfb_signaling,IA→AR,IA,AR,0.111658,0.093635,-16.1,↓,0.392857,NS,11/15,5,3
Liver,NK,tgfb_signaling,CR→AR,CR,AR,0.079514,0.093635,17.8,↑,0.7,NS,6/9,3,3
Liver,B,tgfb_signaling,NL→IT,NL,IT,0.067589,0.070869,4.9,↑,0.930736,NS,14/30,6,5
Liver,B,tgfb_signaling,NL→IA,NL,IA,0.067589,0.067254,-0.5,↓,0.428571,NS,20/30,6,5
Liver,B,tgfb_signaling,NL→AR,NL,AR,0.067589,0.040711,-39.8,↓,0.166667,NS,15/18,6,3
Liver,B,tgfb_signaling,NL→CR,NL,CR,0.067589,0.042317,-37.4,↓,0.166667,NS,15/18,6,3
Liver,B,tgfb_signaling,IT→IA,IT,IA,0.070869,0.067254,-5.1,↓,1.0,NS,12/25,5,5
Liver,B,tgfb_signaling,IA→AR,IA,AR,0.067254,0.040711,-39.5,↓,0.25,NS,12/15,5,3
Liver,B,tgfb_signaling,CR→AR,CR,AR,0.042317,0.040711,-3.8,↓,1.0,NS,5/9,3,3
Liver,PlasmaB,tgfb_signaling,NL→IT,NL,IT,0.046533,0.067163,44.3,↑,0.329004,NS,21/30,6,5
Liver,PlasmaB,tgfb_signaling,NL→IA,NL,IA,0.046533,0.116834,151.1,↑,0.125541,NS,24/30,6,5
Liver,PlasmaB,tgfb_signaling,NL→AR,NL,AR,0.046533,0.08247,77.2,↑,0.428571,NS,9/12,6,2
Liver,PlasmaB,tgfb_signaling,NL→CR,NL,CR,0.046533,0.041753,-10.3,↓,1.0,NS,9/18,6,3
Liver,PlasmaB,tgfb_signaling,IT→IA,IT,IA,0.067163,0.116834,74.0,↑,0.222222,NS,19/25,5,5
Liver,PlasmaB,tgfb_signaling,IA→AR,IA,AR,0.116834,0.08247,-29.4,↓,0.571429,NS,7/10,5,2
Liver,PlasmaB,tgfb_signaling,CR→AR,CR,AR,0.041753,0.08247,97.5,↑,0.2,NS,6/6,3,2
Liver,Myeloid,tissue_resident,NL→IT,NL,IT,0.027376,0.030731,12.3,↑,0.662338,NS,18/30,6,5
Liver,Myeloid,tissue_resident,NL→IA,NL,IA,0.027376,0.043556,59.1,↑,0.536797,NS,19/30,6,5
Liver,Myeloid,tissue_resident,NL→AR,NL,AR,0.027376,0.050961,86.2,↑,0.095238,†,16/18,6,3
Liver,Myeloid,tissue_resident,NL→CR,NL,CR,0.027376,0.035773,30.7,↑,1.0,NS,9/18,6,3
Liver,Myeloid,tissue_resident,IT→IA,IT,IA,0.030731,0.043556,41.7,↑,1.0,NS,13/25,5,5
Liver,Myeloid,tissue_resident,IA→AR,IA,AR,0.043556,0.050961,17.0,↑,0.392857,NS,11/15,5,3
Liver,Myeloid,tissue_resident,CR→AR,CR,AR,0.035773,0.050961,42.5,↑,0.4,NS,7/9,3,3
Liver,CD4_T,tissue_resident,NL→IT,NL,IT,0.183702,0.183293,-0.2,↓,0.818182,NS,16/36,6,6
Liver,CD4_T,tissue_resident,NL→IA,NL,IA,0.183702,0.124197,-32.4,↓,0.017316,*,28/30,6,5
Liver,CD4_T,tissue_resident,NL→AR,NL,AR,0.183702,0.154535,-15.9,↓,0.714286,NS,11/18,6,3
Liver,CD4_T,tissue_resident,NL→CR,NL,CR,0.183702,0.154644,-15.8,↓,0.547619,NS,12/18,6,3
Liver,CD4_T,tissue_resident,IT→IA,IT,IA,0.183293,0.124197,-32.2,↓,0.017316,*,28/30,6,5
Liver,CD4_T,tissue_resident,IA→AR,IA,AR,0.124197,0.154535,24.4,↑,0.392857,NS,11/15,5,3
Liver,CD4_T,tissue_resident,CR→AR,CR,AR,0.154644,0.154535,-0.1,↓,1.0,NS,5/9,3,3
Liver,CD8_T,tissue_resident,NL→IT,NL,IT,0.197952,0.215394,8.8,↑,0.484848,NS,23/36,6,6
Liver,CD8_T,tissue_resident,NL→IA,NL,IA,0.197952,0.16964,-14.3,↓,0.329004,NS,21/30,6,5
Liver,CD8_T,tissue_resident,NL→AR,NL,AR,0.197952,0.198078,0.1,↑,0.904762,NS,8/18,6,3
Liver,CD8_T,tissue_resident,NL→CR,NL,CR,0.197952,0.188062,-5.0,↓,0.904762,NS,10/18,6,3
Liver,CD8_T,tissue_resident,IT→IA,IT,IA,0.215394,0.16964,-21.2,↓,0.082251,†,25/30,6,5
Liver,CD8_T,tissue_resident,IA→AR,IA,AR,0.16964,0.198078,16.8,↑,0.571429,NS,10/15,5,3
Liver,CD8_T,tissue_resident,CR→AR,CR,AR,0.188062,0.198078,5.3,↑,1.0,NS,5/9,3,3
Liver,NK,tissue_resident,NL→IT,NL,IT,0.164587,0.179333,9.0,↑,0.662338,NS,18/30,6,5
Liver,NK,tissue_resident,NL→IA,NL,IA,0.164587,0.152973,-7.1,↓,0.662338,NS,18/30,6,5
Liver,NK,tissue_resident,NL→AR,NL,AR,0.164587,0.164294,-0.2,↓,1.0,NS,9/18,6,3
Liver,NK,tissue_resident,NL→CR,NL,CR,0.164587,0.171981,4.5,↑,0.904762,NS,10/18,6,3
Liver,NK,tissue_resident,IT→IA,IT,IA,0.179333,0.152973,-14.7,↓,0.309524,NS,18/25,5,5
Liver,NK,tissue_resident,IA→AR,IA,AR,0.152973,0.164294,7.4,↑,1.0,NS,8/15,5,3
Liver,NK,tissue_resident,CR→AR,CR,AR,0.171981,0.164294,-4.5,↓,1.0,NS,5/9,3,3
Liver,B,tissue_resident,NL→IT,NL,IT,0.077007,0.098477,27.9,↑,0.930736,NS,14/30,6,5
Liver,B,tissue_resident,NL→IA,NL,IA,0.077007,0.089185,15.8,↑,0.792208,NS,17/30,6,5
Liver,B,tissue_resident,NL→AR,NL,AR,0.077007,0.082126,6.6,↑,1.0,NS,9/18,6,3
Liver,B,tissue_resident,NL→CR,NL,CR,0.077007,0.087695,13.9,↑,0.904762,NS,8/18,6,3
Liver,B,tissue_resident,IT→IA,IT,IA,0.098477,0.089185,-9.4,↓,0.690476,NS,15/25,5,5
Liver,B,tissue_resident,IA→AR,IA,AR,0.089185,0.082126,-7.9,↓,1.0,NS,8/15,5,3
Liver,B,tissue_resident,CR→AR,CR,AR,0.087695,0.082126,-6.4,↓,1.0,NS,5/9,3,3
Liver,PlasmaB,tissue_resident,NL→IT,NL,IT,0.021098,0.032348,53.3,↑,0.926596,NS,13/30,6,5
Liver,PlasmaB,tissue_resident,NL→IA,NL,IA,0.021098,0.032793,55.4,↑,0.782252,NS,16/30,6,5
Liver,PlasmaB,tissue_resident,NL→AR,NL,AR,0.021098,0.007011,-66.8,↓,0.614962,NS,8/12,6,2
Liver,PlasmaB,tissue_resident,NL→CR,NL,CR,0.021098,0.023932,13.4,↑,1.0,NS,8/18,6,3
Liver,PlasmaB,tissue_resident,IT→IA,IT,IA,0.032348,0.032793,1.4,↑,0.916563,NS,11/25,5,5
Liver,PlasmaB,tissue_resident,IA→AR,IA,AR,0.032793,0.007011,-78.6,↓,0.380952,NS,8/10,5,2
Liver,PlasmaB,tissue_resident,CR→AR,CR,AR,0.023932,0.007011,-70.7,↓,0.8,NS,4/6,3,2
Liver,Myeloid,treg,NL→IT,NL,IT,0.0,0.002301,99999.0,↑,0.048406,*,18/30,6,5
Liver,Myeloid,treg,NL→IA,NL,IA,0.0,0.001279,99999.0,↑,0.36131,NS,6/30,6,5
Liver,Myeloid,treg,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,Myeloid,treg,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3
Liver,Myeloid,treg,IT→IA,IT,IA,0.002301,0.001279,-44.4,↓,0.346522,NS,13/25,5,5
Liver,Myeloid,treg,IA→AR,IA,AR,0.001279,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Liver,Myeloid,treg,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,CD4_T,treg,NL→IT,NL,IT,0.042411,0.04445,4.8,↑,1.0,NS,18/36,6,6
Liver,CD4_T,treg,NL→IA,NL,IA,0.042411,0.04712,11.1,↑,0.536797,NS,19/30,6,5
Liver,CD4_T,treg,NL→AR,NL,AR,0.042411,0.0432,1.9,↑,0.904762,NS,8/18,6,3
Liver,CD4_T,treg,NL→CR,NL,CR,0.042411,0.032663,-23.0,↓,0.380952,NS,13/18,6,3
Liver,CD4_T,treg,IT→IA,IT,IA,0.04445,0.04712,6.0,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,treg,IA→AR,IA,AR,0.04712,0.0432,-8.3,↓,0.785714,NS,9/15,5,3
Liver,CD4_T,treg,CR→AR,CR,AR,0.032663,0.0432,32.3,↑,0.4,NS,7/9,3,3
Liver,CD8_T,treg,NL→IT,NL,IT,0.022567,0.025081,11.1,↑,0.699134,NS,15/36,6,6
Liver,CD8_T,treg,NL→IA,NL,IA,0.022567,0.020806,-7.8,↓,0.930736,NS,14/30,6,5
Liver,CD8_T,treg,NL→AR,NL,AR,0.022567,0.017305,-23.3,↓,0.380952,NS,13/18,6,3
Liver,CD8_T,treg,NL→CR,NL,CR,0.022567,0.012259,-45.7,↓,0.02381,*,18/18,6,3
Liver,CD8_T,treg,IT→IA,IT,IA,0.025081,0.020806,-17.0,↓,1.0,NS,15/30,6,5
Liver,CD8_T,treg,IA→AR,IA,AR,0.020806,0.017305,-16.8,↓,0.392857,NS,11/15,5,3
Liver,CD8_T,treg,CR→AR,CR,AR,0.012259,0.017305,41.2,↑,0.4,NS,7/9,3,3
Liver,NK,treg,NL→IT,NL,IT,0.017452,0.0184,5.4,↑,0.930736,NS,16/30,6,5
Liver,NK,treg,NL→IA,NL,IA,0.017452,0.021556,23.5,↑,0.536797,NS,19/30,6,5
Liver,NK,treg,NL→AR,NL,AR,0.017452,0.015612,-10.5,↓,0.714286,NS,11/18,6,3
Liver,NK,treg,NL→CR,NL,CR,0.017452,0.021478,23.1,↑,0.714286,NS,11/18,6,3
Liver,NK,treg,IT→IA,IT,IA,0.0184,0.021556,17.2,↑,0.84127,NS,14/25,5,5
Liver,NK,treg,IA→AR,IA,AR,0.021556,0.015612,-27.6,↓,0.785714,NS,9/15,5,3
Liver,NK,treg,CR→AR,CR,AR,0.021478,0.015612,-27.3,↓,0.7,NS,6/9,3,3
Liver,B,treg,NL→IT,NL,IT,0.006598,0.047418,618.6,↑,0.080042,†,25/30,6,5
Liver,B,treg,NL→IA,NL,IA,0.006598,0.012982,96.7,↑,0.575062,NS,17/30,6,5
Liver,B,treg,NL→AR,NL,AR,0.006598,0.006164,-6.6,↓,1.0,NS,6/18,6,3
Liver,B,treg,NL→CR,NL,CR,0.006598,0.011696,77.3,↑,0.237302,NS,14/18,6,3
Liver,B,treg,IT→IA,IT,IA,0.047418,0.012982,-72.6,↓,0.309524,NS,18/25,5,5
Liver,B,treg,IA→AR,IA,AR,0.012982,0.006164,-52.5,↓,0.541193,NS,9/15,5,3
Liver,B,treg,CR→AR,CR,AR,0.011696,0.006164,-47.3,↓,0.657905,NS,6/9,3,3
Liver,PlasmaB,treg,NL→IT,NL,IT,0.00246,0.013495,448.6,↑,0.597048,NS,12/30,6,5
Liver,PlasmaB,treg,NL→IA,NL,IA,0.00246,0.013655,455.1,↑,0.907569,NS,6/30,6,5
Liver,PlasmaB,treg,NL→AR,NL,AR,0.00246,0.0,-100.0,↓,0.512691,NS,4/12,6,2
Liver,PlasmaB,treg,NL→CR,NL,CR,0.00246,0.01271,416.7,↑,0.878088,NS,6/18,6,3
Liver,PlasmaB,treg,IT→IA,IT,IA,0.013495,0.013655,1.2,↑,0.79717,NS,5/25,5,5
Liver,PlasmaB,treg,IA→AR,IA,AR,0.013655,0.0,-100.0,↓,0.75183,NS,2/10,5,2
Liver,PlasmaB,treg,CR→AR,CR,AR,0.01271,0.0,-100.0,↓,0.683091,NS,2/6,3,2
Liver,Myeloid,type1_ifn,NL→IT,NL,IT,0.096983,0.126633,30.6,↑,0.536797,NS,19/30,6,5
Liver,Myeloid,type1_ifn,NL→IA,NL,IA,0.096983,0.112089,15.6,↑,1.0,NS,15/30,6,5
Liver,Myeloid,type1_ifn,NL→AR,NL,AR,0.096983,0.149296,53.9,↑,0.380952,NS,13/18,6,3
Liver,Myeloid,type1_ifn,NL→CR,NL,CR,0.096983,0.107463,10.8,↑,0.547619,NS,12/18,6,3
Liver,Myeloid,type1_ifn,IT→IA,IT,IA,0.126633,0.112089,-11.5,↓,0.547619,NS,16/25,5,5
Liver,Myeloid,type1_ifn,IA→AR,IA,AR,0.112089,0.149296,33.2,↑,0.392857,NS,11/15,5,3
Liver,Myeloid,type1_ifn,CR→AR,CR,AR,0.107463,0.149296,38.9,↑,0.4,NS,7/9,3,3
Liver,CD4_T,type1_ifn,NL→IT,NL,IT,0.076137,0.085427,12.2,↑,0.588745,NS,22/36,6,6
Liver,CD4_T,type1_ifn,NL→IA,NL,IA,0.076137,0.085132,11.8,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,type1_ifn,NL→AR,NL,AR,0.076137,0.08819,15.8,↑,0.547619,NS,12/18,6,3
Liver,CD4_T,type1_ifn,NL→CR,NL,CR,0.076137,0.088682,16.5,↑,0.547619,NS,12/18,6,3
Liver,CD4_T,type1_ifn,IT→IA,IT,IA,0.085427,0.085132,-0.3,↓,1.0,NS,15/30,6,5
Liver,CD4_T,type1_ifn,IA→AR,IA,AR,0.085132,0.08819,3.6,↑,1.0,NS,8/15,5,3
Liver,CD4_T,type1_ifn,CR→AR,CR,AR,0.088682,0.08819,-0.6,↓,1.0,NS,4/9,3,3
Liver,CD8_T,type1_ifn,NL→IT,NL,IT,0.076579,0.091367,19.3,↑,0.309524,NS,25/36,6,6
Liver,CD8_T,type1_ifn,NL→IA,NL,IA,0.076579,0.086389,12.8,↑,0.536797,NS,19/30,6,5
Liver,CD8_T,type1_ifn,NL→AR,NL,AR,0.076579,0.089889,17.4,↑,0.714286,NS,11/18,6,3
Liver,CD8_T,type1_ifn,NL→CR,NL,CR,0.076579,0.085849,12.1,↑,0.714286,NS,11/18,6,3
Liver,CD8_T,type1_ifn,IT→IA,IT,IA,0.091367,0.086389,-5.4,↓,0.792208,NS,17/30,6,5
Liver,CD8_T,type1_ifn,IA→AR,IA,AR,0.086389,0.089889,4.1,↑,1.0,NS,7/15,5,3
Liver,CD8_T,type1_ifn,CR→AR,CR,AR,0.085849,0.089889,4.7,↑,1.0,NS,5/9,3,3
Liver,NK,type1_ifn,NL→IT,NL,IT,0.068853,0.078052,13.4,↑,0.536797,NS,19/30,6,5
Liver,NK,type1_ifn,NL→IA,NL,IA,0.068853,0.068113,-1.1,↓,0.662338,NS,12/30,6,5
Liver,NK,type1_ifn,NL→AR,NL,AR,0.068853,0.065688,-4.6,↓,0.714286,NS,11/18,6,3
Liver,NK,type1_ifn,NL→CR,NL,CR,0.068853,0.069059,0.3,↑,1.0,NS,9/18,6,3
Liver,NK,type1_ifn,IT→IA,IT,IA,0.078052,0.068113,-12.7,↓,0.547619,NS,16/25,5,5
Liver,NK,type1_ifn,IA→AR,IA,AR,0.068113,0.065688,-3.6,↓,1.0,NS,8/15,5,3
Liver,NK,type1_ifn,CR→AR,CR,AR,0.069059,0.065688,-4.9,↓,0.7,NS,6/9,3,3
Liver,B,type1_ifn,NL→IT,NL,IT,0.057185,0.068467,19.7,↑,0.536797,NS,19/30,6,5
Liver,B,type1_ifn,NL→IA,NL,IA,0.057185,0.081904,43.2,↑,0.051948,†,26/30,6,5
Liver,B,type1_ifn,NL→AR,NL,AR,0.057185,0.072554,26.9,↑,0.380952,NS,13/18,6,3
Liver,B,type1_ifn,NL→CR,NL,CR,0.057185,0.090216,57.8,↑,0.095238,†,16/18,6,3
Liver,B,type1_ifn,IT→IA,IT,IA,0.068467,0.081904,19.6,↑,1.0,NS,13/25,5,5
Liver,B,type1_ifn,IA→AR,IA,AR,0.081904,0.072554,-11.4,↓,1.0,NS,8/15,5,3
Liver,B,type1_ifn,CR→AR,CR,AR,0.090216,0.072554,-19.6,↓,0.4,NS,7/9,3,3
Liver,PlasmaB,type1_ifn,NL→IT,NL,IT,0.102879,0.166938,62.3,↑,0.177489,NS,23/30,6,5
Liver,PlasmaB,type1_ifn,NL→IA,NL,IA,0.102879,0.162385,57.8,↑,0.082251,†,25/30,6,5
Liver,PlasmaB,type1_ifn,NL→AR,NL,AR,0.102879,0.191678,86.3,↑,0.285714,NS,10/12,6,2
Liver,PlasmaB,type1_ifn,NL→CR,NL,CR,0.102879,0.160175,55.7,↑,0.166667,NS,15/18,6,3
Liver,PlasmaB,type1_ifn,IT→IA,IT,IA,0.166938,0.162385,-2.7,↓,0.84127,NS,14/25,5,5
Liver,PlasmaB,type1_ifn,IA→AR,IA,AR,0.162385,0.191678,18.0,↑,0.571429,NS,7/10,5,2
Liver,PlasmaB,type1_ifn,CR→AR,CR,AR,0.160175,0.191678,19.7,↑,0.8,NS,4/6,3,2
