tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,NK,proliferation,NL→IT,NL,IT,0.016258,0.005691,-65.0,↓,0.150794,NS,20/25,5,5
Blood,NK,proliferation,NL→IA,NL,IA,0.016258,0.00821,-49.5,↓,0.555556,NS,13/20,5,4
Blood,NK,proliferation,NL→AR,NL,AR,0.016258,0.005111,-68.6,↓,0.25,NS,12/15,5,3
Blood,NK,proliferation,NL→CR,NL,CR,0.016258,0.005448,-66.5,↓,0.142857,NS,13/15,5,3
Blood,NK,proliferation,IT→IA,IT,IA,0.005691,0.00821,44.3,↑,0.031746,*,19/20,5,4
Blood,NK,proliferation,IA→AR,IA,AR,0.00821,0.005111,-37.7,↓,0.114286,NS,11/12,4,3
Blood,NK,proliferation,CR→AR,CR,AR,0.005448,0.005111,-6.2,↓,1.0,NS,4/9,3,3
Blood,B,proliferation,NL→IT,NL,IT,0.002644,0.004584,73.4,↑,0.20869,NS,19/25,5,5
Blood,B,proliferation,NL→IA,NL,IA,0.002644,0.004311,63.1,↑,0.389284,NS,14/20,5,4
Blood,B,proliferation,NL→AR,NL,AR,0.002644,0.003331,26.0,↑,0.548595,NS,10/15,5,3
Blood,B,proliferation,NL→CR,NL,CR,0.002644,0.001968,-25.6,↓,0.764228,NS,6/15,5,3
Blood,B,proliferation,IT→IA,IT,IA,0.004584,0.004311,-5.9,↓,0.904762,NS,9/20,5,4
Blood,B,proliferation,IA→AR,IA,AR,0.004311,0.003331,-22.7,↓,0.628571,NS,8/12,4,3
Blood,B,proliferation,CR→AR,CR,AR,0.001968,0.003331,69.3,↑,0.7,NS,6/9,3,3
Blood,PlasmaB,proliferation,NL→IT,NL,IT,0.13316,0.004672,-96.5,↓,0.157939,NS,15/25,5,5
Blood,PlasmaB,proliferation,NL→IA,NL,IA,0.13316,0.015082,-88.7,↓,0.522431,NS,11/20,5,4
Blood,PlasmaB,proliferation,NL→AR,NL,AR,0.13316,0.030955,-76.8,↓,1.0,NS,7/15,5,3
Blood,PlasmaB,proliferation,NL→CR,NL,CR,0.13316,0.023925,-82.0,↓,1.0,NS,7/15,5,3
Blood,PlasmaB,proliferation,IT→IA,IT,IA,0.004672,0.015082,222.8,↑,0.466854,NS,9/20,5,4
Blood,PlasmaB,proliferation,IA→AR,IA,AR,0.015082,0.030955,105.2,↑,0.58208,NS,7/12,4,3
Blood,PlasmaB,proliferation,CR→AR,CR,AR,0.023925,0.030955,29.4,↑,0.824778,NS,5/9,3,3
Blood,Myeloid,senescence,NL→IT,NL,IT,0.078637,0.055537,-29.4,↓,0.015873,*,20/20,4,5
Blood,Myeloid,senescence,NL→IA,NL,IA,0.078637,0.077212,-1.8,↓,0.885714,NS,9/16,4,4
Blood,Myeloid,senescence,NL→AR,NL,AR,0.078637,0.063752,-18.9,↓,0.4,NS,9/12,4,3
Blood,Myeloid,senescence,NL→CR,NL,CR,0.078637,0.072431,-7.9,↓,0.628571,NS,8/12,4,3
Blood,Myeloid,senescence,IT→IA,IT,IA,0.055537,0.077212,39.0,↑,0.730159,NS,12/20,5,4
Blood,Myeloid,senescence,IA→AR,IA,AR,0.077212,0.063752,-17.4,↓,0.857143,NS,7/12,4,3
Blood,Myeloid,senescence,CR→AR,CR,AR,0.072431,0.063752,-12.0,↓,0.4,NS,7/9,3,3
Blood,CD4_T,senescence,NL→IT,NL,IT,0.037069,0.024478,-34.0,↓,0.222222,NS,19/25,5,5
Blood,CD4_T,senescence,NL→IA,NL,IA,0.037069,0.044087,18.9,↑,0.904762,NS,11/20,5,4
Blood,CD4_T,senescence,NL→AR,NL,AR,0.037069,0.026003,-29.9,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,senescence,NL→CR,NL,CR,0.037069,0.033743,-9.0,↓,1.0,NS,8/15,5,3
Blood,CD4_T,senescence,IT→IA,IT,IA,0.024478,0.044087,80.1,↑,0.412698,NS,14/20,5,4
Blood,CD4_T,senescence,IA→AR,IA,AR,0.044087,0.026003,-41.0,↓,0.628571,NS,8/12,4,3
Blood,CD4_T,senescence,CR→AR,CR,AR,0.033743,0.026003,-22.9,↓,0.1,NS,9/9,3,3
Blood,CD8_T,senescence,NL→IT,NL,IT,0.035254,0.022485,-36.2,↓,0.031746,*,23/25,5,5
Blood,CD8_T,senescence,NL→IA,NL,IA,0.035254,0.037331,5.9,↑,0.555556,NS,7/20,5,4
Blood,CD8_T,senescence,NL→AR,NL,AR,0.035254,0.02336,-33.7,↓,0.071429,†,14/15,5,3
Blood,CD8_T,senescence,NL→CR,NL,CR,0.035254,0.033481,-5.0,↓,1.0,NS,7/15,5,3
Blood,CD8_T,senescence,IT→IA,IT,IA,0.022485,0.037331,66.0,↑,0.190476,NS,16/20,5,4
Blood,CD8_T,senescence,IA→AR,IA,AR,0.037331,0.02336,-37.4,↓,0.114286,NS,11/12,4,3
Blood,CD8_T,senescence,CR→AR,CR,AR,0.033481,0.02336,-30.2,↓,0.1,NS,9/9,3,3
Blood,NK,senescence,NL→IT,NL,IT,0.039752,0.026398,-33.6,↓,0.015873,*,24/25,5,5
Blood,NK,senescence,NL→IA,NL,IA,0.039752,0.042313,6.4,↑,0.555556,NS,7/20,5,4
Blood,NK,senescence,NL→AR,NL,AR,0.039752,0.024899,-37.4,↓,0.071429,†,14/15,5,3
Blood,NK,senescence,NL→CR,NL,CR,0.039752,0.037259,-6.3,↓,1.0,NS,7/15,5,3
Blood,NK,senescence,IT→IA,IT,IA,0.026398,0.042313,60.3,↑,0.063492,†,18/20,5,4
Blood,NK,senescence,IA→AR,IA,AR,0.042313,0.024899,-41.2,↓,0.114286,NS,11/12,4,3
Blood,NK,senescence,CR→AR,CR,AR,0.037259,0.024899,-33.2,↓,0.1,NS,9/9,3,3
Blood,B,senescence,NL→IT,NL,IT,0.057621,0.056104,-2.6,↓,1.0,NS,12/25,5,5
Blood,B,senescence,NL→IA,NL,IA,0.057621,0.069065,19.9,↑,0.412698,NS,14/20,5,4
Blood,B,senescence,NL→AR,NL,AR,0.057621,0.061746,7.2,↑,0.785714,NS,9/15,5,3
Blood,B,senescence,NL→CR,NL,CR,0.057621,0.06485,12.5,↑,0.785714,NS,9/15,5,3
Blood,B,senescence,IT→IA,IT,IA,0.056104,0.069065,23.1,↑,0.063492,†,18/20,5,4
Blood,B,senescence,IA→AR,IA,AR,0.069065,0.061746,-10.6,↓,0.4,NS,9/12,4,3
Blood,B,senescence,CR→AR,CR,AR,0.06485,0.061746,-4.8,↓,0.1,NS,9/9,3,3
Blood,PlasmaB,senescence,NL→IT,NL,IT,0.075964,0.053521,-29.5,↓,0.309524,NS,18/25,5,5
Blood,PlasmaB,senescence,NL→IA,NL,IA,0.075964,0.064291,-15.4,↓,0.555556,NS,13/20,5,4
Blood,PlasmaB,senescence,NL→AR,NL,AR,0.075964,0.03692,-51.4,↓,0.071429,†,14/15,5,3
Blood,PlasmaB,senescence,NL→CR,NL,CR,0.075964,0.058567,-22.9,↓,0.571429,NS,10/15,5,3
Blood,PlasmaB,senescence,IT→IA,IT,IA,0.053521,0.064291,20.1,↑,0.904762,NS,11/20,5,4
Blood,PlasmaB,senescence,IA→AR,IA,AR,0.064291,0.03692,-42.6,↓,0.228571,NS,10/12,4,3
Blood,PlasmaB,senescence,CR→AR,CR,AR,0.058567,0.03692,-37.0,↓,0.4,NS,7/9,3,3
Blood,Myeloid,stemness,NL→IT,NL,IT,0.040567,0.042772,5.4,↑,0.904762,NS,11/20,4,5
Blood,Myeloid,stemness,NL→IA,NL,IA,0.040567,0.034084,-16.0,↓,0.885714,NS,9/16,4,4
Blood,Myeloid,stemness,NL→AR,NL,AR,0.040567,0.033363,-17.8,↓,0.857143,NS,7/12,4,3
Blood,Myeloid,stemness,NL→CR,NL,CR,0.040567,0.04857,19.7,↑,0.4,NS,9/12,4,3
Blood,Myeloid,stemness,IT→IA,IT,IA,0.042772,0.034084,-20.3,↓,0.730159,NS,12/20,5,4
Blood,Myeloid,stemness,IA→AR,IA,AR,0.034084,0.033363,-2.1,↓,1.0,NS,6/12,4,3
Blood,Myeloid,stemness,CR→AR,CR,AR,0.04857,0.033363,-31.3,↓,0.1,NS,9/9,3,3
Blood,CD4_T,stemness,NL→IT,NL,IT,0.23399,0.365393,56.2,↑,0.150794,NS,20/25,5,5
Blood,CD4_T,stemness,NL→IA,NL,IA,0.23399,0.339144,44.9,↑,0.555556,NS,13/20,5,4
Blood,CD4_T,stemness,NL→AR,NL,AR,0.23399,0.394357,68.5,↑,0.25,NS,12/15,5,3
Blood,CD4_T,stemness,NL→CR,NL,CR,0.23399,0.336898,44.0,↑,0.25,NS,12/15,5,3
Blood,CD4_T,stemness,IT→IA,IT,IA,0.365393,0.339144,-7.2,↓,1.0,NS,10/20,5,4
Blood,CD4_T,stemness,IA→AR,IA,AR,0.339144,0.394357,16.3,↑,0.857143,NS,7/12,4,3
Blood,CD4_T,stemness,CR→AR,CR,AR,0.336898,0.394357,17.1,↑,0.4,NS,7/9,3,3
Blood,CD8_T,stemness,NL→IT,NL,IT,0.20846,0.322036,54.5,↑,0.150794,NS,20/25,5,5
Blood,CD8_T,stemness,NL→IA,NL,IA,0.20846,0.254748,22.2,↑,0.904762,NS,11/20,5,4
Blood,CD8_T,stemness,NL→AR,NL,AR,0.20846,0.256007,22.8,↑,0.25,NS,12/15,5,3
Blood,CD8_T,stemness,NL→CR,NL,CR,0.20846,0.299132,43.5,↑,0.25,NS,12/15,5,3
Blood,CD8_T,stemness,IT→IA,IT,IA,0.322036,0.254748,-20.9,↓,0.730159,NS,12/20,5,4
Blood,CD8_T,stemness,IA→AR,IA,AR,0.254748,0.256007,0.5,↑,1.0,NS,6/12,4,3
Blood,CD8_T,stemness,CR→AR,CR,AR,0.299132,0.256007,-14.4,↓,0.4,NS,7/9,3,3
Blood,NK,stemness,NL→IT,NL,IT,0.029194,0.049674,70.1,↑,0.095238,†,21/25,5,5
Blood,NK,stemness,NL→IA,NL,IA,0.029194,0.076799,163.1,↑,0.015873,*,20/20,5,4
Blood,NK,stemness,NL→AR,NL,AR,0.029194,0.05583,91.2,↑,0.035714,*,15/15,5,3
Blood,NK,stemness,NL→CR,NL,CR,0.029194,0.064939,122.4,↑,0.035714,*,15/15,5,3
Blood,NK,stemness,IT→IA,IT,IA,0.049674,0.076799,54.6,↑,0.190476,NS,16/20,5,4
Blood,NK,stemness,IA→AR,IA,AR,0.076799,0.05583,-27.3,↓,0.4,NS,9/12,4,3
Blood,NK,stemness,CR→AR,CR,AR,0.064939,0.05583,-14.0,↓,0.7,NS,6/9,3,3
Blood,B,stemness,NL→IT,NL,IT,0.077318,0.132442,71.3,↑,0.055556,†,22/25,5,5
Blood,B,stemness,NL→IA,NL,IA,0.077318,0.14993,93.9,↑,0.031746,*,19/20,5,4
Blood,B,stemness,NL→AR,NL,AR,0.077318,0.128629,66.4,↑,0.142857,NS,13/15,5,3
Blood,B,stemness,NL→CR,NL,CR,0.077318,0.156919,103.0,↑,0.035714,*,15/15,5,3
Blood,B,stemness,IT→IA,IT,IA,0.132442,0.14993,13.2,↑,0.412698,NS,14/20,5,4
Blood,B,stemness,IA→AR,IA,AR,0.14993,0.128629,-14.2,↓,0.114286,NS,11/12,4,3
Blood,B,stemness,CR→AR,CR,AR,0.156919,0.128629,-18.0,↓,0.1,NS,9/9,3,3
Blood,PlasmaB,stemness,NL→IT,NL,IT,0.025036,0.0736,194.0,↑,0.093693,†,21/25,5,5
Blood,PlasmaB,stemness,NL→IA,NL,IA,0.025036,0.067986,171.6,↑,0.109855,NS,17/20,5,4
Blood,PlasmaB,stemness,NL→AR,NL,AR,0.025036,0.020294,-18.9,↓,1.0,NS,7/15,5,3
Blood,PlasmaB,stemness,NL→CR,NL,CR,0.025036,0.094364,276.9,↑,0.03577,*,15/15,5,3
Blood,PlasmaB,stemness,IT→IA,IT,IA,0.0736,0.067986,-7.6,↓,0.904762,NS,11/20,5,4
Blood,PlasmaB,stemness,IA→AR,IA,AR,0.067986,0.020294,-70.2,↓,0.114286,NS,11/12,4,3
Blood,PlasmaB,stemness,CR→AR,CR,AR,0.094364,0.020294,-78.5,↓,0.1,NS,9/9,3,3
Blood,Myeloid,tf_programs,NL→IT,NL,IT,0.007871,0.011187,42.1,↑,0.555556,NS,13/20,4,5
Blood,Myeloid,tf_programs,NL→IA,NL,IA,0.007871,0.022399,184.6,↑,0.342857,NS,12/16,4,4
Blood,Myeloid,tf_programs,NL→AR,NL,AR,0.007871,0.012211,55.1,↑,0.4,NS,9/12,4,3
Blood,Myeloid,tf_programs,NL→CR,NL,CR,0.007871,0.015557,97.7,↑,0.228571,NS,10/12,4,3
Blood,Myeloid,tf_programs,IT→IA,IT,IA,0.011187,0.022399,100.2,↑,0.285714,NS,15/20,5,4
Blood,Myeloid,tf_programs,IA→AR,IA,AR,0.022399,0.012211,-45.5,↓,1.0,NS,6/12,4,3
Blood,Myeloid,tf_programs,CR→AR,CR,AR,0.015557,0.012211,-21.5,↓,0.1,NS,9/9,3,3
Blood,CD4_T,tf_programs,NL→IT,NL,IT,0.040153,0.038841,-3.3,↓,0.84127,NS,14/25,5,5
Blood,CD4_T,tf_programs,NL→IA,NL,IA,0.040153,0.040994,2.1,↑,0.555556,NS,7/20,5,4
Blood,CD4_T,tf_programs,NL→AR,NL,AR,0.040153,0.03225,-19.7,↓,0.571429,NS,10/15,5,3
Blood,CD4_T,tf_programs,NL→CR,NL,CR,0.040153,0.033096,-17.6,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,tf_programs,IT→IA,IT,IA,0.038841,0.040994,5.5,↑,0.904762,NS,9/20,5,4
Blood,CD4_T,tf_programs,IA→AR,IA,AR,0.040994,0.03225,-21.3,↓,0.857143,NS,7/12,4,3
Blood,CD4_T,tf_programs,CR→AR,CR,AR,0.033096,0.03225,-2.6,↓,1.0,NS,5/9,3,3
Blood,CD8_T,tf_programs,NL→IT,NL,IT,0.049202,0.043962,-10.7,↓,0.690476,NS,15/25,5,5
Blood,CD8_T,tf_programs,NL→IA,NL,IA,0.049202,0.0595,20.9,↑,0.412698,NS,14/20,5,4
Blood,CD8_T,tf_programs,NL→AR,NL,AR,0.049202,0.054968,11.7,↑,0.785714,NS,9/15,5,3
Blood,CD8_T,tf_programs,NL→CR,NL,CR,0.049202,0.043953,-10.7,↓,0.785714,NS,9/15,5,3
Blood,CD8_T,tf_programs,IT→IA,IT,IA,0.043962,0.0595,35.3,↑,0.412698,NS,14/20,5,4
Blood,CD8_T,tf_programs,IA→AR,IA,AR,0.0595,0.054968,-7.6,↓,0.628571,NS,8/12,4,3
Blood,CD8_T,tf_programs,CR→AR,CR,AR,0.043953,0.054968,25.1,↑,0.7,NS,6/9,3,3
Blood,NK,tf_programs,NL→IT,NL,IT,0.079077,0.099128,25.4,↑,0.055556,†,22/25,5,5
Blood,NK,tf_programs,NL→IA,NL,IA,0.079077,0.092178,16.6,↑,0.111111,NS,17/20,5,4
Blood,NK,tf_programs,NL→AR,NL,AR,0.079077,0.087992,11.3,↑,0.571429,NS,10/15,5,3
Blood,NK,tf_programs,NL→CR,NL,CR,0.079077,0.082603,4.5,↑,0.785714,NS,9/15,5,3
Blood,NK,tf_programs,IT→IA,IT,IA,0.099128,0.092178,-7.0,↓,0.904762,NS,11/20,5,4
Blood,NK,tf_programs,IA→AR,IA,AR,0.092178,0.087992,-4.5,↓,0.857143,NS,7/12,4,3
Blood,NK,tf_programs,CR→AR,CR,AR,0.082603,0.087992,6.5,↑,0.7,NS,6/9,3,3
Blood,B,tf_programs,NL→IT,NL,IT,0.009612,0.009005,-6.3,↓,1.0,NS,12/25,5,5
Blood,B,tf_programs,NL→IA,NL,IA,0.009612,0.012199,26.9,↑,0.412698,NS,14/20,5,4
Blood,B,tf_programs,NL→AR,NL,AR,0.009612,0.011593,20.6,↑,0.25,NS,12/15,5,3
Blood,B,tf_programs,NL→CR,NL,CR,0.009612,0.007433,-22.7,↓,1.0,NS,8/15,5,3
Blood,B,tf_programs,IT→IA,IT,IA,0.009005,0.012199,35.5,↑,0.555556,NS,13/20,5,4
Blood,B,tf_programs,IA→AR,IA,AR,0.012199,0.011593,-5.0,↓,0.628571,NS,4/12,4,3
Blood,B,tf_programs,CR→AR,CR,AR,0.007433,0.011593,56.0,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,tf_programs,NL→IT,NL,IT,0.057789,0.035722,-38.2,↓,1.0,NS,11/25,5,5
Blood,PlasmaB,tf_programs,NL→IA,NL,IA,0.057789,0.037167,-35.7,↓,0.902117,NS,9/20,5,4
Blood,PlasmaB,tf_programs,NL→AR,NL,AR,0.057789,0.075403,30.5,↑,0.548595,NS,10/15,5,3
Blood,PlasmaB,tf_programs,NL→CR,NL,CR,0.057789,0.060572,4.8,↑,0.764228,NS,9/15,5,3
Blood,PlasmaB,tf_programs,IT→IA,IT,IA,0.035722,0.037167,4.0,↑,0.904762,NS,11/20,5,4
Blood,PlasmaB,tf_programs,IA→AR,IA,AR,0.037167,0.075403,102.9,↑,0.114286,NS,11/12,4,3
Blood,PlasmaB,tf_programs,CR→AR,CR,AR,0.060572,0.075403,24.5,↑,0.7,NS,6/9,3,3
Blood,Myeloid,tgfb_signaling,NL→IT,NL,IT,0.057117,0.083292,45.8,↑,0.015873,*,20/20,4,5
Blood,Myeloid,tgfb_signaling,NL→IA,NL,IA,0.057117,0.09177,60.7,↑,0.028571,*,16/16,4,4
Blood,Myeloid,tgfb_signaling,NL→AR,NL,AR,0.057117,0.078928,38.2,↑,0.114286,NS,11/12,4,3
Blood,Myeloid,tgfb_signaling,NL→CR,NL,CR,0.057117,0.073978,29.5,↑,0.114286,NS,11/12,4,3
Blood,Myeloid,tgfb_signaling,IT→IA,IT,IA,0.083292,0.09177,10.2,↑,0.190476,NS,16/20,5,4
Blood,Myeloid,tgfb_signaling,IA→AR,IA,AR,0.09177,0.078928,-14.0,↓,0.4,NS,9/12,4,3
Blood,Myeloid,tgfb_signaling,CR→AR,CR,AR,0.073978,0.078928,6.7,↑,0.7,NS,6/9,3,3
Blood,CD4_T,tgfb_signaling,NL→IT,NL,IT,0.064312,0.061522,-4.3,↓,0.84127,NS,14/25,5,5
Blood,CD4_T,tgfb_signaling,NL→IA,NL,IA,0.064312,0.090946,41.4,↑,0.063492,†,18/20,5,4
Blood,CD4_T,tgfb_signaling,NL→AR,NL,AR,0.064312,0.060085,-6.6,↓,0.785714,NS,9/15,5,3
Blood,CD4_T,tgfb_signaling,NL→CR,NL,CR,0.064312,0.064176,-0.2,↓,1.0,NS,7/15,5,3
Blood,CD4_T,tgfb_signaling,IT→IA,IT,IA,0.061522,0.090946,47.8,↑,0.063492,†,18/20,5,4
Blood,CD4_T,tgfb_signaling,IA→AR,IA,AR,0.090946,0.060085,-33.9,↓,0.228571,NS,10/12,4,3
Blood,CD4_T,tgfb_signaling,CR→AR,CR,AR,0.064176,0.060085,-6.4,↓,1.0,NS,5/9,3,3
Blood,CD8_T,tgfb_signaling,NL→IT,NL,IT,0.063068,0.067246,6.6,↑,0.547619,NS,16/25,5,5
Blood,CD8_T,tgfb_signaling,NL→IA,NL,IA,0.063068,0.09392,48.9,↑,0.015873,*,20/20,5,4
Blood,CD8_T,tgfb_signaling,NL→AR,NL,AR,0.063068,0.069203,9.7,↑,1.0,NS,7/15,5,3
Blood,CD8_T,tgfb_signaling,NL→CR,NL,CR,0.063068,0.067427,6.9,↑,0.571429,NS,10/15,5,3
Blood,CD8_T,tgfb_signaling,IT→IA,IT,IA,0.067246,0.09392,39.7,↑,0.015873,*,20/20,5,4
Blood,CD8_T,tgfb_signaling,IA→AR,IA,AR,0.09392,0.069203,-26.3,↓,0.4,NS,9/12,4,3
Blood,CD8_T,tgfb_signaling,CR→AR,CR,AR,0.067427,0.069203,2.6,↑,0.7,NS,3/9,3,3
Blood,NK,tgfb_signaling,NL→IT,NL,IT,0.071929,0.086538,20.3,↑,0.547619,NS,16/25,5,5
Blood,NK,tgfb_signaling,NL→IA,NL,IA,0.071929,0.12255,70.4,↑,0.015873,*,20/20,5,4
Blood,NK,tgfb_signaling,NL→AR,NL,AR,0.071929,0.079158,10.0,↑,0.785714,NS,9/15,5,3
Blood,NK,tgfb_signaling,NL→CR,NL,CR,0.071929,0.066859,-7.0,↓,0.785714,NS,9/15,5,3
Blood,NK,tgfb_signaling,IT→IA,IT,IA,0.086538,0.12255,41.6,↑,0.031746,*,19/20,5,4
Blood,NK,tgfb_signaling,IA→AR,IA,AR,0.12255,0.079158,-35.4,↓,0.228571,NS,10/12,4,3
Blood,NK,tgfb_signaling,CR→AR,CR,AR,0.066859,0.079158,18.4,↑,0.7,NS,3/9,3,3
Blood,B,tgfb_signaling,NL→IT,NL,IT,0.04363,0.048937,12.2,↑,1.0,NS,13/25,5,5
Blood,B,tgfb_signaling,NL→IA,NL,IA,0.04363,0.062725,43.8,↑,0.190476,NS,16/20,5,4
Blood,B,tgfb_signaling,NL→AR,NL,AR,0.04363,0.046642,6.9,↑,0.785714,NS,9/15,5,3
Blood,B,tgfb_signaling,NL→CR,NL,CR,0.04363,0.05518,26.5,↑,0.25,NS,12/15,5,3
Blood,B,tgfb_signaling,IT→IA,IT,IA,0.048937,0.062725,28.2,↑,0.063492,†,18/20,5,4
Blood,B,tgfb_signaling,IA→AR,IA,AR,0.062725,0.046642,-25.6,↓,0.4,NS,9/12,4,3
Blood,B,tgfb_signaling,CR→AR,CR,AR,0.05518,0.046642,-15.5,↓,0.7,NS,6/9,3,3
Blood,PlasmaB,tgfb_signaling,NL→IT,NL,IT,0.019083,0.028349,48.6,↑,0.525809,NS,15/25,5,5
Blood,PlasmaB,tgfb_signaling,NL→IA,NL,IA,0.019083,0.06656,248.8,↑,0.065064,†,18/20,5,4
Blood,PlasmaB,tgfb_signaling,NL→AR,NL,AR,0.019083,0.017734,-7.1,↓,0.764228,NS,6/15,5,3
Blood,PlasmaB,tgfb_signaling,NL→CR,NL,CR,0.019083,0.042439,122.4,↑,0.230243,NS,12/15,5,3
Blood,PlasmaB,tgfb_signaling,IT→IA,IT,IA,0.028349,0.06656,134.8,↑,0.031746,*,19/20,5,4
Blood,PlasmaB,tgfb_signaling,IA→AR,IA,AR,0.06656,0.017734,-73.4,↓,0.057143,†,12/12,4,3
Blood,PlasmaB,tgfb_signaling,CR→AR,CR,AR,0.042439,0.017734,-58.2,↓,0.1,NS,9/9,3,3
Blood,Myeloid,tissue_resident,NL→IT,NL,IT,0.023797,0.019035,-20.0,↓,0.904762,NS,11/20,4,5
Blood,Myeloid,tissue_resident,NL→IA,NL,IA,0.023797,0.02973,24.9,↑,0.885714,NS,7/16,4,4
Blood,Myeloid,tissue_resident,NL→AR,NL,AR,0.023797,0.017369,-27.0,↓,0.4,NS,9/12,4,3
Blood,Myeloid,tissue_resident,NL→CR,NL,CR,0.023797,0.02743,15.3,↑,0.857143,NS,7/12,4,3
Blood,Myeloid,tissue_resident,IT→IA,IT,IA,0.019035,0.02973,56.2,↑,0.555556,NS,13/20,5,4
Blood,Myeloid,tissue_resident,IA→AR,IA,AR,0.02973,0.017369,-41.6,↓,0.857143,NS,7/12,4,3
Blood,Myeloid,tissue_resident,CR→AR,CR,AR,0.02743,0.017369,-36.7,↓,0.1,NS,9/9,3,3
Blood,CD4_T,tissue_resident,NL→IT,NL,IT,0.095647,0.061775,-35.4,↓,0.095238,†,21/25,5,5
Blood,CD4_T,tissue_resident,NL→IA,NL,IA,0.095647,0.07223,-24.5,↓,0.285714,NS,15/20,5,4
Blood,CD4_T,tissue_resident,NL→AR,NL,AR,0.095647,0.064602,-32.5,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,tissue_resident,NL→CR,NL,CR,0.095647,0.081856,-14.4,↓,0.142857,NS,13/15,5,3
Blood,CD4_T,tissue_resident,IT→IA,IT,IA,0.061775,0.07223,16.9,↑,0.904762,NS,9/20,5,4
Blood,CD4_T,tissue_resident,IA→AR,IA,AR,0.07223,0.064602,-10.6,↓,0.857143,NS,7/12,4,3
Blood,CD4_T,tissue_resident,CR→AR,CR,AR,0.081856,0.064602,-21.1,↓,0.7,NS,6/9,3,3
Blood,CD8_T,tissue_resident,NL→IT,NL,IT,0.094155,0.079426,-15.6,↓,0.690476,NS,15/25,5,5
Blood,CD8_T,tissue_resident,NL→IA,NL,IA,0.094155,0.105115,11.6,↑,1.0,NS,10/20,5,4
Blood,CD8_T,tissue_resident,NL→AR,NL,AR,0.094155,0.094692,0.6,↑,1.0,NS,8/15,5,3
Blood,CD8_T,tissue_resident,NL→CR,NL,CR,0.094155,0.095196,1.1,↑,0.785714,NS,6/15,5,3
Blood,CD8_T,tissue_resident,IT→IA,IT,IA,0.079426,0.105115,32.3,↑,1.0,NS,10/20,5,4
Blood,CD8_T,tissue_resident,IA→AR,IA,AR,0.105115,0.094692,-9.9,↓,0.857143,NS,5/12,4,3
Blood,CD8_T,tissue_resident,CR→AR,CR,AR,0.095196,0.094692,-0.5,↓,0.7,NS,6/9,3,3
Blood,NK,tissue_resident,NL→IT,NL,IT,0.100659,0.117152,16.4,↑,0.309524,NS,18/25,5,5
Blood,NK,tissue_resident,NL→IA,NL,IA,0.100659,0.118449,17.7,↑,0.555556,NS,13/20,5,4
Blood,NK,tissue_resident,NL→AR,NL,AR,0.100659,0.110654,9.9,↑,0.571429,NS,10/15,5,3
Blood,NK,tissue_resident,NL→CR,NL,CR,0.100659,0.120807,20.0,↑,0.392857,NS,11/15,5,3
Blood,NK,tissue_resident,IT→IA,IT,IA,0.117152,0.118449,1.1,↑,0.730159,NS,8/20,5,4
Blood,NK,tissue_resident,IA→AR,IA,AR,0.118449,0.110654,-6.6,↓,1.0,NS,6/12,4,3
Blood,NK,tissue_resident,CR→AR,CR,AR,0.120807,0.110654,-8.4,↓,1.0,NS,5/9,3,3
Blood,B,tissue_resident,NL→IT,NL,IT,0.057123,0.051588,-9.7,↓,0.84127,NS,14/25,5,5
Blood,B,tissue_resident,NL→IA,NL,IA,0.057123,0.056142,-1.7,↓,1.0,NS,10/20,5,4
Blood,B,tissue_resident,NL→AR,NL,AR,0.057123,0.071446,25.1,↑,1.0,NS,8/15,5,3
Blood,B,tissue_resident,NL→CR,NL,CR,0.057123,0.083565,46.3,↑,0.25,NS,12/15,5,3
Blood,B,tissue_resident,IT→IA,IT,IA,0.051588,0.056142,8.8,↑,1.0,NS,10/20,5,4
Blood,B,tissue_resident,IA→AR,IA,AR,0.056142,0.071446,27.3,↑,0.628571,NS,8/12,4,3
Blood,B,tissue_resident,CR→AR,CR,AR,0.083565,0.071446,-14.5,↓,0.7,NS,6/9,3,3
Blood,PlasmaB,tissue_resident,NL→IT,NL,IT,0.025701,0.010497,-59.2,↓,0.834035,NS,14/25,5,5
Blood,PlasmaB,tissue_resident,NL→IA,NL,IA,0.025701,0.011229,-56.3,↓,0.902117,NS,11/20,5,4
Blood,PlasmaB,tissue_resident,NL→AR,NL,AR,0.025701,0.031205,21.4,↑,0.764228,NS,9/15,5,3
Blood,PlasmaB,tissue_resident,NL→CR,NL,CR,0.025701,0.029506,14.8,↑,0.548595,NS,10/15,5,3
Blood,PlasmaB,tissue_resident,IT→IA,IT,IA,0.010497,0.011229,7.0,↑,0.730159,NS,12/20,5,4
Blood,PlasmaB,tissue_resident,IA→AR,IA,AR,0.011229,0.031205,177.9,↑,0.628571,NS,8/12,4,3
Blood,PlasmaB,tissue_resident,CR→AR,CR,AR,0.029506,0.031205,5.8,↑,0.7,NS,3/9,3,3
Blood,Myeloid,treg,NL→IT,NL,IT,0.0,0.000625,99999.0,↑,0.109436,NS,12/20,4,5
