tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,CDH1,PlasmaB,IT→IA,IT,IA,0.043281905,0.029613785,-31.600000381469727,↓,1.0,NS,7/20,5,4
Blood,CDH1,PlasmaB,IA→AR,IA,AR,0.029613785,0.017822353,-39.79999923706055,↓,0.854445,NS,6/12,4,3
Blood,CDH1,PlasmaB,CR→AR,CR,AR,0.057371322,0.017822353,-68.9000015258789,↓,0.506555,NS,6/9,3,3
Blood,CDK1,Myeloid,NL→IT,NL,IT,0.0009048564,0.0,-100.0,↓,0.423711,NS,5/25,5,5
Blood,CDK1,Myeloid,NL→IA,NL,IA,0.0009048564,0.003084306,240.8999938964844,↑,0.466854,NS,9/20,5,4
Blood,CDK1,Myeloid,NL→AR,NL,AR,0.0009048564,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Blood,CDK1,Myeloid,NL→CR,NL,CR,0.0009048564,0.0002680906,-70.4000015258789,↓,0.494525,NS,3/15,5,3
Blood,CDK1,Myeloid,IT→IA,IT,IA,0.0,0.003084306,99999.0,↑,0.13121,NS,10/20,5,4
Blood,CDK1,Myeloid,IA→AR,IA,AR,0.003084306,0.0,-100.0,↓,0.270289,NS,6/12,4,3
Blood,CDK1,Myeloid,CR→AR,CR,AR,0.0002680906,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Blood,CDK1,CD4_T,NL→IT,NL,IT,0.030281013,0.0074264714,-75.5,↓,0.150794,NS,20/25,5,5
Blood,CDK1,CD4_T,NL→IA,NL,IA,0.030281013,0.009866387,-67.4000015258789,↓,0.412698,NS,14/20,5,4
Blood,CDK1,CD4_T,NL→AR,NL,AR,0.030281013,0.0043292125,-85.69999694824219,↓,0.25,NS,12/15,5,3
Blood,CDK1,CD4_T,NL→CR,NL,CR,0.030281013,0.0044100066,-85.4000015258789,↓,0.25,NS,12/15,5,3
Blood,CDK1,CD4_T,IT→IA,IT,IA,0.0074264714,0.009866387,32.900001525878906,↑,1.0,NS,10/20,5,4
Blood,CDK1,CD4_T,IA→AR,IA,AR,0.009866387,0.0043292125,-56.09999847412109,↓,0.857143,NS,7/12,4,3
Blood,CDK1,CD4_T,CR→AR,CR,AR,0.0044100066,0.0043292125,-1.7999999523162842,↓,1.0,NS,4/9,3,3
Blood,CDK1,CD8_T,NL→IT,NL,IT,0.030419588,0.0069497465,-77.19999694824219,↓,0.055556,†,22/25,5,5
Blood,CDK1,CD8_T,NL→IA,NL,IA,0.030419588,0.010655173,-65.0,↓,0.063492,†,18/20,5,4
Blood,CDK1,CD8_T,NL→AR,NL,AR,0.030419588,0.0041043884,-86.5,↓,0.071429,†,14/15,5,3
Blood,CDK1,CD8_T,NL→CR,NL,CR,0.030419588,0.006422142,-78.9000015258789,↓,0.142857,NS,13/15,5,3
Blood,CDK1,CD8_T,IT→IA,IT,IA,0.0069497465,0.010655173,53.29999923706055,↑,0.412698,NS,6/20,5,4
Blood,CDK1,CD8_T,IA→AR,IA,AR,0.010655173,0.0041043884,-61.5,↓,0.857143,NS,7/12,4,3
Blood,CDK1,CD8_T,CR→AR,CR,AR,0.006422142,0.0041043884,-36.09999847412109,↓,0.4,NS,7/9,3,3
Blood,CDK1,NK,NL→IT,NL,IT,0.029825335,0.0058991006,-80.19999694824219,↓,0.031746,*,23/25,5,5
Blood,CDK1,NK,NL→IA,NL,IA,0.029825335,0.009952664,-66.5999984741211,↓,0.190476,NS,16/20,5,4
Blood,CDK1,NK,NL→AR,NL,AR,0.029825335,0.0027396095,-90.8000030517578,↓,0.035714,*,15/15,5,3
Blood,CDK1,NK,NL→CR,NL,CR,0.029825335,0.009308535,-68.80000305175781,↓,0.25,NS,12/15,5,3
Blood,CDK1,NK,IT→IA,IT,IA,0.0058991006,0.009952664,68.69999694824219,↑,0.190476,NS,16/20,5,4
Blood,CDK1,NK,IA→AR,IA,AR,0.009952664,0.0027396095,-72.5,↓,0.057143,†,12/12,4,3
Blood,CDK1,NK,CR→AR,CR,AR,0.009308535,0.0027396095,-70.5999984741211,↓,0.1,NS,9/9,3,3
Blood,CDK1,B,NL→IT,NL,IT,0.00021718384,0.0025471551,1072.800048828125,↑,0.044909,*,20/25,5,5
Blood,CDK1,B,NL→IA,NL,IA,0.00021718384,0.0075124176,3359.0,↑,0.029657,*,19/20,5,4
Blood,CDK1,B,NL→AR,NL,AR,0.00021718384,0.0043467134,1901.4000244140625,↑,0.171857,NS,10/15,5,3
Blood,CDK1,B,NL→CR,NL,CR,0.00021718384,0.0009950759,358.20001220703125,↑,0.305507,NS,9/15,5,3
Blood,CDK1,B,IT→IA,IT,IA,0.0025471551,0.0075124176,194.8999938964844,↑,0.730159,NS,12/20,5,4
Blood,CDK1,B,IA→AR,IA,AR,0.0075124176,0.0043467134,-42.09999847412109,↓,0.857143,NS,7/12,4,3
Blood,CDK1,B,CR→AR,CR,AR,0.0009950759,0.0043467134,336.79998779296875,↑,0.506555,NS,6/9,3,3
Blood,CDK1,PlasmaB,NL→IT,NL,IT,0.075384185,0.08403992,11.5,↑,0.525809,NS,16/25,5,5
Blood,CDK1,PlasmaB,NL→IA,NL,IA,0.075384185,0.052163403,-30.799999237060547,↓,0.893273,NS,8/20,5,4
Blood,CDK1,PlasmaB,NL→AR,NL,AR,0.075384185,0.058443915,-22.5,↓,1.0,NS,6/15,5,3
Blood,CDK1,PlasmaB,NL→CR,NL,CR,0.075384185,0.031983506,-57.59999847412109,↓,0.759982,NS,6/15,5,3
Blood,CDK1,PlasmaB,IT→IA,IT,IA,0.08403992,0.052163403,-37.900001525878906,↓,0.389284,NS,14/20,5,4
Blood,CDK1,PlasmaB,IA→AR,IA,AR,0.052163403,0.058443915,12.0,↑,0.854445,NS,6/12,4,3
Blood,CDK1,PlasmaB,CR→AR,CR,AR,0.031983506,0.058443915,82.69999694824219,↑,0.7,NS,6/9,3,3
Blood,CDK2,Myeloid,NL→IT,NL,IT,0.03287227,0.019084666,-41.900001525878906,↓,0.420635,NS,8/25,5,5
Blood,CDK2,Myeloid,NL→IA,NL,IA,0.03287227,0.011505062,-65.0,↓,0.555556,NS,13/20,5,4
Blood,CDK2,Myeloid,NL→AR,NL,AR,0.03287227,0.013547364,-58.79999923706055,↓,0.785714,NS,6/15,5,3
Blood,CDK2,Myeloid,NL→CR,NL,CR,0.03287227,0.017603667,-46.400001525878906,↓,0.785714,NS,6/15,5,3
Blood,CDK2,Myeloid,IT→IA,IT,IA,0.019084666,0.011505062,-39.70000076293945,↓,0.190476,NS,16/20,5,4
Blood,CDK2,Myeloid,IA→AR,IA,AR,0.011505062,0.013547364,17.799999237060547,↑,0.4,NS,9/12,4,3
Blood,CDK2,Myeloid,CR→AR,CR,AR,0.017603667,0.013547364,-23.0,↓,0.7,NS,6/9,3,3
Blood,CDK2,CD4_T,NL→IT,NL,IT,0.020167371,0.023024397,14.199999809265137,↑,0.84127,NS,14/25,5,5
Blood,CDK2,CD4_T,NL→IA,NL,IA,0.020167371,0.026214018,30.0,↑,0.730159,NS,12/20,5,4
Blood,CDK2,CD4_T,NL→AR,NL,AR,0.020167371,0.024144942,19.700000762939453,↑,1.0,NS,8/15,5,3
Blood,CDK2,CD4_T,NL→CR,NL,CR,0.020167371,0.018134892,-10.100000381469728,↓,1.0,NS,8/15,5,3
Blood,CDK2,CD4_T,IT→IA,IT,IA,0.023024397,0.026214018,13.899999618530272,↑,0.555556,NS,13/20,5,4
Blood,CDK2,CD4_T,IA→AR,IA,AR,0.026214018,0.024144942,-7.900000095367432,↓,0.857143,NS,7/12,4,3
Blood,CDK2,CD4_T,CR→AR,CR,AR,0.018134892,0.024144942,33.099998474121094,↑,0.4,NS,7/9,3,3
Blood,CDK2,CD8_T,NL→IT,NL,IT,0.041619886,0.038801737,-6.800000190734863,↓,0.84127,NS,14/25,5,5
Blood,CDK2,CD8_T,NL→IA,NL,IA,0.041619886,0.032263275,-22.5,↓,0.555556,NS,13/20,5,4
Blood,CDK2,CD8_T,NL→AR,NL,AR,0.041619886,0.035102442,-15.699999809265137,↓,0.785714,NS,9/15,5,3
Blood,CDK2,CD8_T,NL→CR,NL,CR,0.041619886,0.025732055,-38.20000076293945,↓,0.25,NS,12/15,5,3
Blood,CDK2,CD8_T,IT→IA,IT,IA,0.038801737,0.032263275,-16.899999618530273,↓,0.730159,NS,12/20,5,4
Blood,CDK2,CD8_T,IA→AR,IA,AR,0.032263275,0.035102442,8.800000190734863,↑,0.857143,NS,7/12,4,3
Blood,CDK2,CD8_T,CR→AR,CR,AR,0.025732055,0.035102442,36.400001525878906,↑,0.1,NS,9/9,3,3
Blood,CDK2,NK,NL→IT,NL,IT,0.030127954,0.050110865,66.30000305175781,↑,0.309524,NS,18/25,5,5
Blood,CDK2,NK,NL→IA,NL,IA,0.030127954,0.040547628,34.599998474121094,↑,0.730159,NS,12/20,5,4
Blood,CDK2,NK,NL→AR,NL,AR,0.030127954,0.05587548,85.5,↑,0.25,NS,12/15,5,3
Blood,CDK2,NK,NL→CR,NL,CR,0.030127954,0.04699209,56.0,↑,0.392857,NS,11/15,5,3
Blood,CDK2,NK,IT→IA,IT,IA,0.050110865,0.040547628,-19.100000381469727,↓,0.412698,NS,14/20,5,4
Blood,CDK2,NK,IA→AR,IA,AR,0.040547628,0.05587548,37.79999923706055,↑,0.4,NS,9/12,4,3
Blood,CDK2,NK,CR→AR,CR,AR,0.04699209,0.05587548,18.899999618530277,↑,0.7,NS,6/9,3,3
Blood,CDK2,B,NL→IT,NL,IT,0.04578782,0.031932466,-30.299999237060547,↓,0.547619,NS,9/25,5,5
Blood,CDK2,B,NL→IA,NL,IA,0.04578782,0.031809658,-30.5,↓,0.555556,NS,7/20,5,4
Blood,CDK2,B,NL→AR,NL,AR,0.04578782,0.039739672,-13.199999809265137,↓,0.571429,NS,5/15,5,3
Blood,CDK2,B,NL→CR,NL,CR,0.04578782,0.03544827,-22.600000381469727,↓,0.571429,NS,5/15,5,3
Blood,CDK2,B,IT→IA,IT,IA,0.031932466,0.031809658,-0.4000000059604645,↓,0.555556,NS,7/20,5,4
Blood,CDK2,B,IA→AR,IA,AR,0.031809658,0.039739672,24.899999618530277,↑,1.0,NS,6/12,4,3
Blood,CDK2,B,CR→AR,CR,AR,0.03544827,0.039739672,12.100000381469728,↑,0.4,NS,7/9,3,3
Blood,CDK2,PlasmaB,NL→IT,NL,IT,0.005311709,0.03312675,523.7000122070312,↑,0.052412,†,22/25,5,5
Blood,CDK2,PlasmaB,NL→IA,NL,IA,0.005311709,0.08893104,1574.199951171875,↑,0.029657,*,19/20,5,4
Blood,CDK2,PlasmaB,NL→AR,NL,AR,0.005311709,0.025259547,375.5,↑,0.305507,NS,9/15,5,3
Blood,CDK2,PlasmaB,NL→CR,NL,CR,0.005311709,0.045240954,751.7000122070312,↑,0.056664,†,14/15,5,3
Blood,CDK2,PlasmaB,IT→IA,IT,IA,0.03312675,0.08893104,168.5,↑,0.285714,NS,15/20,5,4
Blood,CDK2,PlasmaB,IA→AR,IA,AR,0.08893104,0.025259547,-71.5999984741211,↓,0.228571,NS,10/12,4,3
Blood,CDK2,PlasmaB,CR→AR,CR,AR,0.045240954,0.025259547,-44.20000076293945,↓,0.4,NS,7/9,3,3
Blood,CDK4,Myeloid,NL→IT,NL,IT,0.0782816,0.1440455,84.0,↑,0.150794,NS,20/25,5,5
Blood,CDK4,Myeloid,NL→IA,NL,IA,0.0782816,0.20702645,164.5,↑,0.111111,NS,17/20,5,4
Blood,CDK4,Myeloid,NL→AR,NL,AR,0.0782816,0.16047366,105.0,↑,0.25,NS,12/15,5,3
Blood,CDK4,Myeloid,NL→CR,NL,CR,0.0782816,0.14035156,79.30000305175781,↑,0.25,NS,12/15,5,3
Blood,CDK4,Myeloid,IT→IA,IT,IA,0.1440455,0.20702645,43.70000076293945,↑,0.412698,NS,14/20,5,4
Blood,CDK4,Myeloid,IA→AR,IA,AR,0.20702645,0.16047366,-22.5,↓,0.857143,NS,7/12,4,3
Blood,CDK4,Myeloid,CR→AR,CR,AR,0.14035156,0.16047366,14.300000190734863,↑,0.7,NS,6/9,3,3
Blood,CDK4,CD4_T,NL→IT,NL,IT,0.1534703,0.25139946,63.79999923706055,↑,0.095238,†,21/25,5,5
Blood,CDK4,CD4_T,NL→IA,NL,IA,0.1534703,0.23611107,53.79999923706055,↑,0.111111,NS,17/20,5,4
Blood,CDK4,CD4_T,NL→AR,NL,AR,0.1534703,0.26387095,71.9000015258789,↑,0.035714,*,15/15,5,3
Blood,CDK4,CD4_T,NL→CR,NL,CR,0.1534703,0.16465819,7.300000190734863,↑,0.785714,NS,9/15,5,3
Blood,CDK4,CD4_T,IT→IA,IT,IA,0.25139946,0.23611107,-6.099999904632568,↓,0.730159,NS,12/20,5,4
Blood,CDK4,CD4_T,IA→AR,IA,AR,0.23611107,0.26387095,11.800000190734863,↑,0.857143,NS,7/12,4,3
Blood,CDK4,CD4_T,CR→AR,CR,AR,0.16465819,0.26387095,60.29999923706055,↑,0.1,NS,9/9,3,3
Blood,CDK4,CD8_T,NL→IT,NL,IT,0.18715295,0.26482266,41.5,↑,0.095238,†,21/25,5,5
Blood,CDK4,CD8_T,NL→IA,NL,IA,0.18715295,0.23663566,26.399999618530277,↑,0.285714,NS,15/20,5,4
Blood,CDK4,CD8_T,NL→AR,NL,AR,0.18715295,0.2697233,44.09999847412109,↑,0.071429,†,14/15,5,3
Blood,CDK4,CD8_T,NL→CR,NL,CR,0.18715295,0.1830341,-2.200000047683716,↓,0.785714,NS,9/15,5,3
Blood,CDK4,CD8_T,IT→IA,IT,IA,0.26482266,0.23663566,-10.600000381469728,↓,0.555556,NS,13/20,5,4
Blood,CDK4,CD8_T,IA→AR,IA,AR,0.23663566,0.2697233,14.0,↑,0.628571,NS,8/12,4,3
Blood,CDK4,CD8_T,CR→AR,CR,AR,0.1830341,0.2697233,47.400001525878906,↑,0.2,NS,8/9,3,3
Blood,CDK4,NK,NL→IT,NL,IT,0.15523711,0.21890178,41.0,↑,0.150794,NS,20/25,5,5
Blood,CDK4,NK,NL→IA,NL,IA,0.15523711,0.22626644,45.79999923706055,↑,0.111111,NS,17/20,5,4
Blood,CDK4,NK,NL→AR,NL,AR,0.15523711,0.2530317,63.0,↑,0.071429,†,14/15,5,3
Blood,CDK4,NK,NL→CR,NL,CR,0.15523711,0.17707969,14.100000381469728,↑,0.571429,NS,10/15,5,3
Blood,CDK4,NK,IT→IA,IT,IA,0.21890178,0.22626644,3.400000095367432,↑,0.904762,NS,11/20,5,4
Blood,CDK4,NK,IA→AR,IA,AR,0.22626644,0.2530317,11.800000190734863,↑,0.628571,NS,8/12,4,3
Blood,CDK4,NK,CR→AR,CR,AR,0.17707969,0.2530317,42.900001525878906,↑,0.1,NS,9/9,3,3
Blood,CDK4,B,NL→IT,NL,IT,0.12342715,0.25801587,109.0,↑,0.015873,*,24/25,5,5
Blood,CDK4,B,NL→IA,NL,IA,0.12342715,0.21440938,73.69999694824219,↑,0.190476,NS,16/20,5,4
Blood,CDK4,B,NL→AR,NL,AR,0.12342715,0.2858278,131.60000610351562,↑,0.035714,*,15/15,5,3
Blood,CDK4,B,NL→CR,NL,CR,0.12342715,0.16579379,34.29999923706055,↑,0.785714,NS,9/15,5,3
Blood,CDK4,B,IT→IA,IT,IA,0.25801587,0.21440938,-16.899999618530273,↓,0.555556,NS,13/20,5,4
Blood,CDK4,B,IA→AR,IA,AR,0.21440938,0.2858278,33.29999923706055,↑,0.057143,†,12/12,4,3
Blood,CDK4,B,CR→AR,CR,AR,0.16579379,0.2858278,72.4000015258789,↑,0.1,NS,9/9,3,3
Blood,CDK4,PlasmaB,NL→IT,NL,IT,0.35885084,0.32516432,-9.399999618530272,↓,0.84127,NS,14/25,5,5
Blood,CDK4,PlasmaB,NL→IA,NL,IA,0.35885084,0.32640287,-9.0,↓,0.904762,NS,11/20,5,4
Blood,CDK4,PlasmaB,NL→AR,NL,AR,0.35885084,0.33786544,-5.800000190734863,↓,1.0,NS,8/15,5,3
Blood,CDK4,PlasmaB,NL→CR,NL,CR,0.35885084,0.20784111,-42.09999847412109,↓,0.25,NS,12/15,5,3
Blood,CDK4,PlasmaB,IT→IA,IT,IA,0.32516432,0.32640287,0.4000000059604645,↑,0.904762,NS,9/20,5,4
Blood,CDK4,PlasmaB,IA→AR,IA,AR,0.32640287,0.33786544,3.5,↑,0.857143,NS,7/12,4,3
Blood,CDK4,PlasmaB,CR→AR,CR,AR,0.20784111,0.33786544,62.59999847412109,↑,0.1,NS,9/9,3,3
Blood,CDKN1A,Myeloid,NL→IT,NL,IT,0.3311252,0.3324278,0.4000000059604645,↑,0.84127,NS,11/25,5,5
Blood,CDKN1A,Myeloid,NL→IA,NL,IA,0.3311252,0.69397366,109.5999984741211,↑,0.730159,NS,12/20,5,4
Blood,CDKN1A,Myeloid,NL→AR,NL,AR,0.3311252,0.37216976,12.399999618530272,↑,1.0,NS,7/15,5,3
Blood,CDKN1A,Myeloid,NL→CR,NL,CR,0.3311252,0.47962257,44.79999923706055,↑,0.25,NS,12/15,5,3
Blood,CDKN1A,Myeloid,IT→IA,IT,IA,0.3324278,0.69397366,108.8000030517578,↑,0.730159,NS,12/20,5,4
Blood,CDKN1A,Myeloid,IA→AR,IA,AR,0.69397366,0.37216976,-46.400001525878906,↓,0.857143,NS,7/12,4,3
Blood,CDKN1A,Myeloid,CR→AR,CR,AR,0.47962257,0.37216976,-22.399999618530277,↓,0.7,NS,6/9,3,3
Blood,CDKN1A,CD4_T,NL→IT,NL,IT,0.033604793,0.006775827,-79.80000305175781,↓,0.055556,†,22/25,5,5
Blood,CDKN1A,CD4_T,NL→IA,NL,IA,0.033604793,0.26715767,695.0,↑,0.555556,NS,7/20,5,4
Blood,CDKN1A,CD4_T,NL→AR,NL,AR,0.033604793,0.009345719,-72.19999694824219,↓,0.25,NS,12/15,5,3
Blood,CDKN1A,CD4_T,NL→CR,NL,CR,0.033604793,0.014761258,-56.09999847412109,↓,0.25,NS,12/15,5,3
Blood,CDKN1A,CD4_T,IT→IA,IT,IA,0.006775827,0.26715767,3842.800048828125,↑,0.555556,NS,13/20,5,4
Blood,CDKN1A,CD4_T,IA→AR,IA,AR,0.26715767,0.009345719,-96.5,↓,1.0,NS,6/12,4,3
Blood,CDKN1A,CD4_T,CR→AR,CR,AR,0.014761258,0.009345719,-36.70000076293945,↓,0.4,NS,7/9,3,3
Blood,CDKN1A,CD8_T,NL→IT,NL,IT,0.021111816,0.0052470206,-75.0999984741211,↓,0.600402,NS,15/25,5,5
Blood,CDKN1A,CD8_T,NL→IA,NL,IA,0.021111816,0.15297435,624.5999755859375,↑,0.730159,NS,12/20,5,4
Blood,CDKN1A,CD8_T,NL→AR,NL,AR,0.021111816,0.0063893287,-69.69999694824219,↓,1.0,NS,8/15,5,3
Blood,CDKN1A,CD8_T,NL→CR,NL,CR,0.021111816,0.014883005,-29.5,↓,0.785714,NS,6/15,5,3
Blood,CDKN1A,CD8_T,IT→IA,IT,IA,0.0052470206,0.15297435,2815.5,↑,0.555556,NS,13/20,5,4
Blood,CDKN1A,CD8_T,IA→AR,IA,AR,0.15297435,0.0063893287,-95.8000030517578,↓,1.0,NS,6/12,4,3
Blood,CDKN1A,CD8_T,CR→AR,CR,AR,0.014883005,0.0063893287,-57.09999847412109,↓,0.1,NS,9/9,3,3
Blood,CDKN1A,NK,NL→IT,NL,IT,0.019350376,0.00985905,-49.0,↓,0.547619,NS,16/25,5,5
Blood,CDKN1A,NK,NL→IA,NL,IA,0.019350376,0.15906976,722.0,↑,1.0,NS,10/20,5,4
Blood,CDKN1A,NK,NL→AR,NL,AR,0.019350376,0.013884835,-28.200000762939453,↓,1.0,NS,7/15,5,3
Blood,CDKN1A,NK,NL→CR,NL,CR,0.019350376,0.022558166,16.600000381469727,↑,1.0,NS,8/15,5,3
Blood,CDKN1A,NK,IT→IA,IT,IA,0.00985905,0.15906976,1513.4000244140625,↑,0.555556,NS,13/20,5,4
Blood,CDKN1A,NK,IA→AR,IA,AR,0.15906976,0.013884835,-91.3000030517578,↓,1.0,NS,6/12,4,3
Blood,CDKN1A,NK,CR→AR,CR,AR,0.022558166,0.013884835,-38.400001525878906,↓,0.4,NS,7/9,3,3
Blood,CDKN1A,B,NL→IT,NL,IT,0.14721839,0.11698554,-20.5,↓,0.547619,NS,16/25,5,5
Blood,CDKN1A,B,NL→IA,NL,IA,0.14721839,0.40538645,175.39999389648438,↑,0.730159,NS,12/20,5,4
Blood,CDKN1A,B,NL→AR,NL,AR,0.14721839,0.19145323,30.0,↑,0.392857,NS,11/15,5,3
Blood,CDKN1A,B,NL→CR,NL,CR,0.14721839,0.093504846,-36.5,↓,0.571429,NS,10/15,5,3
Blood,CDKN1A,B,IT→IA,IT,IA,0.11698554,0.40538645,246.5,↑,0.285714,NS,15/20,5,4
Blood,CDKN1A,B,IA→AR,IA,AR,0.40538645,0.19145323,-52.79999923706055,↓,0.857143,NS,5/12,4,3
Blood,CDKN1A,B,CR→AR,CR,AR,0.093504846,0.19145323,104.8000030517578,↑,0.1,NS,9/9,3,3
Blood,CDKN1A,PlasmaB,NL→IT,NL,IT,0.31754494,0.120408274,-62.09999847412109,↓,0.753298,NS,14/25,5,5
Blood,CDKN1A,PlasmaB,NL→IA,NL,IA,0.31754494,0.3857549,21.5,↑,0.412698,NS,14/20,5,4
Blood,CDKN1A,PlasmaB,NL→AR,NL,AR,0.31754494,0.22497065,-29.200000762939453,↓,1.0,NS,7/15,5,3
Blood,CDKN1A,PlasmaB,NL→CR,NL,CR,0.31754494,0.38664433,21.799999237060547,↑,0.785714,NS,9/15,5,3
Blood,CDKN1A,PlasmaB,IT→IA,IT,IA,0.120408274,0.3857549,220.3999938964844,↑,0.190476,NS,16/20,5,4
Blood,CDKN1A,PlasmaB,IA→AR,IA,AR,0.3857549,0.22497065,-41.70000076293945,↓,0.628571,NS,8/12,4,3
Blood,CDKN1A,PlasmaB,CR→AR,CR,AR,0.38664433,0.22497065,-41.79999923706055,↓,0.1,NS,9/9,3,3
Blood,CDKN2A,Myeloid,NL→IT,NL,IT,0.0037129335,0.007492108,101.8000030517578,↑,0.142457,NS,20/25,5,5
Blood,CDKN2A,Myeloid,NL→IA,NL,IA,0.0037129335,0.007928994,113.5999984741211,↑,0.170609,NS,15/20,5,4
Blood,CDKN2A,Myeloid,NL→AR,NL,AR,0.0037129335,0.0146877095,295.6000061035156,↑,0.03577,*,15/15,5,3
Blood,CDKN2A,Myeloid,NL→CR,NL,CR,0.0037129335,0.005062488,36.29999923706055,↑,0.764228,NS,9/15,5,3
Blood,CDKN2A,Myeloid,IT→IA,IT,IA,0.007492108,0.007928994,5.800000190734863,↑,0.904762,NS,9/20,5,4
Blood,CDKN2A,Myeloid,IA→AR,IA,AR,0.007928994,0.0146877095,85.19999694824219,↑,0.4,NS,9/12,4,3
Blood,CDKN2A,Myeloid,CR→AR,CR,AR,0.005062488,0.0146877095,190.1000061035156,↑,0.4,NS,7/9,3,3
Blood,CDKN2A,CD4_T,NL→IT,NL,IT,0.09079255,0.02641043,-70.9000015258789,↓,0.690476,NS,15/25,5,5
Blood,CDKN2A,CD4_T,NL→IA,NL,IA,0.09079255,0.04517946,-50.20000076293945,↓,0.730159,NS,12/20,5,4
Blood,CDKN2A,CD4_T,NL→AR,NL,AR,0.09079255,0.019166747,-78.9000015258789,↓,0.392857,NS,11/15,5,3
Blood,CDKN2A,CD4_T,NL→CR,NL,CR,0.09079255,0.026120966,-71.19999694824219,↓,0.785714,NS,9/15,5,3
Blood,CDKN2A,CD4_T,IT→IA,IT,IA,0.02641043,0.04517946,71.0999984741211,↑,1.0,NS,10/20,5,4
Blood,CDKN2A,CD4_T,IA→AR,IA,AR,0.04517946,0.019166747,-57.59999847412109,↓,0.628571,NS,8/12,4,3
Blood,CDKN2A,CD4_T,CR→AR,CR,AR,0.026120966,0.019166747,-26.600000381469727,↓,0.2,NS,8/9,3,3
Blood,CDKN2A,CD8_T,NL→IT,NL,IT,0.12002979,0.046854895,-61.0,↓,0.222222,NS,19/25,5,5
Blood,CDKN2A,CD8_T,NL→IA,NL,IA,0.12002979,0.08228217,-31.399999618530277,↓,0.555556,NS,13/20,5,4
Blood,CDKN2A,CD8_T,NL→AR,NL,AR,0.12002979,0.049447298,-58.79999923706055,↓,0.25,NS,12/15,5,3
Blood,CDKN2A,CD8_T,NL→CR,NL,CR,0.12002979,0.03572909,-70.19999694824219,↓,0.25,NS,12/15,5,3
Blood,CDKN2A,CD8_T,IT→IA,IT,IA,0.046854895,0.08228217,75.5999984741211,↑,1.0,NS,10/20,5,4
Blood,CDKN2A,CD8_T,IA→AR,IA,AR,0.08228217,0.049447298,-39.900001525878906,↓,0.857143,NS,5/12,4,3
Blood,CDKN2A,CD8_T,CR→AR,CR,AR,0.03572909,0.049447298,38.400001525878906,↑,0.4,NS,7/9,3,3
Blood,CDKN2A,NK,NL→IT,NL,IT,0.11645049,0.06313178,-45.79999923706055,↓,0.095238,†,21/25,5,5
Blood,CDKN2A,NK,NL→IA,NL,IA,0.11645049,0.048492618,-58.400001525878906,↓,0.111111,NS,17/20,5,4
Blood,CDKN2A,NK,NL→AR,NL,AR,0.11645049,0.052245993,-55.09999847412109,↓,0.25,NS,12/15,5,3
Blood,CDKN2A,NK,NL→CR,NL,CR,0.11645049,0.06936371,-40.400001525878906,↓,0.25,NS,12/15,5,3
Blood,CDKN2A,NK,IT→IA,IT,IA,0.06313178,0.048492618,-23.200000762939453,↓,0.730159,NS,12/20,5,4
Blood,CDKN2A,NK,IA→AR,IA,AR,0.048492618,0.052245993,7.699999809265137,↑,0.857143,NS,7/12,4,3
Blood,CDKN2A,NK,CR→AR,CR,AR,0.06936371,0.052245993,-24.700000762939453,↓,0.4,NS,7/9,3,3
Blood,CDKN2A,B,NL→IT,NL,IT,0.04350204,0.04928835,13.300000190734863,↑,0.547619,NS,16/25,5,5
Blood,CDKN2A,B,NL→IA,NL,IA,0.04350204,0.034053132,-21.700000762939453,↓,1.0,NS,10/20,5,4
Blood,CDKN2A,B,NL→AR,NL,AR,0.04350204,0.031149602,-28.399999618530277,↓,0.785714,NS,9/15,5,3
Blood,CDKN2A,B,NL→CR,NL,CR,0.04350204,0.045288056,4.099999904632568,↑,0.785714,NS,9/15,5,3
Blood,CDKN2A,B,IT→IA,IT,IA,0.04928835,0.034053132,-30.899999618530277,↓,0.063492,†,18/20,5,4
Blood,CDKN2A,B,IA→AR,IA,AR,0.034053132,0.031149602,-8.5,↓,0.628571,NS,8/12,4,3
Blood,CDKN2A,B,CR→AR,CR,AR,0.045288056,0.031149602,-31.200000762939453,↓,0.1,NS,9/9,3,3
Blood,CDKN2A,PlasmaB,NL→IT,NL,IT,0.26191226,0.13116446,-49.900001525878906,↓,0.055556,†,22/25,5,5
Blood,CDKN2A,PlasmaB,NL→IA,NL,IA,0.26191226,0.09356102,-64.30000305175781,↓,0.063492,†,18/20,5,4
Blood,CDKN2A,PlasmaB,NL→AR,NL,AR,0.26191226,0.15826517,-39.59999847412109,↓,0.25,NS,12/15,5,3
Blood,CDKN2A,PlasmaB,NL→CR,NL,CR,0.26191226,0.059847634,-77.0999984741211,↓,0.035714,*,15/15,5,3
Blood,CDKN2A,PlasmaB,IT→IA,IT,IA,0.13116446,0.09356102,-28.700000762939453,↓,0.730159,NS,12/20,5,4
Blood,CDKN2A,PlasmaB,IA→AR,IA,AR,0.09356102,0.15826517,69.19999694824219,↑,0.228571,NS,10/12,4,3
Blood,CDKN2A,PlasmaB,CR→AR,CR,AR,0.059847634,0.15826517,164.39999389648438,↑,0.1,NS,9/9,3,3
