tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,STAT5B,PlasmaB,NL→IA,NL,IA,0.018015169,0.115290515,540.0,↑,0.029657,*,19/20,5,4
Blood,STAT5B,PlasmaB,NL→AR,NL,AR,0.018015169,0.08652397,380.2999877929688,↑,0.112231,NS,13/15,5,3
Blood,STAT5B,PlasmaB,NL→CR,NL,CR,0.018015169,0.073869176,310.0,↑,0.112231,NS,13/15,5,3
Blood,STAT5B,PlasmaB,IT→IA,IT,IA,0.08098313,0.115290515,42.400001525878906,↑,0.285714,NS,15/20,5,4
Blood,STAT5B,PlasmaB,IA→AR,IA,AR,0.115290515,0.08652397,-25.0,↓,0.628571,NS,8/12,4,3
Blood,STAT5B,PlasmaB,CR→AR,CR,AR,0.073869176,0.08652397,17.100000381469727,↑,1.0,NS,5/9,3,3
Blood,TBX21,Myeloid,NL→IT,NL,IT,0.0,0.003510053,99999.0,↑,0.072006,†,15/25,5,5
Blood,TBX21,Myeloid,NL→IA,NL,IA,0.0,0.0017162303,99999.0,↑,0.13121,NS,10/20,5,4
Blood,TBX21,Myeloid,NL→AR,NL,AR,0.0,0.0020617528,99999.0,↑,0.078983,†,10/15,5,3
Blood,TBX21,Myeloid,NL→CR,NL,CR,0.0,0.0032523607,99999.0,↑,0.016805,*,15/15,5,3
Blood,TBX21,Myeloid,IT→IA,IT,IA,0.003510053,0.0017162303,-51.09999847412109,↓,0.898212,NS,9/20,5,4
Blood,TBX21,Myeloid,IA→AR,IA,AR,0.0017162303,0.0020617528,20.100000381469727,↑,1.0,NS,5/12,4,3
Blood,TBX21,Myeloid,CR→AR,CR,AR,0.0032523607,0.0020617528,-36.59999847412109,↓,0.7,NS,6/9,3,3
Blood,TBX21,CD4_T,NL→IT,NL,IT,0.12137604,0.1211886,-0.2000000029802322,↓,0.420635,NS,8/25,5,5
Blood,TBX21,CD4_T,NL→IA,NL,IA,0.12137604,0.1336669,10.100000381469728,↑,0.730159,NS,12/20,5,4
Blood,TBX21,CD4_T,NL→AR,NL,AR,0.12137604,0.06727453,-44.59999847412109,↓,0.785714,NS,9/15,5,3
Blood,TBX21,CD4_T,NL→CR,NL,CR,0.12137604,0.09402472,-22.5,↓,1.0,NS,7/15,5,3
Blood,TBX21,CD4_T,IT→IA,IT,IA,0.1211886,0.1336669,10.300000190734863,↑,0.904762,NS,9/20,5,4
Blood,TBX21,CD4_T,IA→AR,IA,AR,0.1336669,0.06727453,-49.70000076293945,↓,0.4,NS,9/12,4,3
Blood,TBX21,CD4_T,CR→AR,CR,AR,0.09402472,0.06727453,-28.5,↓,0.4,NS,7/9,3,3
Blood,TBX21,CD8_T,NL→IT,NL,IT,0.25374135,0.2985874,17.700000762939453,↑,0.690476,NS,15/25,5,5
Blood,TBX21,CD8_T,NL→IA,NL,IA,0.25374135,0.3656183,44.09999847412109,↑,0.190476,NS,16/20,5,4
Blood,TBX21,CD8_T,NL→AR,NL,AR,0.25374135,0.44752708,76.4000015258789,↑,0.25,NS,12/15,5,3
Blood,TBX21,CD8_T,NL→CR,NL,CR,0.25374135,0.24393117,-3.900000095367432,↓,0.392857,NS,4/15,5,3
Blood,TBX21,CD8_T,IT→IA,IT,IA,0.2985874,0.3656183,22.399999618530277,↑,0.904762,NS,11/20,5,4
Blood,TBX21,CD8_T,IA→AR,IA,AR,0.3656183,0.44752708,22.399999618530277,↑,0.857143,NS,7/12,4,3
Blood,TBX21,CD8_T,CR→AR,CR,AR,0.24393117,0.44752708,83.5,↑,0.4,NS,7/9,3,3
Blood,TBX21,NK,NL→IT,NL,IT,0.7725617,1.1572285,49.79999923706055,↑,0.055556,†,22/25,5,5
Blood,TBX21,NK,NL→IA,NL,IA,0.7725617,1.0318775,33.599998474121094,↑,0.285714,NS,15/20,5,4
Blood,TBX21,NK,NL→AR,NL,AR,0.7725617,1.0896702,41.0,↑,0.071429,†,14/15,5,3
Blood,TBX21,NK,NL→CR,NL,CR,0.7725617,0.95780843,24.0,↑,0.142857,NS,13/15,5,3
Blood,TBX21,NK,IT→IA,IT,IA,1.1572285,1.0318775,-10.800000190734863,↓,0.555556,NS,13/20,5,4
Blood,TBX21,NK,IA→AR,IA,AR,1.0318775,1.0896702,5.599999904632568,↑,1.0,NS,6/12,4,3
Blood,TBX21,NK,CR→AR,CR,AR,0.95780843,1.0896702,13.800000190734863,↑,0.7,NS,6/9,3,3
Blood,TBX21,B,NL→IT,NL,IT,0.048439343,0.045906615,-5.199999809265137,↓,0.84127,NS,14/25,5,5
Blood,TBX21,B,NL→IA,NL,IA,0.048439343,0.055506077,14.600000381469728,↑,1.0,NS,10/20,5,4
Blood,TBX21,B,NL→AR,NL,AR,0.048439343,0.05425349,12.0,↑,1.0,NS,7/15,5,3
Blood,TBX21,B,NL→CR,NL,CR,0.048439343,0.015845457,-67.30000305175781,↓,0.25,NS,12/15,5,3
Blood,TBX21,B,IT→IA,IT,IA,0.045906615,0.055506077,20.899999618530277,↑,0.904762,NS,11/20,5,4
Blood,TBX21,B,IA→AR,IA,AR,0.055506077,0.05425349,-2.299999952316284,↓,1.0,NS,6/12,4,3
Blood,TBX21,B,CR→AR,CR,AR,0.015845457,0.05425349,242.3999938964844,↑,0.1,NS,9/9,3,3
Blood,TBX21,PlasmaB,NL→IT,NL,IT,0.010617116,0.010214195,-3.799999952316284,↓,1.0,NS,5/25,5,5
Blood,TBX21,PlasmaB,NL→IA,NL,IA,0.010617116,0.026016116,145.0,↑,0.227249,NS,13/20,5,4
Blood,TBX21,PlasmaB,NL→AR,NL,AR,0.010617116,0.00444619,-58.09999847412109,↓,0.494525,NS,3/15,5,3
Blood,TBX21,PlasmaB,NL→CR,NL,CR,0.010617116,0.007413667,-30.200000762939453,↓,1.0,NS,3/15,5,3
Blood,TBX21,PlasmaB,IT→IA,IT,IA,0.010214195,0.026016116,154.6999969482422,↑,0.227249,NS,13/20,5,4
Blood,TBX21,PlasmaB,IA→AR,IA,AR,0.026016116,0.00444619,-82.9000015258789,↓,0.475533,NS,8/12,4,3
