tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,ACTA2,CD8_T,NL→AR,NL,AR,0.05987675,0.07370553,23.100000381469727,↑,0.547619,NS,12/18,6,3
Liver,ACTA2,CD8_T,NL→CR,NL,CR,0.05987675,0.084215105,40.59999847412109,↑,0.547619,NS,12/18,6,3
Liver,ACTA2,CD8_T,IT→IA,IT,IA,0.073686086,0.088079415,19.5,↑,0.792208,NS,17/30,6,5
Liver,ACTA2,CD8_T,IA→AR,IA,AR,0.088079415,0.07370553,-16.299999237060547,↓,1.0,NS,8/15,5,3
Liver,ACTA2,CD8_T,CR→AR,CR,AR,0.084215105,0.07370553,-12.5,↓,0.7,NS,6/9,3,3
Liver,ACTA2,NK,NL→IT,NL,IT,0.052404102,0.039631557,-24.399999618530277,↓,0.818182,NS,20/36,6,6
Liver,ACTA2,NK,NL→IA,NL,IA,0.052404102,0.059546657,13.600000381469728,↑,0.792208,NS,17/30,6,5
Liver,ACTA2,NK,NL→AR,NL,AR,0.052404102,0.06102923,16.5,↑,0.547619,NS,12/18,6,3
Liver,ACTA2,NK,NL→CR,NL,CR,0.052404102,0.0586846,12.0,↑,0.904762,NS,10/18,6,3
Liver,ACTA2,NK,IT→IA,IT,IA,0.039631557,0.059546657,50.29999923706055,↑,0.177489,NS,23/30,6,5
Liver,ACTA2,NK,IA→AR,IA,AR,0.059546657,0.06102923,2.5,↑,0.785714,NS,6/15,5,3
Liver,ACTA2,NK,CR→AR,CR,AR,0.0586846,0.06102923,4.0,↑,0.7,NS,3/9,3,3
Liver,ACTA2,B,NL→IT,NL,IT,0.013775202,0.041580983,201.8999938964844,↑,0.485903,NS,15/30,6,5
Liver,ACTA2,B,NL→IA,NL,IA,0.013775202,0.024955677,81.19999694824219,↑,0.224496,NS,22/30,6,5
Liver,ACTA2,B,NL→AR,NL,AR,0.013775202,0.020402702,48.09999847412109,↑,0.671373,NS,9/18,6,3
Liver,ACTA2,B,NL→CR,NL,CR,0.013775202,0.0050667915,-63.20000076293945,↓,0.887537,NS,6/18,6,3
Liver,ACTA2,B,IT→IA,IT,IA,0.041580983,0.024955677,-40.0,↓,0.529619,NS,9/25,5,5
Liver,ACTA2,B,IA→AR,IA,AR,0.024955677,0.020402702,-18.200000762939453,↓,1.0,NS,8/15,5,3
Liver,ACTA2,B,CR→AR,CR,AR,0.0050667915,0.020402702,302.70001220703125,↑,0.506555,NS,6/9,3,3
Liver,ACTA2,PlasmaB,NL→IT,NL,IT,0.0035656616,0.012859444,260.6000061035156,↑,0.370287,NS,16/30,6,5
Liver,ACTA2,PlasmaB,NL→IA,NL,IA,0.0035656616,0.040134512,1025.5999755859375,↑,0.597048,NS,12/30,6,5
Liver,ACTA2,PlasmaB,NL→AR,NL,AR,0.0035656616,0.0,-100.0,↓,0.376759,NS,6/18,6,3
Liver,ACTA2,PlasmaB,NL→CR,NL,CR,0.0035656616,0.019729313,453.2999877929688,↑,0.203092,NS,12/18,6,3
Liver,ACTA2,PlasmaB,IT→IA,IT,IA,0.012859444,0.040134512,212.1000061035156,↑,1.0,NS,10/25,5,5
Liver,ACTA2,PlasmaB,IA→AR,IA,AR,0.040134512,0.0,-100.0,↓,0.329114,NS,6/15,5,3
Liver,ACTA2,PlasmaB,CR→AR,CR,AR,0.019729313,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Liver,AIM2,Myeloid,NL→IT,NL,IT,0.025393816,0.057570565,126.6999969482422,↑,0.192225,NS,25/36,6,6
Liver,AIM2,Myeloid,NL→IA,NL,IA,0.025393816,0.051514167,102.9000015258789,↑,0.773938,NS,14/30,6,5
Liver,AIM2,Myeloid,NL→AR,NL,AR,0.025393816,0.0403152,58.79999923706055,↑,0.787406,NS,9/18,6,3
Liver,AIM2,Myeloid,NL→CR,NL,CR,0.025393816,0.0829823,226.8000030517578,↑,0.048885,*,17/18,6,3
Liver,AIM2,Myeloid,IT→IA,IT,IA,0.057570565,0.051514167,-10.5,↓,0.645055,NS,17/30,6,5
Liver,AIM2,Myeloid,IA→AR,IA,AR,0.051514167,0.0403152,-21.700000762939453,↓,1.0,NS,7/15,5,3
Liver,AIM2,Myeloid,CR→AR,CR,AR,0.0829823,0.0403152,-51.400001525878906,↓,0.4,NS,7/9,3,3
Liver,AIM2,CD4_T,NL→IT,NL,IT,0.030157225,0.041948438,39.09999847412109,↑,0.468042,NS,22/36,6,6
Liver,AIM2,CD4_T,NL→IA,NL,IA,0.030157225,0.04804571,59.29999923706055,↑,0.3142,NS,21/30,6,5
Liver,AIM2,CD4_T,NL→AR,NL,AR,0.030157225,0.042802338,41.900001525878906,↑,0.516853,NS,12/18,6,3
Liver,AIM2,CD4_T,NL→CR,NL,CR,0.030157225,0.049729276,64.9000015258789,↑,0.516853,NS,12/18,6,3
Liver,AIM2,CD4_T,IT→IA,IT,IA,0.041948438,0.04804571,14.5,↑,0.792208,NS,17/30,6,5
Liver,AIM2,CD4_T,IA→AR,IA,AR,0.04804571,0.042802338,-10.899999618530272,↓,0.392857,NS,11/15,5,3
Liver,AIM2,CD4_T,CR→AR,CR,AR,0.049729276,0.042802338,-13.899999618530272,↓,1.0,NS,5/9,3,3
Liver,AIM2,CD8_T,NL→IT,NL,IT,0.040140986,0.042196374,5.099999904632568,↑,1.0,NS,18/36,6,6
Liver,AIM2,CD8_T,NL→IA,NL,IA,0.040140986,0.06255761,55.79999923706055,↑,0.177489,NS,23/30,6,5
Liver,AIM2,CD8_T,NL→AR,NL,AR,0.040140986,0.043159425,7.5,↑,0.714286,NS,11/18,6,3
Liver,AIM2,CD8_T,NL→CR,NL,CR,0.040140986,0.049334895,22.899999618530277,↑,0.904762,NS,10/18,6,3
Liver,AIM2,CD8_T,IT→IA,IT,IA,0.042196374,0.06255761,48.29999923706055,↑,0.246753,NS,22/30,6,5
Liver,AIM2,CD8_T,IA→AR,IA,AR,0.06255761,0.043159425,-31.0,↓,0.25,NS,12/15,5,3
Liver,AIM2,CD8_T,CR→AR,CR,AR,0.049334895,0.043159425,-12.5,↓,1.0,NS,4/9,3,3
Liver,AIM2,NK,NL→IT,NL,IT,0.012678401,0.013200599,4.099999904632568,↑,1.0,NS,18/36,6,6
Liver,AIM2,NK,NL→IA,NL,IA,0.012678401,0.018768612,48.0,↑,0.272229,NS,21/30,6,5
Liver,AIM2,NK,NL→AR,NL,AR,0.012678401,0.025807342,103.5999984741211,↑,0.166667,NS,15/18,6,3
Liver,AIM2,NK,NL→CR,NL,CR,0.012678401,0.012559771,-0.8999999761581421,↓,1.0,NS,9/18,6,3
Liver,AIM2,NK,IT→IA,IT,IA,0.013200599,0.018768612,42.20000076293945,↑,0.360216,NS,20/30,6,5
Liver,AIM2,NK,IA→AR,IA,AR,0.018768612,0.025807342,37.5,↑,0.571429,NS,10/15,5,3
Liver,AIM2,NK,CR→AR,CR,AR,0.012559771,0.025807342,105.5,↑,0.2,NS,8/9,3,3
Liver,AIM2,B,NL→IT,NL,IT,0.10902139,0.23410979,114.6999969482422,↑,0.051948,†,26/30,6,5
Liver,AIM2,B,NL→IA,NL,IA,0.10902139,0.31788746,191.6000061035156,↑,0.008658,**,29/30,6,5
Liver,AIM2,B,NL→AR,NL,AR,0.10902139,0.38329935,251.6000061035156,↑,0.02381,*,18/18,6,3
Liver,AIM2,B,NL→CR,NL,CR,0.10902139,0.23701604,117.4000015258789,↑,0.047619,*,17/18,6,3
Liver,AIM2,B,IT→IA,IT,IA,0.23410979,0.31788746,35.79999923706055,↑,0.222222,NS,19/25,5,5
Liver,AIM2,B,IA→AR,IA,AR,0.31788746,0.38329935,20.600000381469727,↑,1.0,NS,8/15,5,3
Liver,AIM2,B,CR→AR,CR,AR,0.23701604,0.38329935,61.70000076293945,↑,0.2,NS,8/9,3,3
Liver,AIM2,PlasmaB,NL→IT,NL,IT,0.09252978,0.069971204,-24.399999618530277,↓,0.782252,NS,12/30,6,5
Liver,AIM2,PlasmaB,NL→IA,NL,IA,0.09252978,0.11112865,20.100000381469727,↑,0.518992,NS,18/30,6,5
Liver,AIM2,PlasmaB,NL→AR,NL,AR,0.09252978,0.17179589,85.69999694824219,↑,0.516853,NS,12/18,6,3
Liver,AIM2,PlasmaB,NL→CR,NL,CR,0.09252978,0.051306784,-44.59999847412109,↓,0.896851,NS,8/18,6,3
Liver,AIM2,PlasmaB,IT→IA,IT,IA,0.069971204,0.11112865,58.79999923706055,↑,0.463344,NS,16/25,5,5
Liver,AIM2,PlasmaB,IA→AR,IA,AR,0.11112865,0.17179589,54.59999847412109,↑,1.0,NS,8/15,5,3
Liver,AIM2,PlasmaB,CR→AR,CR,AR,0.051306784,0.17179589,234.8000030517578,↑,0.7,NS,6/9,3,3
Liver,ANGPT2,Myeloid,NL→IT,NL,IT,0.0047109663,0.0,-100.0,↓,0.404657,NS,6/36,6,6
Liver,ANGPT2,Myeloid,NL→IA,NL,IA,0.0047109663,0.0,-100.0,↓,0.465209,NS,5/30,6,5
Liver,ANGPT2,Myeloid,NL→AR,NL,AR,0.0047109663,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,ANGPT2,Myeloid,NL→CR,NL,CR,0.0047109663,0.0029094527,-38.20000076293945,↓,0.859684,NS,3/18,6,3
Liver,ANGPT2,Myeloid,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5
Liver,ANGPT2,Myeloid,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Liver,ANGPT2,Myeloid,CR→AR,CR,AR,0.0029094527,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Liver,ANGPT2,CD4_T,NL→IT,NL,IT,0.0007607651,0.0018427866,142.1999969482422,↑,0.347164,NS,20/36,6,6
Liver,ANGPT2,CD4_T,NL→IA,NL,IA,0.0007607651,0.0014169889,86.30000305175781,↑,0.485903,NS,15/30,6,5
Liver,ANGPT2,CD4_T,NL→AR,NL,AR,0.0007607651,0.00023899834,-68.5999984741211,↓,0.878088,NS,6/18,6,3
Liver,ANGPT2,CD4_T,NL→CR,NL,CR,0.0007607651,0.0,-100.0,↓,0.376759,NS,6/18,6,3
Liver,ANGPT2,CD4_T,IT→IA,IT,IA,0.0018427866,0.0014169889,-23.100000381469727,↓,0.779243,NS,15/30,6,5
Liver,ANGPT2,CD4_T,IA→AR,IA,AR,0.0014169889,0.00023899834,-83.0999984741211,↓,0.340617,NS,9/15,5,3
Liver,ANGPT2,CD4_T,CR→AR,CR,AR,0.0,0.00023899834,99999.0,↑,0.504985,NS,3/9,3,3
Liver,ANGPT2,CD8_T,NL→IT,NL,IT,0.0002919022,0.0007365953,152.3000030517578,↑,0.775029,NS,12/36,6,6
Liver,ANGPT2,CD8_T,NL→IA,NL,IA,0.0002919022,0.0014668815,402.5,↑,0.19562,NS,18/30,6,5
Liver,ANGPT2,CD8_T,NL→AR,NL,AR,0.0002919022,0.0016004132,448.2999877929688,↑,0.203092,NS,12/18,6,3
Liver,ANGPT2,CD8_T,NL→CR,NL,CR,0.0002919022,0.00067115854,129.89999389648438,↑,0.878088,NS,6/18,6,3
Liver,ANGPT2,CD8_T,IT→IA,IT,IA,0.0007365953,0.0014668815,99.0999984741211,↑,0.370287,NS,16/30,6,5
Liver,ANGPT2,CD8_T,IA→AR,IA,AR,0.0014668815,0.0016004132,9.100000381469728,↑,1.0,NS,7/15,5,3
Liver,ANGPT2,CD8_T,CR→AR,CR,AR,0.00067115854,0.0016004132,138.5,↑,0.642835,NS,5/9,3,3
Liver,ANGPT2,NK,NL→IT,NL,IT,0.0005146928,0.000674333,31.0,↑,0.797648,NS,16/36,6,6
Liver,ANGPT2,NK,NL→IA,NL,IA,0.0005146928,0.0016344782,217.6000061035156,↑,0.213259,NS,20/30,6,5
Liver,ANGPT2,NK,NL→AR,NL,AR,0.0005146928,0.0014417112,180.10000610351562,↑,0.4795,NS,10/18,6,3
Liver,ANGPT2,NK,NL→CR,NL,CR,0.0005146928,0.0004634513,-10.0,↓,0.878088,NS,6/18,6,3
Liver,ANGPT2,NK,IT→IA,IT,IA,0.000674333,0.0016344782,142.39999389648438,↑,0.166994,NS,22/30,6,5
Liver,ANGPT2,NK,IA→AR,IA,AR,0.0016344782,0.0014417112,-11.800000190734863,↓,1.0,NS,7/15,5,3
Liver,ANGPT2,NK,CR→AR,CR,AR,0.0004634513,0.0014417112,211.1000061035156,↑,0.642835,NS,5/9,3,3
Liver,ANGPT2,B,NL→IT,NL,IT,0.0009945937,0.012427275,1149.5,↑,0.892295,NS,6/30,6,5
Liver,ANGPT2,B,NL→IA,NL,IA,0.0009945937,0.0004735205,-52.400001525878906,↓,1.0,NS,5/30,6,5
Liver,ANGPT2,B,NL→AR,NL,AR,0.0009945937,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,ANGPT2,B,NL→CR,NL,CR,0.0009945937,0.004365304,338.8999938964844,↑,0.595883,NS,6/18,6,3
Liver,ANGPT2,B,IT→IA,IT,IA,0.012427275,0.0004735205,-96.1999969482422,↓,1.0,NS,5/25,5,5
Liver,ANGPT2,B,IA→AR,IA,AR,0.0004735205,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Liver,ANGPT2,B,CR→AR,CR,AR,0.004365304,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Liver,ANGPT2,PlasmaB,NL→IT,NL,IT,0.00050003966,0.0,-100.0,↓,0.465209,NS,5/30,6,5
Liver,ANGPT2,PlasmaB,NL→IA,NL,IA,0.00050003966,0.0,-100.0,↓,0.465209,NS,5/30,6,5
Liver,ANGPT2,PlasmaB,NL→AR,NL,AR,0.00050003966,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,ANGPT2,PlasmaB,NL→CR,NL,CR,0.00050003966,0.0,-100.0,↓,0.637352,NS,3/18,6,3
Liver,ANGPT2,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5
Liver,ANGPT2,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Liver,ANGPT2,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Liver,ATM,Myeloid,NL→IT,NL,IT,0.22209989,0.3193656,43.79999923706055,↑,0.025974,*,32/36,6,6
Liver,ATM,Myeloid,NL→IA,NL,IA,0.22209989,0.25378186,14.300000190734863,↑,0.536797,NS,19/30,6,5
Liver,ATM,Myeloid,NL→AR,NL,AR,0.22209989,0.23401968,5.400000095367432,↑,1.0,NS,9/18,6,3
Liver,ATM,Myeloid,NL→CR,NL,CR,0.22209989,0.3338785,50.29999923706055,↑,0.261905,NS,14/18,6,3
Liver,ATM,Myeloid,IT→IA,IT,IA,0.3193656,0.25378186,-20.5,↓,0.177489,NS,23/30,6,5
Liver,ATM,Myeloid,IA→AR,IA,AR,0.25378186,0.23401968,-7.800000190734863,↓,0.785714,NS,9/15,5,3
Liver,ATM,Myeloid,CR→AR,CR,AR,0.3338785,0.23401968,-29.899999618530277,↓,0.7,NS,6/9,3,3
Liver,ATM,CD4_T,NL→IT,NL,IT,0.31498477,0.39401683,25.100000381469727,↑,0.132035,NS,28/36,6,6
Liver,ATM,CD4_T,NL→IA,NL,IA,0.31498477,0.3815118,21.100000381469727,↑,0.177489,NS,23/30,6,5
Liver,ATM,CD4_T,NL→AR,NL,AR,0.31498477,0.40027463,27.100000381469727,↑,0.095238,†,16/18,6,3
Liver,ATM,CD4_T,NL→CR,NL,CR,0.31498477,0.4071032,29.200000762939453,↑,0.095238,†,16/18,6,3
Liver,ATM,CD4_T,IT→IA,IT,IA,0.39401683,0.3815118,-3.200000047683716,↓,0.662338,NS,18/30,6,5
Liver,ATM,CD4_T,IA→AR,IA,AR,0.3815118,0.40027463,4.900000095367432,↑,0.785714,NS,9/15,5,3
Liver,ATM,CD4_T,CR→AR,CR,AR,0.4071032,0.40027463,-1.7000000476837158,↓,1.0,NS,4/9,3,3
Liver,ATM,CD8_T,NL→IT,NL,IT,0.34689617,0.40311608,16.200000762939453,↑,0.132035,NS,28/36,6,6
Liver,ATM,CD8_T,NL→IA,NL,IA,0.34689617,0.400423,15.399999618530272,↑,0.329004,NS,21/30,6,5
Liver,ATM,CD8_T,NL→AR,NL,AR,0.34689617,0.4455068,28.399999618530277,↑,0.166667,NS,15/18,6,3
Liver,ATM,CD8_T,NL→CR,NL,CR,0.34689617,0.45891047,32.29999923706055,↑,0.095238,†,16/18,6,3
Liver,ATM,CD8_T,IT→IA,IT,IA,0.40311608,0.400423,-0.699999988079071,↓,0.930736,NS,16/30,6,5
Liver,ATM,CD8_T,IA→AR,IA,AR,0.400423,0.4455068,11.300000190734863,↑,0.571429,NS,10/15,5,3
Liver,ATM,CD8_T,CR→AR,CR,AR,0.45891047,0.4455068,-2.900000095367432,↓,1.0,NS,5/9,3,3
Liver,ATM,NK,NL→IT,NL,IT,0.39411807,0.5365345,36.09999847412109,↑,0.132035,NS,28/36,6,6
Liver,ATM,NK,NL→IA,NL,IA,0.39411807,0.4333366,10.0,↑,0.792208,NS,17/30,6,5
Liver,ATM,NK,NL→AR,NL,AR,0.39411807,0.57011515,44.70000076293945,↑,0.02381,*,18/18,6,3
Liver,ATM,NK,NL→CR,NL,CR,0.39411807,0.54412985,38.09999847412109,↑,0.166667,NS,15/18,6,3
Liver,ATM,NK,IT→IA,IT,IA,0.5365345,0.4333366,-19.200000762939453,↓,0.428571,NS,20/30,6,5
Liver,ATM,NK,IA→AR,IA,AR,0.4333366,0.57011515,31.600000381469727,↑,0.25,NS,12/15,5,3
Liver,ATM,NK,CR→AR,CR,AR,0.54412985,0.57011515,4.800000190734863,↑,0.7,NS,6/9,3,3
Liver,ATM,B,NL→IT,NL,IT,0.31534544,0.4536128,43.79999923706055,↑,0.177489,NS,23/30,6,5
Liver,ATM,B,NL→IA,NL,IA,0.31534544,0.35338002,12.100000381469728,↑,0.246753,NS,22/30,6,5
Liver,ATM,B,NL→AR,NL,AR,0.31534544,0.6217707,97.1999969482422,↑,0.166667,NS,15/18,6,3
Liver,ATM,B,NL→CR,NL,CR,0.31534544,0.49663433,57.5,↑,0.166667,NS,15/18,6,3
Liver,ATM,B,IT→IA,IT,IA,0.4536128,0.35338002,-22.100000381469727,↓,0.309524,NS,18/25,5,5
Liver,ATM,B,IA→AR,IA,AR,0.35338002,0.6217707,75.9000015258789,↑,0.035714,*,15/15,5,3
Liver,ATM,B,CR→AR,CR,AR,0.49663433,0.6217707,25.200000762939453,↑,0.1,NS,9/9,3,3
Liver,ATM,PlasmaB,NL→IT,NL,IT,0.24068879,0.22008634,-8.600000381469727,↓,0.792208,NS,17/30,6,5
Liver,ATM,PlasmaB,NL→IA,NL,IA,0.24068879,0.217238,-9.699999809265137,↓,0.536797,NS,19/30,6,5
Liver,ATM,PlasmaB,NL→AR,NL,AR,0.24068879,0.07310816,-69.5999984741211,↓,0.047619,*,17/18,6,3
Liver,ATM,PlasmaB,NL→CR,NL,CR,0.24068879,0.19384754,-19.5,↓,0.714286,NS,11/18,6,3
Liver,ATM,PlasmaB,IT→IA,IT,IA,0.22008634,0.217238,-1.2999999523162842,↓,0.84127,NS,14/25,5,5
Liver,ATM,PlasmaB,IA→AR,IA,AR,0.217238,0.07310816,-66.30000305175781,↓,0.142857,NS,13/15,5,3
Liver,ATM,PlasmaB,CR→AR,CR,AR,0.19384754,0.07310816,-62.29999923706055,↓,0.2,NS,8/9,3,3
Liver,ATP5F1A,Myeloid,NL→IT,NL,IT,0.8555239,0.97566754,14.0,↑,0.132035,NS,28/36,6,6
Liver,ATP5F1A,Myeloid,NL→IA,NL,IA,0.8555239,0.9385525,9.699999809265137,↑,0.177489,NS,23/30,6,5
Liver,ATP5F1A,Myeloid,NL→AR,NL,AR,0.8555239,1.092388,27.700000762939453,↑,0.095238,†,16/18,6,3
Liver,ATP5F1A,Myeloid,NL→CR,NL,CR,0.8555239,0.98812836,15.5,↑,0.166667,NS,15/18,6,3
Liver,ATP5F1A,Myeloid,IT→IA,IT,IA,0.97566754,0.9385525,-3.799999952316284,↓,0.536797,NS,19/30,6,5
Liver,ATP5F1A,Myeloid,IA→AR,IA,AR,0.9385525,1.092388,16.399999618530273,↑,0.142857,NS,13/15,5,3
Liver,ATP5F1A,Myeloid,CR→AR,CR,AR,0.98812836,1.092388,10.600000381469728,↑,0.7,NS,6/9,3,3
Liver,ATP5F1A,CD4_T,NL→IT,NL,IT,0.55501884,0.59387535,7.0,↑,0.484848,NS,23/36,6,6
Liver,ATP5F1A,CD4_T,NL→IA,NL,IA,0.55501884,0.67819417,22.200000762939453,↑,0.177489,NS,23/30,6,5
Liver,ATP5F1A,CD4_T,NL→AR,NL,AR,0.55501884,0.6558704,18.200000762939453,↑,0.261905,NS,14/18,6,3
Liver,ATP5F1A,CD4_T,NL→CR,NL,CR,0.55501884,0.6606318,19.0,↑,0.261905,NS,14/18,6,3
Liver,ATP5F1A,CD4_T,IT→IA,IT,IA,0.59387535,0.67819417,14.199999809265137,↑,0.536797,NS,19/30,6,5
Liver,ATP5F1A,CD4_T,IA→AR,IA,AR,0.67819417,0.6558704,-3.299999952316284,↓,0.785714,NS,9/15,5,3
Liver,ATP5F1A,CD4_T,CR→AR,CR,AR,0.6606318,0.6558704,-0.699999988079071,↓,1.0,NS,5/9,3,3
Liver,ATP5F1A,CD8_T,NL→IT,NL,IT,0.527631,0.5310901,0.699999988079071,↑,0.484848,NS,23/36,6,6
Liver,ATP5F1A,CD8_T,NL→IA,NL,IA,0.527631,0.6429309,21.899999618530277,↑,0.246753,NS,22/30,6,5
Liver,ATP5F1A,CD8_T,NL→AR,NL,AR,0.527631,0.66827923,26.700000762939453,↑,0.166667,NS,15/18,6,3
Liver,ATP5F1A,CD8_T,NL→CR,NL,CR,0.527631,0.578731,9.699999809265137,↑,0.547619,NS,12/18,6,3
Liver,ATP5F1A,CD8_T,IT→IA,IT,IA,0.5310901,0.6429309,21.100000381469727,↑,0.662338,NS,18/30,6,5
Liver,ATP5F1A,CD8_T,IA→AR,IA,AR,0.6429309,0.66827923,3.900000095367432,↑,1.0,NS,8/15,5,3
Liver,ATP5F1A,CD8_T,CR→AR,CR,AR,0.578731,0.66827923,15.5,↑,0.7,NS,6/9,3,3
Liver,ATP5F1A,NK,NL→IT,NL,IT,0.6393865,0.5863457,-8.300000190734863,↓,0.818182,NS,20/36,6,6
Liver,ATP5F1A,NK,NL→IA,NL,IA,0.6393865,0.59601027,-6.800000190734863,↓,0.428571,NS,20/30,6,5
Liver,ATP5F1A,NK,NL→AR,NL,AR,0.6393865,0.64811826,1.399999976158142,↑,0.904762,NS,10/18,6,3
Liver,ATP5F1A,NK,NL→CR,NL,CR,0.6393865,0.69525224,8.699999809265137,↑,0.380952,NS,13/18,6,3
Liver,ATP5F1A,NK,IT→IA,IT,IA,0.5863457,0.59601027,1.600000023841858,↑,0.536797,NS,11/30,6,5
Liver,ATP5F1A,NK,IA→AR,IA,AR,0.59601027,0.64811826,8.699999809265137,↑,1.0,NS,8/15,5,3
Liver,ATP5F1A,NK,CR→AR,CR,AR,0.69525224,0.64811826,-6.800000190734863,↓,1.0,NS,5/9,3,3
Liver,ATP5F1A,B,NL→IT,NL,IT,0.5037288,0.6379799,26.700000762939453,↑,0.428571,NS,20/30,6,5
Liver,ATP5F1A,B,NL→IA,NL,IA,0.5037288,0.6612801,31.299999237060547,↑,0.246753,NS,22/30,6,5
Liver,ATP5F1A,B,NL→AR,NL,AR,0.5037288,0.7653491,51.900001525878906,↑,0.261905,NS,14/18,6,3
Liver,ATP5F1A,B,NL→CR,NL,CR,0.5037288,0.7495303,48.79999923706055,↑,0.095238,†,16/18,6,3
Liver,ATP5F1A,B,IT→IA,IT,IA,0.6379799,0.6612801,3.700000047683716,↑,0.84127,NS,11/25,5,5
Liver,ATP5F1A,B,IA→AR,IA,AR,0.6612801,0.7653491,15.699999809265137,↑,1.0,NS,8/15,5,3
Liver,ATP5F1A,B,CR→AR,CR,AR,0.7495303,0.7653491,2.0999999046325684,↑,1.0,NS,4/9,3,3
Liver,ATP5F1A,PlasmaB,NL→IT,NL,IT,0.75093836,0.8685031,15.699999809265137,↑,0.428571,NS,20/30,6,5
Liver,ATP5F1A,PlasmaB,NL→IA,NL,IA,0.75093836,1.0103911,34.599998474121094,↑,0.177489,NS,23/30,6,5
Liver,ATP5F1A,PlasmaB,NL→AR,NL,AR,0.75093836,1.1971136,59.400001525878906,↑,0.02381,*,18/18,6,3
Liver,ATP5F1A,PlasmaB,NL→CR,NL,CR,0.75093836,0.9488676,26.399999618530277,↑,0.380952,NS,13/18,6,3
Liver,ATP5F1A,PlasmaB,IT→IA,IT,IA,0.8685031,1.0103911,16.299999237060547,↑,0.420635,NS,17/25,5,5
Liver,ATP5F1A,PlasmaB,IA→AR,IA,AR,1.0103911,1.1971136,18.5,↑,0.571429,NS,10/15,5,3
Liver,ATP5F1A,PlasmaB,CR→AR,CR,AR,0.9488676,1.1971136,26.200000762939453,↑,0.2,NS,8/9,3,3
Liver,ATP5F1B,Myeloid,NL→IT,NL,IT,1.2816397,1.2803249,-0.1000000014901161,↓,0.937229,NS,17/36,6,6
Liver,ATP5F1B,Myeloid,NL→IA,NL,IA,1.2816397,1.450276,13.199999809265137,↑,0.125541,NS,24/30,6,5
Liver,ATP5F1B,Myeloid,NL→AR,NL,AR,1.2816397,1.4635075,14.199999809265137,↑,0.380952,NS,13/18,6,3
